rt,responses,time_elapsed,subject,prolificID,demoID,trialType,question_order,key_press,stim,corrresp,phase,stimNum,trialNum,corr,repeatTrial,motorSwitch,pracCounter,hierarchy
591689,"{""Q0"":""ms1000255""}",591722,HierDyvq8l8wz7,k2u21c8f7y,ms1000255,,,,,,,,,,,,,
2562,,594295,HierDyvq8l8wz7,k2u21c8f7y,ms1000255,,,,,,,,,,,,,
,,599833,HierDyvq8l8wz7,k2u21c8f7y,ms1000255,fullscreen,,,,,,,,,,,,
11317,"{""Vision"":""Yes"",""Handedness"":""Right"",""Gender"":""female""}",611161,HierDyvq8l8wz7,k2u21c8f7y,ms1000255,,"[0,1,2]",,,,,,,,,,,
2337,"{""Q0"":""20""}",613512,HierDyvq8l8wz7,k2u21c8f7y,ms1000255,,,,,,,,,,,,,
151341,,764866,HierDyvq8l8wz7,k2u21c8f7y,ms1000255,,,,,,,,,,,,,
609,,765486,HierDyvq8l8wz7,k2u21c8f7y,ms1000255,motor,,68,img/motor_2.png,83,motor,2,1,0,1,0,,
496,,765992,HierDyvq8l8wz7,k2u21c8f7y,ms1000255,motorRepeat,,83,img/motor_2.png,83,motor,2,1,1,0,0,,
null,,766102,HierDyvq8l8wz7,k2u21c8f7y,ms1000255,iti,,null,img/motor_2.png,83,motor,,,,,,,
928,,767041,HierDyvq8l8wz7,k2u21c8f7y,ms1000255,motor,,72,img/motor_5.png,72,motor,5,2,1,0,0,,
null,,767152,HierDyvq8l8wz7,k2u21c8f7y,ms1000255,iti,,null,img/motor_5.png,72,motor,,,,,,,
646,,767809,HierDyvq8l8wz7,k2u21c8f7y,ms1000255,motor,,74,img/motor_6.png,74,motor,6,3,1,0,0,,
null,,767921,HierDyvq8l8wz7,k2u21c8f7y,ms1000255,iti,,null,img/motor_6.png,74,motor,,,,,,,
556,,768486,HierDyvq8l8wz7,k2u21c8f7y,ms1000255,motor,,83,img/motor_2.png,83,motor,2,4,1,0,0,,
null,,768597,HierDyvq8l8wz7,k2u21c8f7y,ms1000255,iti,,null,img/motor_2.png,83,motor,,,,,,,
562,,769169,HierDyvq8l8wz7,k2u21c8f7y,ms1000255,motor,,68,img/motor_3.png,68,motor,3,5,1,0,0,,
null,,769281,HierDyvq8l8wz7,k2u21c8f7y,ms1000255,iti,,null,img/motor_3.png,68,motor,,,,,,,
705,,769997,HierDyvq8l8wz7,k2u21c8f7y,ms1000255,motor,,74,img/motor_6.png,74,motor,6,6,1,0,0,,
null,,770107,HierDyvq8l8wz7,k2u21c8f7y,ms1000255,iti,,null,img/motor_6.png,74,motor,,,,,,,
512,,770629,HierDyvq8l8wz7,k2u21c8f7y,ms1000255,motor,,72,img/motor_5.png,72,motor,5,7,1,0,0,,
null,,770741,HierDyvq8l8wz7,k2u21c8f7y,ms1000255,iti,,null,img/motor_5.png,72,motor,,,,,,,
642,,771394,HierDyvq8l8wz7,k2u21c8f7y,ms1000255,motor,,68,img/motor_2.png,83,motor,2,8,0,1,0,,
248,,771653,HierDyvq8l8wz7,k2u21c8f7y,ms1000255,motorRepeat,,83,img/motor_2.png,83,motor,2,8,1,0,0,,
null,,771766,HierDyvq8l8wz7,k2u21c8f7y,ms1000255,iti,,null,img/motor_2.png,83,motor,,,,,,,
600,,772377,HierDyvq8l8wz7,k2u21c8f7y,ms1000255,motor,,70,img/motor_4.png,70,motor,4,9,1,0,0,,
null,,772488,HierDyvq8l8wz7,k2u21c8f7y,ms1000255,iti,,null,img/motor_4.png,70,motor,,,,,,,
617,,773115,HierDyvq8l8wz7,k2u21c8f7y,ms1000255,motor,,75,img/motor_7.png,75,motor,7,10,1,0,0,,
null,,773227,HierDyvq8l8wz7,k2u21c8f7y,ms1000255,iti,,null,img/motor_7.png,75,motor,,,,,,,
425,,773661,HierDyvq8l8wz7,k2u21c8f7y,ms1000255,motor,,75,img/motor_7.png,75,motor,7,11,1,0,0,,
null,,773773,HierDyvq8l8wz7,k2u21c8f7y,ms1000255,iti,,null,img/motor_7.png,75,motor,,,,,,,
