rt,responses,time_elapsed,subject,prolificID,demoID,trialType,question_order,key_press,stim,corrresp,phase,stimNum,trialNum,corr,repeatTrial,motorSwitch,pracCounter,hierarchy
128388,"{""Q0"":""ms1000254""}",128422,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,,,,,,,,,,,,,
4303,,132737,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,,,,,,,,,,,,,
,,134836,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,fullscreen,,,,,,,,,,,,
18131,"{""Vision"":""Yes"",""Handedness"":""Right"",""Gender"":""nonbinary""}",152979,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,,"[0,1,2]",,,,,,,,,,,
3478,"{""Q0"":""20""}",156469,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,,,,,,,,,,,,,
91136,,247618,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,,,,,,,,,,,,,
660,,248291,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,motor,,76,img/motor_8.png,76,motor,8,1,1,0,0,,
null,,248403,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,iti,,null,img/motor_8.png,76,motor,,,,,,,
495,,248907,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,motor,,75,img/motor_7.png,75,motor,7,2,1,0,0,,
null,,249020,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,iti,,null,img/motor_7.png,75,motor,,,,,,,
455,,249486,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,motor,,72,img/motor_5.png,72,motor,5,3,1,0,0,,
null,,249596,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,iti,,null,img/motor_5.png,72,motor,,,,,,,
374,,249980,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,motor,,76,img/motor_8.png,76,motor,8,4,1,0,0,,
null,,250092,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,iti,,null,img/motor_8.png,76,motor,,,,,,,
305,,250407,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,motor,,72,img/motor_5.png,72,motor,5,5,1,0,0,,
null,,250517,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,iti,,null,img/motor_5.png,72,motor,,,,,,,
476,,251005,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,motor,,68,img/motor_3.png,68,motor,3,6,1,0,0,,
null,,251115,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,iti,,null,img/motor_3.png,68,motor,,,,,,,
263,,251388,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,motor,,70,img/motor_3.png,68,motor,3,7,0,1,0,,
451,,251849,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,motorRepeat,,70,img/motor_3.png,68,motor,3,7,0,1,0,,
1474,,253334,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,motorRepeat,,68,img/motor_3.png,68,motor,3,7,1,0,0,,
null,,253446,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,iti,,null,img/motor_3.png,68,motor,,,,,,,
446,,253901,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,motor,,76,img/motor_8.png,76,motor,8,8,1,0,0,,
null,,254013,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,iti,,null,img/motor_8.png,76,motor,,,,,,,
343,,254364,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,motor,,75,img/motor_7.png,75,motor,7,9,1,0,0,,
null,,254476,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,iti,,null,img/motor_7.png,75,motor,,,,,,,
485,,254971,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,motor,,65,img/motor_2.png,83,motor,2,10,0,1,0,,
258,,255240,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,motorRepeat,,83,img/motor_2.png,83,motor,2,10,1,0,0,,
null,,255351,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,iti,,null,img/motor_2.png,83,motor,,,,,,,
508,,255869,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,motor,,70,img/motor_4.png,70,motor,4,11,1,0,0,,
null,,255981,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,iti,,null,img/motor_4.png,70,motor,,,,,,,
425,,256417,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,motor,,83,img/motor_2.png,83,motor,2,12,1,0,0,,
null,,256531,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,iti,,null,img/motor_2.png,83,motor,,,,,,,
387,,256929,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,motor,,65,img/motor_1.png,65,motor,1,13,1,0,0,,
null,,257042,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,iti,,null,img/motor_1.png,65,motor,,,,,,,
361,,257412,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,motor,,83,img/motor_2.png,83,motor,2,14,1,0,0,,
null,,257524,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,iti,,null,img/motor_2.png,83,motor,,,,,,,
714,,258248,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,motor,,72,img/motor_6.png,74,motor,6,15,0,1,0,,
463,,258721,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,motorRepeat,,74,img/motor_6.png,74,motor,6,15,1,0,0,,
null,,258832,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,iti,,null,img/motor_6.png,74,motor,,,,,,,
379,,259222,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,motor,,75,img/motor_7.png,75,motor,7,16,1,0,0,,
null,,259333,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,iti,,null,img/motor_7.png,75,motor,,,,,,,
511,,259855,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,motor,,76,img/motor_8.png,76,motor,8,17,1,0,0,,
null,,259965,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,iti,,null,img/motor_8.png,76,motor,,,,,,,
507,,260485,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,motor,,65,img/motor_1.png,65,motor,1,18,1,0,0,,
null,,260597,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,iti,,null,img/motor_1.png,65,motor,,,,,,,
378,,260985,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,motor,,76,img/motor_8.png,76,motor,8,19,1,0,0,,
null,,261096,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,iti,,null,img/motor_8.png,76,motor,,,,,,,
581,,261688,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,motor,,68,img/motor_3.png,68,motor,3,20,1,0,0,,
null,,261801,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,iti,,null,img/motor_3.png,68,motor,,,,,,,
388,,262199,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,motor,,76,img/motor_8.png,76,motor,8,21,1,0,0,,
null,,262310,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,iti,,null,img/motor_8.png,76,motor,,,,,,,
354,,262676,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,motor,,74,img/motor_6.png,74,motor,6,22,1,0,0,,
null,,262787,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,iti,,null,img/motor_6.png,74,motor,,,,,,,
371,,263168,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,motor,,72,img/motor_5.png,72,motor,5,23,1,0,0,,
null,,263279,HierDyhe38tr2j,ia7fo1pdr4,ms1000254,iti,,null,img/motor_5.png,72,motor,,,,,,,
