"rt","responses","time_elapsed","subject","prolificID","demoID","trialType","question_order","key_press","stim","corrresp","phase","stimNum","trialNum","corr","repeatTrial","motorSwitch","pracCounter","hierarchy"
"27123","{""Q0"":""ms1000306""}","27156","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","","","","","","","","","","","","",""
"4038","","31210","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","","","","","","","","","","","","",""
"","","33425","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","fullscreen","","","","","","","","","","","",""
"25326","{""Vision"":""Yes"",""Handedness"":""Right"",""Gender"":""male""}","58769","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","","[0,1,2]","","","","","","","","","","",""
"1878","{""Q0"":""20""}","60664","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","","","","","","","","","","","","",""
"96896","","157581","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","","","","","","","","","","","","",""
"611","","158208","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","motor","","83","img/motor_2.png","83","motor","2","1","1","0","0","",""
"null","","158317","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"828","","159159","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","motor","","74","img/motor_6.png","74","motor","6","2","1","0","0","",""
"null","","159269","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"741","","160018","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","motor","","70","img/motor_4.png","70","motor","4","3","1","0","0","",""
"null","","160132","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"1267","","161409","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","motor","","70","img/motor_4.png","70","motor","4","4","1","0","0","",""
"null","","161525","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"782","","162313","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","motor","","72","img/motor_5.png","72","motor","5","5","1","0","0","",""
"null","","162421","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"548","","162977","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","motor","","83","img/motor_2.png","83","motor","2","6","1","0","0","",""
"null","","163085","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"516","","163609","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","motor","","65","img/motor_1.png","65","motor","1","7","1","0","0","",""
"null","","163717","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"668","","164393","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","motor","","70","img/motor_3.png","68","motor","3","8","0","1","0","",""
"104","","164511","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","motorRepeat","","68","img/motor_3.png","68","motor","3","8","1","0","0","",""
"null","","164626","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"711","","165345","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","motor","","70","img/motor_4.png","70","motor","4","9","1","0","0","",""
"null","","165460","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"557","","166025","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","motor","","65","img/motor_1.png","65","motor","1","10","1","0","0","",""
"null","","166132","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"525","","166665","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","motor","","68","img/motor_3.png","68","motor","3","11","1","0","0","",""
"null","","166779","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"557","","167351","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","motor","","74","img/motor_6.png","74","motor","6","12","1","0","0","",""
"null","","167467","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"710","","168186","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","motor","","68","img/motor_3.png","68","motor","3","13","1","0","0","",""
"null","","168300","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"621","","168929","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","motor","","76","img/motor_8.png","76","motor","8","14","1","0","0","",""
"null","","169037","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"605","","169648","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","motor","","83","img/motor_2.png","83","motor","2","15","1","0","0","",""
"null","","169763","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"487","","170263","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","motor","","76","img/motor_8.png","76","motor","8","16","1","0","0","",""
"null","","170372","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"677","","171064","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","motor","","72","img/motor_5.png","72","motor","5","17","1","0","0","",""
"null","","171178","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"488","","171680","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","motor","","76","img/motor_8.png","76","motor","8","18","1","0","0","",""
"null","","171789","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"461","","172264","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","motor","","83","img/motor_2.png","83","motor","2","19","1","0","0","",""
"null","","172373","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"678","","173057","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","motor","","72","img/motor_5.png","72","motor","5","20","1","0","0","",""
"null","","173172","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"446","","173626","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","motor","","76","img/motor_8.png","76","motor","8","21","1","0","0","",""
"null","","173740","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"389","","174145","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","motor","","72","img/motor_5.png","72","motor","5","22","1","0","0","",""
"null","","174253","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"508","","174770","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","motor","","83","img/motor_2.png","83","motor","2","23","1","0","0","",""
"null","","174884","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"414","","175312","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","motor","","76","img/motor_8.png","76","motor","8","24","1","0","0","",""
"null","","175427","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"574","","176010","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","motor","","70","img/motor_4.png","70","motor","4","25","1","0","0","",""
"null","","176125","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"748","","176882","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","motor","","75","img/motor_7.png","75","motor","7","26","1","0","0","",""
"null","","176990","HierDyb9rvmxwu","pb2sfs4wv8","ms1000306","iti","","null","img/motor_7.png","75","motor","","","","","","",""
