"rt","responses","time_elapsed","subject","prolificID","demoID","trialType","question_order","key_press","stim","corrresp","phase","stimNum","trialNum","corr","repeatTrial","motorSwitch","pracCounter","hierarchy"
"4054389","{""Q0"":""msl000299""}","4054425","HierDy6bmr37m7","cm4g2zcg1d","msl000299","","","","","","","","","","","","",""
"2002","","4056435","HierDy6bmr37m7","cm4g2zcg1d","msl000299","","","","","","","","","","","","",""
"","","4058434","HierDy6bmr37m7","cm4g2zcg1d","msl000299","fullscreen","","","","","","","","","","","",""
"14855","{""Vision"":""Yes"",""Handedness"":""Right"",""Gender"":""male""}","4073293","HierDy6bmr37m7","cm4g2zcg1d","msl000299","","[0,1,2]","","","","","","","","","","",""
"6250","{""Q0"":""22""}","4079559","HierDy6bmr37m7","cm4g2zcg1d","msl000299","","","","","","","","","","","","",""
"166443","","4246010","HierDy6bmr37m7","cm4g2zcg1d","msl000299","","","","","","","","","","","","",""
"663","","4246681","HierDy6bmr37m7","cm4g2zcg1d","msl000299","motor","","76","img/motor_8.png","76","motor","8","1","1","0","0","",""
"null","","4246798","HierDy6bmr37m7","cm4g2zcg1d","msl000299","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"74","","4246887","HierDy6bmr37m7","cm4g2zcg1d","msl000299","motor","","76","img/motor_7.png","75","motor","7","2","0","1","0","",""
"569","","4247472","HierDy6bmr37m7","cm4g2zcg1d","msl000299","motorRepeat","","75","img/motor_7.png","75","motor","7","2","1","0","0","",""
"null","","4247587","HierDy6bmr37m7","cm4g2zcg1d","msl000299","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"621","","4248217","HierDy6bmr37m7","cm4g2zcg1d","msl000299","motor","","72","img/motor_5.png","72","motor","5","3","1","0","0","",""
"null","","4248325","HierDy6bmr37m7","cm4g2zcg1d","msl000299","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"548","","4248888","HierDy6bmr37m7","cm4g2zcg1d","msl000299","motor","","76","img/motor_8.png","76","motor","8","4","1","0","0","",""
"null","","4249003","HierDy6bmr37m7","cm4g2zcg1d","msl000299","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"429","","4249449","HierDy6bmr37m7","cm4g2zcg1d","msl000299","motor","","72","img/motor_5.png","72","motor","5","5","1","0","0","",""
"null","","4249558","HierDy6bmr37m7","cm4g2zcg1d","msl000299","iti","","null","img/motor_5.png","72","motor","","","","","","",""
