"","subject","group","taskType","block","trial","phase","stim","resp","corr","timing","PT_planned","PT_actual","missed_stim_deadline","iter","hand","couplet","handSwitch","coupletSwitch","fingerSwitch","handSwitch_actual","coupletSwitch_actual","fingerSwitch_actual","respHand","respCouplet","corrHand","corrCouplet","corrresp","trialNum","rt","PT_actual_bins","PT_planned_bins","combinedType","treeDistance","corrresp_prev","nFeatureSwitch","errorType","corrFinger","errorType2","includeLearn","timing_chill"
"26695","8",2,"forced",9,20,"learn",4,8,0,1,0.5,0.458,0,52,"L",2,1,1,1,0,1,1,"R",2,0,1,4,20,-0.042,"3","4","rep/sw/sw","4",6,2,"0/1/0",1,"0/1/1",1,1
"26696","8",2,"forced",9,21,"learn",4,8,0,1,0.2,0.18,0,53,"L",2,0,0,0,0,0,0,"R",2,0,1,4,21,-0.02,"1","1","rep/rep/rep","0",4,0,"0/1/0",1,"0/1/1",1,1
"26697","8",2,"forced",9,22,"learn",8,8,1,1,1,0.93,0,54,"R",2,1,0,1,0,0,0,"R",2,1,1,8,22,-0.07,"9","8","rep/rep/rep","0",4,3,"1/1/1",1,"1/1/1",1,1
"26698","8",2,"forced",9,23,"learn",5,5,1,1,0.6,0.617,0,51,"R",1,0,1,1,0,1,1,"R",1,1,1,5,23,0.017,"5","5","rep/sw/sw","4",8,2,"1/1/1",1,"1/1/1",1,1
"26699","8",2,"forced",9,24,"learn",2,2,1,1,0.9,0.849,0,52,"L",1,1,0,1,1,0,1,"L",1,1,1,2,24,-0.051,"8","7","sw/rep/sw","6",5,2,"1/1/1",1,"1/1/1",1,1
"26700","8",2,"forced",9,25,"learn",3,3,1,1,0.8,0.769,0,52,"L",2,0,1,1,0,1,1,"L",2,1,1,3,25,-0.031,"7","6","rep/sw/sw","4",2,2,"1/1/1",1,"1/1/1",1,1
"26701","8",2,"forced",9,26,"learn",4,3,0,1,0.2,0.226,0,54,"L",2,0,0,1,0,0,0,"L",2,1,1,4,26,0.026,"1","1","rep/rep/rep","0",3,1,"1/1/0",0,"1/1/0",1,1
"26702","8",2,"forced",9,27,"learn",3,3,1,1,1,1.045,0,53,"L",2,0,0,1,0,0,0,"L",2,1,1,3,27,0.0449999999999999,"10","8","rep/rep/rep","0",4,1,"1/1/1",1,"1/1/1",1,1
"26703","8",2,"forced",9,28,"learn",2,2,1,1,0.6,0.582,0,53,"L",1,0,1,1,0,1,1,"L",1,1,1,2,28,-0.018,"4","5","rep/sw/sw","4",3,2,"1/1/1",1,"1/1/1",1,1
"26704","8",2,"forced",9,29,"learn",5,7,0,1,0.3,0.219,0,52,"R",1,1,0,1,1,1,1,"R",2,1,0,5,29,-0.081,"1","2","sw/sw/sw","6",2,2,"1/0/0",1,"1/0/1",1,1
"26705","8",2,"forced",9,30,"learn",3,5,0,1,0.1,0.095,0,54,"L",2,1,1,1,0,1,1,"R",1,0,0,3,30,-0.005,"1","1","rep/sw/sw","4",5,2,"0/0/0",1,"0/0/1",1,1
"26706","8",2,"forced",9,31,"learn",8,8,1,1,1.1,1.134,0,55,"R",2,1,0,1,0,1,1,"R",2,1,1,8,31,0.0339999999999998,"11","9","rep/sw/sw","4",3,2,"1/1/1",1,"1/1/1",1,1
"26707","8",2,"forced",9,32,"learn",6,4,0,1,0.1,0.052,0,53,"R",1,0,1,1,1,0,1,"L",2,0,0,6,32,-0.048,"1","1","sw/rep/sw","6",8,1,"0/0/0",1,"0/0/1",1,1
"26708","8",2,"forced",9,33,"learn",4,4,1,1,0.8,0.785,0,55,"L",2,1,1,1,0,0,0,"L",2,1,1,4,33,-0.015,"7","6","rep/rep/rep","0",6,2,"1/1/1",1,"1/1/1",1,1
"26709","8",2,"forced",9,34,"learn",1,1,1,0,1.1,0.987,0,50,"L",1,0,1,1,0,1,1,"L",1,1,1,1,34,-0.113,"10","9","rep/sw/sw","4",4,2,"1/1/1",1,"1/1/1",1,1
"26710","8",2,"forced",9,35,"learn",2,2,1,0,1.1,0.987,0,54,"L",1,0,0,1,0,0,1,"L",1,1,1,2,35,-0.113,"10","9","rep/rep/sw","2",1,1,"1/1/1",1,"1/1/1",1,1
"26711","8",2,"forced",9,36,"learn",4,4,1,1,0.6,0.548,0,56,"L",2,0,1,1,0,1,1,"L",2,1,1,4,36,-0.0519999999999999,"4","5","rep/sw/sw","4",2,1,"1/1/1",1,"1/1/1",1,1
"26712","8",2,"forced",9,37,"learn",8,8,1,1,0.6,0.571,0,56,"R",2,1,0,1,1,0,1,"R",2,1,1,8,37,-0.029,"4","5","sw/rep/sw","6",4,3,"1/1/1",1,"1/1/1",1,1
"26713","8",2,"forced",9,38,"learn",4,4,1,1,0.5,0.457,0,57,"L",2,1,0,1,1,0,1,"L",2,1,1,4,38,-0.043,"3","4","sw/rep/sw","6",8,3,"1/1/1",1,"1/1/1",1,1
"26714","8",2,"forced",9,39,"learn",3,3,1,1,0.6,0.628,0,55,"L",2,0,0,1,0,0,1,"L",2,1,1,3,39,0.028,"5","5","rep/rep/sw","2",4,1,"1/1/1",1,"1/1/1",1,1
"26715","8",2,"forced",9,40,"learn",3,3,1,1,0.8,0.752,0,56,"L",2,0,0,0,0,0,0,"L",2,1,1,3,40,-0.048,"7","6","rep/rep/rep","0",3,0,"1/1/1",1,"1/1/1",1,1
"26716","8",2,"forced",9,41,"learn",1,2,0,1,0.4,0.458,0,51,"L",1,0,1,1,0,1,1,"L",1,1,1,1,41,0.058,"3","3","rep/sw/sw","4",3,1,"1/1/0",0,"1/1/0",1,1
"26717","8",2,"forced",9,42,"learn",8,7,0,1,0.2,0.265,0,57,"R",2,1,1,1,1,1,1,"R",2,1,1,8,42,0.065,"2","1","sw/sw/sw","6",1,1,"1/1/0",0,"1/1/0",1,1
"26718","8",2,"forced",9,43,"learn",1,1,1,1,0.9,0.87,0,52,"L",1,1,1,1,1,1,1,"L",1,1,1,1,43,-0.03,"8","7","sw/sw/sw","6",8,1,"1/1/1",1,"1/1/1",1,1
"26719","8",2,"forced",9,44,"learn",5,5,1,1,1,1.056,0,53,"R",1,1,0,1,1,0,1,"R",1,1,1,5,44,0.056,"11","8","sw/rep/sw","6",1,3,"1/1/1",1,"1/1/1",1,1
"26720","8",2,"forced",9,45,"learn",4,6,0,1,0.1,0.091,0,58,"L",2,1,1,1,0,0,1,"R",1,0,0,4,45,-0.00900000000000001,"1","1","rep/rep/sw","2",5,1,"0/0/0",1,"0/0/1",1,1
"26721","8",2,"forced",9,46,"learn",6,7,0,1,0.5,0.512,0,54,"R",1,1,1,1,0,1,1,"R",2,1,0,6,46,0.012,"3","4","rep/sw/sw","4",4,2,"1/0/0",0,"1/0/0",1,1
"26722","8",2,"forced",9,47,"learn",8,8,1,1,0.7,0.673,0,58,"R",2,0,1,1,0,0,1,"R",2,1,1,8,47,-0.0269999999999999,"6","5","rep/rep/sw","2",6,1,"1/1/1",1,"1/1/1",1,1
"26723","8",2,"forced",9,48,"learn",6,6,1,1,0.7,0.609,0,55,"R",1,0,1,1,0,1,1,"R",1,1,1,6,48,-0.091,"5","5","rep/sw/sw","4",8,1,"1/1/1",1,"1/1/1",1,1
"26724","8",2,"forced",9,49,"learn",1,1,1,1,0.7,0.695,0,53,"L",1,1,0,1,1,0,1,"L",1,1,1,1,49,-0.005,"6","5","sw/rep/sw","6",6,2,"1/1/1",1,"1/1/1",1,1
"26725","8",2,"forced",9,50,"learn",6,5,0,1,0.2,0.196,0,56,"R",1,1,0,1,1,0,1,"R",1,1,1,6,50,-0.004,"1","1","sw/rep/sw","6",1,2,"1/1/0",0,"1/1/0",1,1
"26726","8",2,"forced",9,51,"learn",5,5,1,1,1.1,1.061,0,54,"R",1,0,0,1,0,0,0,"R",1,1,1,5,51,-0.0390000000000001,"11","9","rep/rep/rep","0",6,1,"1/1/1",1,"1/1/1",1,1
"26727","8",2,"forced",9,52,"learn",8,8,1,1,0.5,0.418,0,59,"R",2,0,1,1,0,1,1,"R",2,1,1,8,52,-0.082,"2","4","rep/sw/sw","4",5,2,"1/1/1",1,"1/1/1",1,1
"26728","8",2,"forced",9,53,"learn",5,8,0,1,0.1,0.08,0,55,"R",1,0,1,1,0,0,0,"R",2,1,0,5,53,-0.02,"1","1","rep/rep/rep","0",8,2,"1/0/0",0,"1/0/0",1,1
"26729","8",2,"forced",9,54,"learn",1,4,0,1,0.2,0.196,0,54,"L",1,1,0,1,1,0,1,"L",2,1,0,1,54,-0.004,"1","1","sw/rep/sw","6",5,3,"1/0/0",0,"1/0/0",1,1
"26730","8",2,"forced",9,55,"learn",3,2,0,1,0.5,0.485,0,57,"L",2,0,1,1,0,1,1,"L",1,1,0,3,55,-0.015,"3","4","rep/sw/sw","4",1,1,"1/0/0",0,"1/0/0",1,1
"26731","8",2,"forced",9,56,"learn",7,7,1,1,0.2,0.217,0,47,"R",2,1,0,1,1,1,1,"R",2,1,1,7,56,0.017,"1","1","sw/sw/sw","6",3,3,"1/1/1",1,"1/1/1",1,1
"26732","8",2,"forced",9,57,"learn",4,3,0,1,1,1.048,0,59,"L",2,1,0,1,1,0,1,"L",2,1,1,4,57,0.048,"10","8","sw/rep/sw","6",7,2,"1/1/0",0,"1/1/0",1,1
"26733","8",2,"forced",9,58,"learn",4,4,1,0,1,0.871,0,60,"L",2,0,0,0,0,0,1,"L",2,1,1,4,58,-0.129,"8","8","rep/rep/sw","2",4,0,"1/1/1",1,"1/1/1",1,1
"26734","8",2,"forced",9,59,"learn",7,8,0,0,1,0.894,0,48,"R",2,1,0,1,1,0,1,"R",2,1,1,7,59,-0.106,"9","8","sw/rep/sw","6",4,2,"1/1/0",0,"1/1/0",1,1
"26735","8",2,"forced",9,60,"learn",2,8,0,1,0.2,0.184,0,55,"L",1,1,1,1,0,0,0,"R",2,0,0,2,60,-0.016,"1","1","rep/rep/rep","0",7,1,"0/0/0",1,"0/0/1",1,1
"26736","8",2,"forced",9,61,"learn",4,4,1,1,1,0.929,0,61,"L",2,0,1,1,1,0,1,"L",2,1,1,4,61,-0.071,"9","8","sw/rep/sw","6",2,1,"1/1/1",1,"1/1/1",1,1
"26737","8",2,"forced",9,62,"learn",7,7,1,1,1.2,1.17,0,49,"R",2,1,0,1,1,0,1,"R",2,1,1,7,62,-0.03,"12","10","sw/rep/sw","6",4,2,"1/1/1",1,"1/1/1",1,1
"26738","8",2,"forced",9,63,"learn",8,8,1,1,0.8,0.813,0,60,"R",2,0,0,1,0,0,1,"R",2,1,1,8,63,0.0129999999999999,"8","6","rep/rep/sw","2",7,1,"1/1/1",1,"1/1/1",1,1
"26739","8",2,"forced",9,64,"learn",7,7,1,0,1.1,0.978,0,50,"R",2,0,0,1,0,0,1,"R",2,1,1,7,64,-0.122,"10","9","rep/rep/sw","2",8,1,"1/1/1",1,"1/1/1",1,1
"26740","8",2,"forced",9,65,"learn",3,3,1,1,0.7,0.71,0,58,"L",2,1,0,1,1,0,1,"L",2,1,1,3,65,0.01,"6","5","sw/rep/sw","6",7,3,"1/1/1",1,"1/1/1",1,1
"26741","8",2,"forced",9,66,"learn",7,8,0,0,0.9,0.774,0,51,"R",2,1,0,1,1,0,1,"R",2,1,1,7,66,-0.126,"7","7","sw/rep/sw","6",3,3,"1/1/0",0,"1/1/0",1,1
"26742","8",2,"forced",9,67,"learn",7,7,1,0,0.3,0.464,0,52,"R",2,0,0,0,0,0,1,"R",2,1,1,7,67,0.164,"3","2","rep/rep/sw","2",7,0,"1/1/1",1,"1/1/1",1,1
"26743","8",2,"forced",9,68,"learn",2,3,0,1,0.4,0.46,0,56,"L",1,1,1,1,1,0,1,"L",2,1,0,2,68,0.06,"3","3","sw/rep/sw","6",7,1,"1/0/0",0,"1/0/0",1,1
"26744","8",2,"forced",9,69,"learn",1,2,0,1,0.6,0.619,0,55,"L",1,0,0,1,0,1,1,"L",1,1,1,1,69,0.019,"5","5","rep/sw/sw","4",2,1,"1/1/0",0,"1/1/0",1,1
"26745","8",2,"forced",9,70,"learn",1,1,1,1,0.4,0.38,0,56,"L",1,0,0,0,0,0,1,"L",1,1,1,1,70,-0.02,"2","3","rep/rep/sw","2",1,0,"1/1/1",1,"1/1/1",1,1
