"","subject","group","taskType","block","trial","phase","stim","resp","corr","timing","PT_planned","PT_actual","missed_stim_deadline","iter","hand","couplet","handSwitch","coupletSwitch","fingerSwitch","handSwitch_actual","coupletSwitch_actual","fingerSwitch_actual","respHand","respCouplet","corrHand","corrCouplet","corrresp","trialNum","rt","PT_actual_bins","PT_planned_bins","combinedType","treeDistance","corrresp_prev","nFeatureSwitch","errorType","corrFinger","errorType2","includeLearn","timing_chill"
"8765","22",4,"forced",9,69,"learn",5,5,1,0,1.2,1.316,0,61,"R",1,1,1,1,1,1,1,"R",1,1,1,5,69,0.116,"12","10","sw/sw/sw","6",4,1,"1/1/1",1,"1/1/1",1,1
"8766","22",4,"forced",9,70,"learn",5,5,1,0,0.4,0.615,0,62,"R",1,0,0,0,0,0,0,"R",1,1,1,5,70,0.215,"5","3","rep/rep/rep","0",5,0,"1/1/1",1,"1/1/1",1,1
"8767","22",4,"forced",9,71,"learn",8,8,1,0,0.4,1.462,0,55,"R",2,0,1,1,0,1,1,"R",2,1,1,8,71,1.062,"12","3","rep/sw/sw","4",5,2,"1/1/1",1,"1/1/1",1,NA
"8768","22",4,"forced",9,72,"learn",4,4,1,0,0.1,1.552,0,61,"L",2,1,0,1,1,0,1,"L",2,1,1,4,72,1.452,"12","1","sw/rep/sw","6",8,3,"1/1/1",1,"1/1/1",1,NA
"8769","22",4,"forced",9,74,"learn",8,8,1,0,0.7,1.583,0,57,"R",2,0,0,0,1,1,1,"R",2,1,1,8,74,0.883,"12","5","sw/sw/sw","6",8,0,"1/1/1",1,"1/1/1",1,NA
"8770","22",4,"forced",9,75,"learn",1,1,1,0,0.4,1.06,0,56,"L",1,1,1,1,1,1,1,"L",1,1,1,1,75,0.66,"11","3","sw/sw/sw","6",8,1,"1/1/1",1,"1/1/1",1,NA
"8771","22",4,"forced",9,76,"learn",5,5,1,0,0.5,0.67,0,63,"R",1,1,0,1,1,0,1,"R",1,1,1,5,76,0.17,"6","4","sw/rep/sw","6",1,3,"1/1/1",1,"1/1/1",1,1
"8772","22",4,"forced",9,77,"learn",6,5,0,0,0.7,0.979,0,55,"R",1,0,0,1,0,0,0,"R",1,1,1,6,77,0.279,"10","5","rep/rep/rep","0",5,1,"1/1/0",0,"1/1/0",1,NA
"8773","22",4,"forced",9,78,"learn",5,8,0,0,0.2,0.69,0,64,"R",1,0,0,1,0,1,1,"R",2,1,0,5,78,0.49,"6","1","rep/sw/sw","4",6,1,"1/0/0",0,"1/0/0",1,NA
"8774","22",4,"forced",9,82,"learn",2,2,1,0,0.3,0.605,0,62,"L",1,0,1,1,0,1,1,"L",1,1,1,2,82,0.305,"5","2","rep/sw/sw","4",3,2,"1/1/1",1,"1/1/1",1,NA
"8775","22",4,"forced",9,83,"learn",4,3,0,0,0.4,1.584,0,63,"L",2,0,1,1,0,1,1,"L",2,1,1,4,83,1.184,"12","3","rep/sw/sw","4",2,1,"1/1/0",0,"1/1/0",1,NA
"8776","22",4,"forced",9,84,"learn",4,4,1,0,0.1,0.797,0,64,"L",2,0,0,0,0,0,1,"L",2,1,1,4,84,0.697,"7","1","rep/rep/sw","2",4,0,"1/1/1",1,"1/1/1",1,NA
"8777","22",4,"forced",9,85,"learn",3,3,1,0,0.2,1.338,0,56,"L",2,0,0,1,0,0,1,"L",2,1,1,3,85,1.138,"12","1","rep/rep/sw","2",4,1,"1/1/1",1,"1/1/1",1,NA
"8778","22",4,"forced",9,86,"learn",6,6,1,0,0.9,0.768,0,56,"R",1,1,1,1,1,1,1,"R",1,1,1,6,86,-0.132,"7","7","sw/sw/sw","6",3,1,"1/1/1",1,"1/1/1",1,1
"8779","22",4,"forced",9,87,"learn",5,5,1,1,1.1,1.016,0,65,"R",1,0,0,1,0,0,1,"R",1,1,1,5,87,-0.0840000000000001,"10","9","rep/rep/sw","2",6,1,"1/1/1",1,"1/1/1",1,1
"8780","22",4,"forced",9,88,"learn",1,1,1,1,0.9,0.809,0,57,"L",1,1,0,1,1,0,1,"L",1,1,1,1,88,-0.091,"8","7","sw/rep/sw","6",5,3,"1/1/1",1,"1/1/1",1,1
"8781","22",4,"forced",9,89,"learn",5,5,1,0,0.3,0.95,0,66,"R",1,1,0,1,1,0,1,"R",1,1,1,5,89,0.65,"9","2","sw/rep/sw","6",1,3,"1/1/1",1,"1/1/1",1,NA
"8782","22",4,"forced",9,91,"learn",5,5,1,0,0.1,0.56,0,67,"R",1,0,1,1,0,1,1,"R",1,1,1,5,91,0.46,"4","1","rep/sw/sw","4",7,1,"1/1/1",1,"1/1/1",1,NA
"8783","22",4,"forced",9,93,"learn",7,7,1,0,0.6,1.692,0,57,"R",2,0,0,1,0,0,1,"R",2,1,1,7,93,1.092,"12","5","rep/rep/sw","2",8,1,"1/1/1",1,"1/1/1",1,NA
"8784","22",4,"forced",9,94,"learn",1,1,1,0,0.7,0.822,0,58,"L",1,1,1,1,1,1,1,"L",1,1,1,1,94,0.122,"8","5","sw/sw/sw","6",7,2,"1/1/1",1,"1/1/1",1,1
"8785","22",4,"forced",9,95,"learn",2,2,1,0,0.2,0.637,0,63,"L",1,0,0,1,0,0,1,"L",1,1,1,2,95,0.437,"5","1","rep/rep/sw","2",1,1,"1/1/1",1,"1/1/1",1,NA
"8786","22",4,"forced",9,96,"learn",3,3,1,0,0.6,1.256,0,57,"L",2,0,1,1,0,1,1,"L",2,1,1,3,96,0.656,"12","5","rep/sw/sw","4",2,2,"1/1/1",1,"1/1/1",1,NA
"8787","22",4,"forced",10,1,"learn",6,6,1,0,1.2,1.053,0,57,"R",1,NA,NA,NA,NA,NA,NA,"R",1,1,1,6,1,-0.147,"11","10",NA,NA,3,NA,"1/1/1",1,"1/1/1",1,1
"8788","22",4,"forced",10,2,"learn",8,7,0,1,0.6,0.612,0,59,"R",2,0,1,1,0,1,1,"R",2,1,1,8,2,0.012,"5","5","rep/sw/sw","4",6,1,"1/1/0",0,"1/1/0",1,1
"8789","22",4,"forced",10,3,"learn",5,5,1,0,0.9,0.747,0,68,"R",1,0,1,1,0,1,1,"R",1,1,1,5,3,-0.153,"7","7","rep/sw/sw","4",8,2,"1/1/1",1,"1/1/1",1,1
"8790","22",4,"forced",10,4,"learn",7,7,1,0,1,0.844,0,58,"R",2,0,1,1,0,1,1,"R",2,1,1,7,4,-0.156,"8","8","rep/sw/sw","4",5,1,"1/1/1",1,"1/1/1",1,1
"8791","22",4,"forced",10,5,"learn",8,8,1,0,1.2,1.047,0,60,"R",2,0,0,1,0,0,1,"R",2,1,1,8,5,-0.153,"10","10","rep/rep/sw","2",7,1,"1/1/1",1,"1/1/1",1,1
"8792","22",4,"forced",10,6,"learn",2,2,1,1,0.9,0.841,0,64,"L",1,1,1,1,1,1,1,"L",1,1,1,2,6,-0.0590000000000001,"8","7","sw/sw/sw","6",8,2,"1/1/1",1,"1/1/1",1,1
"8793","22",4,"forced",10,7,"learn",3,4,0,0,0.5,0.734,0,58,"L",2,0,1,1,0,1,1,"L",2,1,1,3,7,0.234,"7","4","rep/sw/sw","4",2,2,"1/1/0",0,"1/1/0",1,1
"8794","22",4,"forced",10,8,"learn",3,3,1,0,1.1,0.983,0,59,"L",2,0,0,0,0,0,1,"L",2,1,1,3,8,-0.117,"10","9","rep/rep/sw","2",3,0,"1/1/1",1,"1/1/1",1,1
"8795","22",4,"forced",10,9,"learn",8,7,0,1,1.1,1.061,0,61,"R",2,1,0,1,1,0,1,"R",2,1,1,8,9,-0.0390000000000001,"11","9","sw/rep/sw","6",3,2,"1/1/0",0,"1/1/0",1,1
"8796","22",4,"forced",10,10,"learn",8,8,1,0,0.9,0.777,0,62,"R",2,0,0,0,0,0,1,"R",2,1,1,8,10,-0.123,"7","7","rep/rep/sw","2",8,0,"1/1/1",1,"1/1/1",1,1
"8797","22",4,"forced",10,11,"learn",4,2,0,1,0.9,0.882,0,65,"L",2,1,0,1,1,1,1,"L",1,1,0,4,11,-0.018,"9","7","sw/sw/sw","6",8,3,"1/0/0",1,"1/0/1",1,1
"8798","22",4,"forced",10,12,"learn",6,6,1,0,0.9,0.792,0,58,"R",1,1,1,1,1,0,1,"R",1,1,1,6,12,-0.108,"7","7","sw/rep/sw","6",4,2,"1/1/1",1,"1/1/1",1,1
"8799","22",4,"forced",10,13,"learn",7,7,1,0,0.3,0.52,0,59,"R",2,0,1,1,0,1,1,"R",2,1,1,7,13,0.22,"3","2","rep/sw/sw","4",6,2,"1/1/1",1,"1/1/1",1,1
"8800","22",4,"forced",10,14,"learn",4,4,1,0,1.1,1.214,0,66,"L",2,1,0,1,1,0,1,"L",2,1,1,4,14,0.114,"12","9","sw/rep/sw","6",7,2,"1/1/1",1,"1/1/1",1,1
"8801","22",4,"forced",10,15,"learn",1,1,1,0,0.1,0.201,0,59,"L",1,0,1,1,0,1,1,"L",1,1,1,1,15,0.101,"1","1","rep/sw/sw","4",4,2,"1/1/1",1,"1/1/1",1,1
"8802","22",4,"forced",10,16,"learn",4,4,1,0,0.2,0.788,0,67,"L",2,0,1,1,0,1,1,"L",2,1,1,4,16,0.588,"7","1","rep/sw/sw","4",1,2,"1/1/1",1,"1/1/1",1,NA
"8803","22",4,"forced",10,17,"learn",7,6,0,1,0.8,0.84,0,60,"R",2,1,0,1,1,1,1,"R",1,1,0,7,17,0.0399999999999999,"8","6","sw/sw/sw","6",4,2,"1/0/0",0,"1/0/0",1,1
"8804","22",4,"forced",10,18,"learn",3,3,1,1,1.2,1.14,0,60,"L",2,1,0,1,1,1,1,"L",2,1,1,3,18,-0.0600000000000001,"11","10","sw/sw/sw","6",7,3,"1/1/1",1,"1/1/1",1,1
"8805","22",4,"forced",10,19,"learn",1,1,1,0,0.6,0.762,0,60,"L",1,0,1,1,0,1,1,"L",1,1,1,1,19,0.162,"7","5","rep/sw/sw","4",3,1,"1/1/1",1,"1/1/1",1,1
"8806","22",4,"forced",10,20,"learn",3,3,1,1,0.8,0.762,0,61,"L",2,0,1,1,0,1,1,"L",2,1,1,3,20,-0.038,"7","6","rep/sw/sw","4",1,1,"1/1/1",1,"1/1/1",1,1
"8807","22",4,"forced",10,21,"learn",2,2,1,1,0.8,0.772,0,65,"L",1,0,1,1,0,1,1,"L",1,1,1,2,21,-0.028,"7","6","rep/sw/sw","4",3,2,"1/1/1",1,"1/1/1",1,1
"8808","22",4,"forced",10,22,"learn",8,8,1,0,1,1.249,0,63,"R",2,1,1,1,1,1,1,"R",2,1,1,8,22,0.249,"12","8","sw/sw/sw","6",2,2,"1/1/1",1,"1/1/1",1,1
"8809","22",4,"forced",10,23,"learn",8,8,1,1,0.6,0.549,0,64,"R",2,0,0,0,0,0,0,"R",2,1,1,8,23,-0.0509999999999999,"4","5","rep/rep/rep","0",8,0,"1/1/1",1,"1/1/1",1,1
"8810","22",4,"forced",10,24,"learn",5,5,1,1,1.1,1.024,0,69,"R",1,0,1,1,0,1,1,"R",1,1,1,5,24,-0.0760000000000001,"10","9","rep/sw/sw","4",8,2,"1/1/1",1,"1/1/1",1,1
"8811","22",4,"forced",10,25,"learn",5,5,1,1,0.5,0.461,0,70,"R",1,0,0,0,0,0,0,"R",1,1,1,5,25,-0.039,"3","4","rep/rep/rep","0",5,0,"1/1/1",1,"1/1/1",1,1
"8812","22",4,"forced",10,26,"learn",3,3,1,1,1,1.013,0,62,"L",2,1,1,1,1,1,1,"L",2,1,1,3,26,0.0129999999999999,"10","8","sw/sw/sw","6",5,2,"1/1/1",1,"1/1/1",1,1
"8813","22",4,"forced",10,27,"learn",4,4,1,1,1.2,1.216,0,68,"L",2,0,0,1,0,0,1,"L",2,1,1,4,27,0.016,"12","10","rep/rep/sw","2",3,1,"1/1/1",1,"1/1/1",1,1
"8814","22",4,"forced",10,28,"learn",8,7,0,0,0.2,1.057,0,65,"R",2,1,0,1,1,0,1,"R",2,1,1,8,28,0.857,"11","1","sw/rep/sw","6",4,3,"1/1/0",0,"1/1/0",1,NA
"8815","22",4,"forced",10,29,"learn",3,3,1,0,1,1.35,0,63,"L",2,1,0,1,1,0,1,"L",2,1,1,3,29,0.35,"12","8","sw/rep/sw","6",8,2,"1/1/1",1,"1/1/1",1,NA
"8816","22",4,"forced",10,31,"learn",2,2,1,0,0.2,0.604,0,66,"L",1,0,1,1,0,1,1,"L",1,1,1,2,31,0.404,"5","1","rep/sw/sw","4",3,2,"1/1/1",1,"1/1/1",1,NA
"8817","22",4,"forced",10,32,"learn",4,4,1,1,1,0.983,0,69,"L",2,0,1,1,0,1,1,"L",2,1,1,4,32,-0.017,"10","8","rep/sw/sw","4",2,1,"1/1/1",1,"1/1/1",1,1
"8818","22",4,"forced",10,33,"learn",5,5,1,0,0.3,0.804,0,71,"R",1,1,1,1,1,1,1,"R",1,1,1,5,33,0.504,"8","2","sw/sw/sw","6",4,1,"1/1/1",1,"1/1/1",1,NA
"8819","22",4,"forced",10,34,"learn",4,3,0,0,0.2,1.52,0,70,"L",2,1,1,1,1,1,1,"L",2,1,1,4,34,1.32,"12","1","sw/sw/sw","6",5,1,"1/1/0",0,"1/1/0",1,NA
"8820","22",4,"forced",10,35,"learn",3,3,1,0,0.9,1.003,0,65,"L",2,0,0,1,0,0,0,"L",2,1,1,3,35,0.103,"10","7","rep/rep/rep","0",4,1,"1/1/1",1,"1/1/1",1,1
"8821","22",4,"forced",10,36,"learn",4,4,1,0,0.4,1.015,0,71,"L",2,0,0,1,0,0,1,"L",2,1,1,4,36,0.615,"10","3","rep/rep/sw","2",3,1,"1/1/1",1,"1/1/1",1,NA
"8822","22",4,"forced",10,37,"learn",6,2,0,0,0.5,0.73,0,59,"R",1,1,1,1,0,1,1,"L",1,0,1,6,37,0.23,"7","4","rep/sw/sw","4",4,2,"0/1/0",1,"0/1/1",1,1
"8823","22",4,"forced",10,38,"learn",7,7,1,1,1,0.92,0,61,"R",2,0,1,1,1,1,1,"R",2,1,1,7,38,-0.08,"9","8","sw/sw/sw","6",6,2,"1/1/1",1,"1/1/1",1,1
"8824","22",4,"forced",10,39,"learn",6,5,0,0,0.4,0.626,0,60,"R",1,0,1,1,0,1,1,"R",1,1,1,6,39,0.226,"5","3","rep/sw/sw","4",7,2,"1/1/0",0,"1/1/0",1,1
"8825","22",4,"forced",10,40,"learn",5,5,1,1,0.9,0.817,0,72,"R",1,0,0,1,0,0,0,"R",1,1,1,5,40,-0.0830000000000001,"8","7","rep/rep/rep","0",6,1,"1/1/1",1,"1/1/1",1,1
"8826","22",4,"forced",10,41,"learn",2,2,1,1,1.2,1.094,0,67,"L",1,1,0,1,1,0,1,"L",1,1,1,2,41,-0.106,"11","10","sw/rep/sw","6",5,2,"1/1/1",1,"1/1/1",1,1
"8827","22",4,"forced",10,42,"learn",6,6,1,0,0.4,0.298,0,61,"R",1,1,0,1,1,0,1,"R",1,1,1,6,42,-0.102,"2","3","sw/rep/sw","6",2,3,"1/1/1",1,"1/1/1",1,1
"8828","22",4,"forced",10,43,"learn",7,7,1,0,0.5,0.692,0,62,"R",2,0,1,1,0,1,1,"R",2,1,1,7,43,0.192,"6","4","rep/sw/sw","4",6,2,"1/1/1",1,"1/1/1",1,1
"8829","22",4,"forced",10,44,"learn",1,1,1,0,0.5,1.308,0,61,"L",1,1,1,1,1,1,1,"L",1,1,1,1,44,0.808,"12","4","sw/sw/sw","6",7,2,"1/1/1",1,"1/1/1",1,NA
"8830","22",4,"forced",10,45,"learn",2,2,1,1,1.1,1.078,0,68,"L",1,0,0,1,0,0,1,"L",1,1,1,2,45,-0.022,"11","9","rep/rep/sw","2",1,1,"1/1/1",1,"1/1/1",1,1
"8831","22",4,"forced",10,46,"learn",1,1,1,0,0.2,0.882,0,62,"L",1,0,0,1,0,0,1,"L",1,1,1,1,46,0.682,"9","1","rep/rep/sw","2",2,1,"1/1/1",1,"1/1/1",1,NA
"8832","22",4,"forced",10,48,"learn",8,8,1,0,0.4,0.763,0,66,"R",2,0,1,1,0,1,1,"R",2,1,1,8,48,0.363,"7","3","rep/sw/sw","4",6,1,"1/1/1",1,"1/1/1",1,NA
"8833","22",4,"forced",10,49,"learn",8,8,1,0,0.5,0.759,0,67,"R",2,0,0,0,0,0,0,"R",2,1,1,8,49,0.259,"7","4","rep/rep/rep","0",8,0,"1/1/1",1,"1/1/1",1,NA
"8834","22",4,"forced",10,50,"learn",3,3,1,0,0.8,1.017,0,66,"L",2,1,0,1,1,0,1,"L",2,1,1,3,50,0.217,"10","6","sw/rep/sw","6",8,2,"1/1/1",1,"1/1/1",1,1
"8835","22",4,"forced",10,51,"learn",2,2,1,0,1.2,1.446,0,69,"L",1,0,1,1,0,1,1,"L",1,1,1,2,51,0.246,"12","10","rep/sw/sw","4",3,2,"1/1/1",1,"1/1/1",1,1
"8836","22",4,"forced",10,53,"learn",3,3,1,0,0.2,1.044,0,67,"L",2,1,1,1,1,1,1,"L",2,1,1,3,53,0.844,"10","1","sw/sw/sw","6",6,1,"1/1/1",1,"1/1/1",1,NA
"8837","22",4,"forced",10,54,"learn",8,7,0,0,0.5,1.323,0,68,"R",2,1,0,1,1,0,1,"R",2,1,1,8,54,0.823,"12","4","sw/rep/sw","6",3,2,"1/1/0",0,"1/1/0",1,NA
"8838","22",4,"forced",10,55,"learn",1,1,1,0,0.3,0.893,0,63,"L",1,1,1,1,1,1,1,"L",1,1,1,1,55,0.593,"9","2","sw/sw/sw","6",8,1,"1/1/1",1,"1/1/1",1,NA
"8839","22",4,"forced",10,57,"learn",4,2,0,1,0.8,0.817,0,72,"L",2,1,0,1,1,1,1,"L",1,1,0,4,57,0.0169999999999999,"8","6","sw/sw/sw","6",7,2,"1/0/0",1,"1/0/1",1,1
"8840","22",4,"forced",10,58,"learn",5,5,1,0,0.7,0.597,0,73,"R",1,1,1,1,1,0,1,"R",1,1,1,5,58,-0.103,"5","5","sw/rep/sw","6",4,1,"1/1/1",1,"1/1/1",1,1
"8841","22",4,"forced",10,59,"learn",8,6,0,0,0.7,0.876,0,69,"R",2,0,1,1,0,0,1,"R",1,1,0,8,59,0.176,"8","5","rep/rep/sw","2",5,2,"1/0/0",1,"1/0/1",1,1
"8842","22",4,"forced",10,60,"learn",8,8,1,1,0.8,0.759,0,70,"R",2,0,0,0,0,1,1,"R",2,1,1,8,60,-0.041,"7","6","rep/sw/sw","4",8,0,"1/1/1",1,"1/1/1",1,1
"8843","22",4,"forced",10,61,"learn",7,7,1,0,0.1,0.541,0,64,"R",2,0,0,1,0,0,1,"R",2,1,1,7,61,0.441,"4","1","rep/rep/sw","2",8,1,"1/1/1",1,"1/1/1",1,NA
"8844","22",4,"forced",10,62,"learn",7,7,1,1,1.2,1.154,0,65,"R",2,0,0,0,0,0,0,"R",2,1,1,7,62,-0.046,"12","10","rep/rep/rep","0",7,0,"1/1/1",1,"1/1/1",1,1
"8845","22",4,"forced",10,63,"learn",1,1,1,0,0.9,1.094,0,64,"L",1,1,1,1,1,1,1,"L",1,1,1,1,63,0.194,"11","7","sw/sw/sw","6",7,2,"1/1/1",1,"1/1/1",1,1
"8846","22",4,"forced",10,64,"learn",1,1,1,1,0.4,0.401,0,65,"L",1,0,0,0,0,0,0,"L",1,1,1,1,64,0.001,"2","3","rep/rep/rep","0",1,0,"1/1/1",1,"1/1/1",1,1
"8847","22",4,"forced",10,65,"learn",3,3,1,0,0.1,0.554,0,68,"L",2,0,1,1,0,1,1,"L",2,1,1,3,65,0.454,"4","1","rep/sw/sw","4",1,1,"1/1/1",1,"1/1/1",1,NA
"8848","22",4,"forced",10,66,"learn",5,5,1,1,0.9,0.993,0,74,"R",1,1,1,1,1,1,1,"R",1,1,1,5,66,0.093,"10","7","sw/sw/sw","6",3,2,"1/1/1",1,"1/1/1",1,1
"8849","22",4,"forced",10,67,"learn",3,3,1,0,0.9,1.039,0,69,"L",2,1,1,1,1,1,1,"L",2,1,1,3,67,0.139,"10","7","sw/sw/sw","6",5,2,"1/1/1",1,"1/1/1",1,1
"8850","22",4,"forced",10,68,"learn",7,6,0,0,0.7,1.135,0,66,"R",2,1,0,1,1,1,1,"R",1,1,0,7,68,0.435,"11","5","sw/sw/sw","6",3,3,"1/0/0",0,"1/0/0",1,NA
"8851","22",4,"forced",10,69,"learn",4,6,0,0,1.2,1.29,0,73,"L",2,1,0,1,0,0,0,"R",1,0,0,4,69,0.0900000000000001,"12","10","rep/rep/rep","0",7,2,"0/0/0",1,"0/0/1",1,1
"8852","22",4,"forced",10,70,"learn",2,2,1,1,0.9,0.911,0,70,"L",1,0,1,1,1,0,1,"L",1,1,1,2,70,0.011,"9","7","sw/rep/sw","6",4,1,"1/1/1",1,"1/1/1",1,1
"8853","22",4,"forced",10,71,"learn",2,2,1,1,0.6,0.679,0,71,"L",1,0,0,0,0,0,0,"L",1,1,1,2,71,0.0790000000000001,"6","5","rep/rep/rep","0",2,0,"1/1/1",1,"1/1/1",1,1
"8854","22",4,"forced",10,72,"learn",7,5,0,0,0.8,0.936,0,67,"R",2,1,1,1,1,0,1,"R",1,1,0,7,72,0.136,"9","6","sw/rep/sw","6",2,1,"1/0/0",1,"1/0/1",1,1
"8855","22",4,"forced",10,73,"learn",2,2,1,0,0.2,0.622,0,72,"L",1,1,1,1,1,0,1,"L",1,1,1,2,73,0.422,"5","1","sw/rep/sw","6",7,1,"1/1/1",1,"1/1/1",1,NA
"8856","22",4,"forced",10,75,"learn",5,5,1,0,1.1,0.945,0,76,"R",1,0,0,0,0,0,0,"R",1,1,1,5,75,-0.155,"9","9","rep/rep/rep","0",5,0,"1/1/1",1,"1/1/1",1,1
"8857","22",4,"forced",10,76,"learn",6,4,0,1,1.1,1.098,0,64,"R",1,0,0,1,1,1,1,"L",2,0,0,6,76,-0.002,"11","9","sw/sw/sw","6",5,1,"0/0/0",1,"0/0/1",1,1
"8858","22",4,"forced",10,77,"learn",4,3,0,0,0.6,0.745,0,74,"L",2,1,1,1,0,0,1,"L",2,1,1,4,77,0.145,"7","5","rep/rep/sw","2",6,2,"1/1/0",0,"1/1/0",1,1
"8859","22",4,"forced",10,79,"learn",7,7,1,0,0.9,0.757,0,69,"R",2,0,0,0,0,0,1,"R",2,1,1,7,79,-0.143,"7","7","rep/rep/sw","2",7,0,"1/1/1",1,"1/1/1",1,1
"8860","22",4,"forced",10,80,"learn",2,2,1,1,1.2,1.221,0,73,"L",1,1,1,1,1,1,1,"L",1,1,1,2,80,0.0210000000000001,"12","10","sw/sw/sw","6",7,1,"1/1/1",1,"1/1/1",1,1
"8861","22",4,"forced",10,81,"learn",1,7,0,0,0.3,0.781,0,66,"L",1,0,0,1,1,1,1,"R",2,0,0,1,81,0.481,"7","2","sw/sw/sw","6",2,1,"0/0/0",1,"0/0/1",1,NA
"8862","22",4,"forced",10,83,"learn",4,4,1,0,1.1,1.529,0,75,"L",2,1,0,1,1,0,1,"L",2,1,1,4,83,0.429,"12","9","sw/rep/sw","6",8,3,"1/1/1",1,"1/1/1",1,NA
"8863","22",4,"forced",10,84,"learn",5,5,1,0,1,0.837,0,77,"R",1,1,1,1,1,1,1,"R",1,1,1,5,84,-0.163,"8","8","sw/sw/sw","6",4,1,"1/1/1",1,"1/1/1",1,1
"8864","22",4,"forced",10,85,"learn",7,6,0,0,0.3,0.534,0,70,"R",2,0,1,1,0,0,1,"R",1,1,0,7,85,0.234,"4","2","rep/rep/sw","2",5,1,"1/0/0",0,"1/0/0",1,1
"8865","22",4,"forced",10,87,"learn",1,1,1,0,0.2,0.968,0,67,"L",1,1,0,1,1,0,1,"L",1,1,1,1,87,0.768,"10","1","sw/rep/sw","6",6,2,"1/1/1",1,"1/1/1",1,NA
"8866","22",4,"forced",10,88,"learn",5,5,1,1,0.7,0.606,0,78,"R",1,1,0,1,1,0,1,"R",1,1,1,5,88,-0.094,"5","5","sw/rep/sw","6",1,3,"1/1/1",1,"1/1/1",1,1
"8867","22",4,"forced",10,89,"learn",1,1,1,0,0.7,0.834,0,68,"L",1,1,0,1,1,0,1,"L",1,1,1,1,89,0.134,"8","5","sw/rep/sw","6",5,3,"1/1/1",1,"1/1/1",1,1
"8868","22",4,"forced",10,90,"learn",6,6,1,0,1.2,1.066,0,66,"R",1,1,0,1,1,0,1,"R",1,1,1,6,90,-0.134,"11","10","sw/rep/sw","6",1,2,"1/1/1",1,"1/1/1",1,1
"8869","22",4,"forced",10,91,"learn",8,7,0,0,0.1,0.539,0,72,"R",2,0,1,1,0,1,1,"R",2,1,1,8,91,0.439,"4","1","rep/sw/sw","4",6,1,"1/1/0",0,"1/1/0",1,NA
"8870","22",4,"forced",10,92,"learn",1,1,1,0,1.1,0.958,0,69,"L",1,1,1,1,1,1,1,"L",1,1,1,1,92,-0.142,"9","9","sw/sw/sw","6",8,1,"1/1/1",1,"1/1/1",1,1
"8871","22",4,"forced",10,93,"learn",5,5,1,1,0.9,0.893,0,79,"R",1,1,0,1,1,0,1,"R",1,1,1,5,93,-0.00700000000000001,"9","7","sw/rep/sw","6",1,3,"1/1/1",1,"1/1/1",1,1
"8872","22",4,"forced",10,94,"learn",4,3,0,0,1,0.883,0,76,"L",2,1,1,1,1,1,1,"L",2,1,1,4,94,-0.117,"9","8","sw/sw/sw","6",5,1,"1/1/0",0,"1/1/0",1,1
"8873","22",4,"forced",10,95,"learn",3,3,1,1,0.8,0.726,0,70,"L",2,0,0,1,0,0,0,"L",2,1,1,3,95,-0.0740000000000001,"7","6","rep/rep/rep","0",4,1,"1/1/1",1,"1/1/1",1,1
"8874","22",4,"forced",10,96,"learn",3,3,1,1,0.6,0.563,0,71,"L",2,0,0,0,0,0,0,"L",2,1,1,3,96,-0.037,"4","5","rep/rep/rep","0",3,0,"1/1/1",1,"1/1/1",1,1
"8875","22",4,"forced",11,1,"learn",6,6,1,0,0.6,0.82,0,67,"R",1,NA,NA,NA,NA,NA,NA,"R",1,1,1,6,1,0.22,"8","5",NA,NA,3,NA,"1/1/1",1,"1/1/1",1,1
"8876","22",4,"forced",11,2,"learn",2,2,1,0,0.4,0.573,0,74,"L",1,1,0,1,1,0,1,"L",1,1,1,2,2,0.173,"4","3","sw/rep/sw","6",6,3,"1/1/1",1,"1/1/1",1,1
"8877","22",4,"forced",11,3,"learn",1,1,1,0,0.7,0.584,0,70,"L",1,0,0,1,0,0,1,"L",1,1,1,1,3,-0.116,"4","5","rep/rep/sw","2",2,1,"1/1/1",1,"1/1/1",1,1
"8878","22",4,"forced",11,4,"learn",2,2,1,0,0.9,0.746,0,75,"L",1,0,0,1,0,0,1,"L",1,1,1,2,4,-0.154,"7","7","rep/rep/sw","2",1,1,"1/1/1",1,"1/1/1",1,1
"8879","22",4,"forced",11,5,"learn",6,6,1,0,1.2,1.06,0,68,"R",1,1,0,1,1,0,1,"R",1,1,1,6,5,-0.14,"11","10","sw/rep/sw","6",2,3,"1/1/1",1,"1/1/1",1,1
"8880","22",4,"forced",11,6,"learn",2,2,1,1,0.7,0.644,0,76,"L",1,1,0,1,1,0,1,"L",1,1,1,2,6,-0.0559999999999999,"5","5","sw/rep/sw","6",6,3,"1/1/1",1,"1/1/1",1,1
"8881","22",4,"forced",11,7,"learn",6,6,1,1,1.1,1.019,0,69,"R",1,1,0,1,1,0,1,"R",1,1,1,6,7,-0.0810000000000002,"10","9","sw/rep/sw","6",2,3,"1/1/1",1,"1/1/1",1,1
"8882","22",4,"forced",11,8,"learn",3,7,0,0,0.4,0.839,0,72,"L",2,1,1,1,0,1,1,"R",2,0,1,3,8,0.439,"8","3","rep/sw/sw","4",6,1,"0/1/0",1,"0/1/1",1,NA
"8883","22",4,"forced",11,9,"learn",7,8,0,1,1.2,1.221,0,71,"R",2,1,0,1,0,0,1,"R",2,1,1,7,9,0.0210000000000001,"12","10","rep/rep/sw","2",3,3,"1/1/0",0,"1/1/0",1,1
