corr,low,mid,top
0.132685943336502,0.125360768599565,0.121774999738736,0.124600822146615
0.132742717567937,0.125372576574255,0.121755971846312,0.124593190541296
0.132799927577793,0.125384562733667,0.121736905634599,0.124585424604835
0.132857577196643,0.125396729414668,0.121717802262142,0.124577522216101
0.132915670294544,0.125409078982249,0.121698662910704,0.12456948122545
0.132974210781448,0.125421613829793,0.121679488785495,0.124561299454442
0.133033202607604,0.125434336379346,0.1216602811154,0.124552974695563
0.133092649763968,0.12544724908188,0.121641041153203,0.124544504711937
0.133152556282615,0.125460354417567,0.121621770175815,0.124535887237047
0.133212926237152,0.12547365489605,0.121602469484501,0.124527119974449
0.133273763743132,0.125487153056705,0.121583140405102,0.12451820059749
0.133335072958474,0.125500851468921,0.121563784288262,0.12450912674902
0.133396858083884,0.125514752732362,0.121544402509652,0.124499896041113
0.133459123363274,0.125528859477245,0.121524996470188,0.124490506054776
0.133521873084193,0.125543174364604,0.121505567596257,0.124480954339672
0.133585111578247,0.125557700086566,0.121486117339939,0.124471238413827
0.133648843221532,0.125572439366619,0.121466647179221,0.124461355763352
0.133713072435063,0.125587394959883,0.121447158618217,0.124451303842155
0.133777803685209,0.12560256965338,0.12142765318739,0.124441080071658
0.133843041484125,0.125617966266305,0.121408132443759,0.124430681840513
0.133908790390191,0.125633587650295,0.121388597971119,0.124420106504319
0.133975055008446,0.125649436689698,0.121369051380253,0.124409351385338
0.134041839991035,0.125665516301842,0.121349494309137,0.124398413772212
0.134109150037643,0.125681829437304,0.121329928423158,0.124387290919684
0.134176989895943,0.125698379080176,0.12131035541531,0.124375980048315
0.134245364362038,0.125715168248331,0.12129077700641,0.124364478344203
0.134314278280908,0.12573219999369,0.12127119494529,0.124352782958706
0.134383736546857,0.125749477402486,0.121251611009006,0.124340891008161
0.134453744103963,0.12576700359553,0.121232027003031,0.124328799573611
0.134524305946523,0.125784781728467,0.121212444761454,0.124316505700526
0.134595427119508,0.125802814992044,0.121192866147169,0.124304006398527
0.134667112719015,0.125821106612367,0.12117329305207,0.12429129864112
0.134739367892714,0.125839659851156,0.121153727397235,0.124278379365415
0.134812197840308,0.125858478006007,0.121134171133111,0.124265245471866
0.134885607813981,0.125877564410644,0.121114626239699,0.124251893823994
0.134959603118857,0.125896922435169,0.121095094726728,0.124238321248129
0.135034189113452,0.125916555486318,0.121075578633833,0.124224524533141
0.135109371210132,0.125936467007708,0.121056080030723,0.124210500430179
0.135185154875564,0.125956660480082,0.121036601017354,0.124196245652411
0.135261545631176,0.125977139421554,0.121017143724092,0.124181756874772
0.135338549053611,0.125997907387852,0.120997710311868,0.1241670307337
0.135416170775182,0.126018967972555,0.120978302972343,0.124152063826895
0.135494416484328,0.126040324807331,0.120958923928053,0.124136852713059
0.135573291926069,0.12606198156217,0.120939575432564,0.124121393911658
0.135652802902459,0.126083941945614,0.120920259770609,0.124105683902677
0.135732955273042,0.126106209704983,0.120900979258231,0.124089719126378
0.135813754955304,0.126128788626604,0.120881736242916,0.124073495983065
0.135895207925122,0.126151682536025,0.120862533103724,0.124057010832851
0.135977320217221,0.126174895298235,0.120843372251413,0.124040259995429
0.136060097925619,0.126198430817877,0.120824256128557,0.124023239749848
0.136143547204077,0.126222293039457,0.12080518720966,0.124005946334286
0.136227674266547,0.126246485947549,0.120786168001268,0.123988375945842
0.136312485387615,0.126271013566995,0.120767201042066,0.123970524740314
0.136397986902945,0.126295879963101,0.120748288902982,0.123952388831997
0.13648418520972,0.126321089241831,0.120729434187272,0.123933964293476
0.136571086767085,0.126346645549991,0.120710639530607,0.123915247155427
0.136658698096576,0.126372553075414,0.120691907601154,0.123896233406426
0.136747025782561,0.126398816047133,0.120673241099643,0.123876918992755
0.13683607647267,0.126425438735557,0.120654642759437,0.123857299818225
0.136925856878219,0.126452425452632,0.120636115346588,0.123837371743993
0.137016373774643,0.126479780552006,0.120617661659889,0.123817130588393
0.13710763400191,0.12650750842918,0.120599284530919,0.123796572126768
0.137199644464946,0.126535613521658,0.120580986824078,0.12377569209131
0.137292412134045,0.126564100309091,0.120562771436618,0.123754486170907
0.137385944045284,0.126592973313406,0.120544641298663,0.123732950010996
0.137480247300925,0.126622237098944,0.120526599373225,0.12371107921342
0.137575329069822,0.126651896272574,0.120508648656207,0.123688869336298
0.137671196587816,0.126681955483812,0.120490792176398,0.123666315893894
0.137767857158126,0.126712419424929,0.120473032995467,0.123643414356503
0.137865318151742,0.126743292831048,0.120455374207938,0.123620160150334
0.137963587007802,0.126774580480241,0.120437818941163,0.123596548657408
0.138062671233973,0.126806287193609,0.120420370355283,0.123572575215463
0.13816257840682,0.126838417835359,0.12040303164318,0.123548235117865
0.13826331617217,0.126870977312874,0.120385806030419,0.12352352361353
0.138364892245474,0.126903970576772,0.120368696775182,0.123498435906848
0.138467314412155,0.126937402620952,0.120351707168191,0.123472967157627
0.138570590527959,0.126971278482641,0.120334840532622,0.123447112481039
0.138674728519286,0.12700560324242,0.120318100224003,0.123420866947572
0.138779736383528,0.127040382024252,0.120301489630111,0.123394225582999
0.138885622189387,0.12707561999549,0.12028501217085,0.123367183368356
0.138992394077193,0.127111322366878,0.120268671298123,0.123339735239921
0.139100060259209,0.12714749439255,0.120252470495688,0.123311876089216
0.139208629019933,0.127184141370004,0.120236413279009,0.123283600763011
0.139318108716383,0.127221268640075,0.120220503195089,0.123254904063341
0.139428507778382,0.127258881586894,0.120204743822296,0.123225780747533
0.139539834708826,0.127296985637836,0.120189138770172,0.123196225528248
0.139652098083948,0.127335586263459,0.120173691679235,0.123166233073531
0.139765306553566,0.127374688977423,0.120158406220767,0.123135798006869
0.139879468841328,0.127414299336404,0.120143286096584,0.123104914907275
0.139994593744939,0.127454422939999,0.120128335038802,0.123073578309364
0.140110690136383,0.127495065430604,0.120113556809583,0.123041782703462
0.140227766962127,0.127536232493296,0.12009895520087,0.12300952253571
0.140345833243323,0.127577929855688,0.120084534034107,0.122976792208194
0.140464898075986,0.127620163287781,0.120070297159951,0.122943586079083
0.140584970631171,0.127662938601793,0.12005624845796,0.122909898462779
0.140706060155128,0.127706261651982,0.120042391836275,0.122875723630085
0.140828175969451,0.127750138334449,0.120028731231284,0.122841055808383
0.140951327471209,0.127794574586928,0.120015270607274,0.122805889181829
0.141075524133065,0.127839576388562,0.120002013956062,0.122770217891562
0.141200775503381,0.127885149759664,0.119988965296621,0.122734036035929
0.141327091206304,0.127931300761459,0.119976128674678,0.12269733767072
0.141454480941851,0.127978035495813,0.119963508162309,0.12266011680943
0.141582954485955,0.128025360104951,0.11995110785751,0.122622367423518
0.141712521690522,0.128073280771144,0.119938931883756,0.122584083442705
0.141843192483451,0.128121803716397,0.11992698438954,0.122545258755268
0.141974976868647,0.128170935202105,0.119915269547899,0.122505887208362
0.142107884926018,0.128220681528704,0.119903791555928,0.122465962608356
0.142241926811451,0.128271049035292,0.119892554634262,0.122425478721184
0.142377112756769,0.128322044099246,0.119881563026559,0.122384429272717
0.142513453069679,0.128373673135808,0.119870820998956,0.12234280794915
0.142650958133691,0.128425942597662,0.119860332839507,0.122300608397408
