1/1/1,1/1/0,1/0/1,1/0/0,0/1/1,0/1/0,0/0/1,0/0/0
0.132685943336502,0.125360768599565,0.125231827942374,0.118318171535098,0.131841196330308,0.124562657425874,0.12443453767127,0.117564897159009
0.132742717567937,0.125372576574255,0.125232552659984,0.11827939103264,0.131881504475701,0.124559179754216,0.124420064292253,0.117512013643015
0.132799927577793,0.125384562733667,0.12523333398003,0.118240477289169,0.131921950161214,0.124555610365426,0.124405381427323,0.117458756465378
0.132857577196643,0.125396729414668,0.125234173419511,0.118201431104773,0.131962532292732,0.124551947310418,0.124390486434698,0.117405122826558
0.132915670294544,0.125409078982249,0.12523507252024,0.118162253301168,0.132003249744063,0.124548188609979,0.124375376642732,0.117351109905026
0.132974210781448,0.125421613829793,0.125236032849096,0.118122944721895,0.132044101356506,0.124544332254449,0.124360049349658,0.117296714857156
0.133033202607604,0.125434336379346,0.12523705599828,0.118083506232521,0.13208508593841,0.124540376203394,0.124344501823342,0.117241934817104
0.133092649763968,0.12544724908188,0.125238143585571,0.118043938720835,0.132126202264731,0.124536318385283,0.124328731301031,0.117186766896702
0.133152556282615,0.125460354417567,0.125239297254583,0.118004243097047,0.132167449076583,0.124532156697159,0.124312734989101,0.117131208185344
0.133212926237152,0.12547365489605,0.125240518675015,0.117964420293986,0.132208825080792,0.124527889004311,0.124296510062812,0.117075255749881
0.133273763743132,0.125487153056705,0.125241809542915,0.117924471267289,0.132250328949441,0.124523513139947,0.124280053666056,0.117018906634515
0.133335072958474,0.125500851468921,0.125243171580924,0.117884396995601,0.132291959319415,0.124519026904865,0.12426336291111,0.116962157860691
0.133396858083884,0.125514752732362,0.125244606538542,0.117844198480761,0.132333714791943,0.124514428067121,0.124246434878386,0.116905006427001
0.133459123363274,0.125528859477245,0.125246116192375,0.117803876748,0.132375593932137,0.124509714361698,0.124229266616189,0.116847449309082
0.133521873084193,0.125543174364604,0.125247702346391,0.117763432846124,0.132417595268526,0.12450488349018,0.124211855140464,0.116789483459518
0.133585111578247,0.125557700086566,0.125249366832176,0.117722867847703,0.132459717292592,0.124499933120413,0.124194197434558,0.116731105807746
0.133648843221532,0.125572439366619,0.125251111509182,0.11768218284926,0.132501958458299,0.124494860886177,0.124176290448967,0.116672313259965
0.133713072435063,0.125587394959883,0.125252938264984,0.117641378971451,0.132544317181619,0.124489664386853,0.124158131101102,0.116613102699046
0.133777803685209,0.12560256965338,0.125254849015529,0.11760045735925,0.132586791840058,0.12448434118709,0.12413971627504,0.116553470984443
0.133843041484125,0.125617966266305,0.125256845705389,0.117559419182128,0.132629380772182,0.124478888816471,0.124121042821287,0.116493414952113
0.133908790390191,0.125633587650295,0.125258930308007,0.117518265634232,0.132672082277129,0.124473304769182,0.124102107556535,0.116432931414429
0.133975055008446,0.125649436689698,0.125261104825948,0.117476997934558,0.132714894614135,0.124467586503677,0.124082907263428,0.116372017160111
0.134041839991035,0.125665516301842,0.125263371291147,0.117435617327128,0.132757816002043,0.124461731442343,0.124063438690321,0.116310668954141
0.134109150037643,0.125681829437304,0.125265731765154,0.117394125081161,0.132800844618819,0.124455736971172,0.12404369855105,0.116248883537697
0.134176989895943,0.125698379080176,0.125268188339381,0.11735252249124,0.13284397860106,0.124449600439425,0.124023683524693,0.116186657628083
0.134245364362038,0.125715168248331,0.125270743135342,0.117310810877477,0.132887216043505,0.124443319159299,0.124003390255344,0.116123987918665
0.134314278280908,0.12573219999369,0.125273398304898,0.117268991585681,0.132930554998537,0.124436890405598,0.123982815351881,0.116060871078807
0.134383736546857,0.125749477402486,0.125276156030496,0.117227065987515,0.132973993475694,0.124430311415397,0.123961955387739,0.115997303753816
0.134453744103963,0.12576700359553,0.125279018525409,0.117185035480653,0.133017529441161,0.124423579387715,0.123940806900685,0.115933282564884
0.134524305946523,0.125784781728467,0.12528198803397,0.117142901488938,0.133061160817281,0.124416691483185,0.123919366392595,0.115868804109042
0.134595427119508,0.125802814992044,0.125285066831808,0.11710066546253,0.133104885482045,0.12440964482372,0.123897630329234,0.11580386495911
0.134667112719015,0.125821106612367,0.125288257226084,0.117058328878056,0.133148701268593,0.12440243649219,0.123875595140038,0.115738461663657
0.134739367892714,0.125839659851156,0.125291561555714,0.117015893238755,0.13319260596471,0.124395063532092,0.123853257217898,0.11567259074696
0.134812197840308,0.125858478006007,0.125294982191604,0.116973360074619,0.133236597312313,0.124387522947224,0.12383061291895,0.115606248708975
0.134885607813981,0.125877564410644,0.125298521536871,0.116930730942528,0.133280673006952,0.124379811701361,0.123807658562363,0.115539432025301
0.134959603118857,0.125896922435169,0.125302182027069,0.116888007426388,0.133324830697294,0.124371926717929,0.123784390430133,0.115472137147162
0.135034189113452,0.125916555486318,0.125305966130406,0.116845191137259,0.133369067984616,0.124363864879687,0.123760804766882,0.115404360501381
0.135109371210132,0.125936467007708,0.125309876347966,0.11680228371348,0.133413382422291,0.124355623028403,0.123736897779653,0.115336098490368
0.135185154875564,0.125956660480082,0.125313915213917,0.116759286820792,0.133457771515279,0.124347197964538,0.12371266563772,0.115267347492109
0.135261545631176,0.125977139421554,0.125318085295727,0.116716202152457,0.133502232719608,0.124338586446927,0.12368810447239,0.115198103860161
0.135338549053611,0.125997907387852,0.12532238919437,0.116673031429366,0.133546763441866,0.124329785192467,0.123663210376818,0.11512836392365
0.135416170775182,0.126018967972555,0.125326829544532,0.116629776400153,0.133591361038679,0.124320790875803,0.123637979405818,0.115058123987278
0.135494416484328,0.126040324807331,0.125331409014811,0.116586438841296,0.133636022816203,0.124311600129016,0.123612407575683,0.114987380331332
