"rt","time_elapsed","subject","subID","group","day","trialType","key_press","stim","corrresp","phase","stimNum","trialNum","corr","repeatTrial","motorSwitch","pracCounter","hierarchy","responses"
"9629","9656","HierDyj766f0uy","sub07","07","1","","","","","","","","","","","","",""
"","11499","HierDyj766f0uy","sub07","07","1","fullscreen","","","","","","","","","","","",""
"369561","381073","HierDyj766f0uy","sub07","07","1","","","","","","","","","","","","",""
"1101","382185","HierDyj766f0uy","sub07","07","1","motor","76","img/motor_8.png","76","motor","8","1","1","0","0","","",""
"null","382299","HierDyj766f0uy","sub07","07","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"862","383171","HierDyj766f0uy","sub07","07","1","motor","72","img/motor_5.png","72","motor","5","2","1","0","0","","",""
"null","383281","HierDyj766f0uy","sub07","07","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"855","384147","HierDyj766f0uy","sub07","07","1","motor","70","img/motor_4.png","70","motor","4","3","1","0","0","","",""
"null","384258","HierDyj766f0uy","sub07","07","1","iti","null","img/motor_4.png","70","motor","","","","","","","",""
"550","384818","HierDyj766f0uy","sub07","07","1","motor","65","img/motor_1.png","65","motor","1","4","1","0","0","","",""
"null","384928","HierDyj766f0uy","sub07","07","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"843","385779","HierDyj766f0uy","sub07","07","1","motor","65","img/motor_1.png","65","motor","1","5","1","0","0","","",""
"null","385891","HierDyj766f0uy","sub07","07","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"640","386540","HierDyj766f0uy","sub07","07","1","motor","76","img/motor_8.png","76","motor","8","6","1","0","0","","",""
"null","386652","HierDyj766f0uy","sub07","07","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"1008","387669","HierDyj766f0uy","sub07","07","1","motor","68","img/motor_3.png","68","motor","3","7","1","0","0","","",""
"null","387779","HierDyj766f0uy","sub07","07","1","iti","null","img/motor_3.png","68","motor","","","","","","","",""
"894","388683","HierDyj766f0uy","sub07","07","1","motor","72","img/motor_5.png","72","motor","5","8","1","0","0","","",""
"null","388791","HierDyj766f0uy","sub07","07","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"715","389517","HierDyj766f0uy","sub07","07","1","motor","74","img/motor_6.png","74","motor","6","9","1","0","0","","",""
"null","389627","HierDyj766f0uy","sub07","07","1","iti","null","img/motor_6.png","74","motor","","","","","","","",""
"677","390311","HierDyj766f0uy","sub07","07","1","motor","68","img/motor_2.png","83","motor","2","10","0","1","0","","",""
"440","390761","HierDyj766f0uy","sub07","07","1","motorRepeat","83","img/motor_2.png","83","motor","2","10","1","0","0","","",""
"null","390873","HierDyj766f0uy","sub07","07","1","iti","null","img/motor_2.png","83","motor","","","","","","","",""
"591","391469","HierDyj766f0uy","sub07","07","1","motor","76","img/motor_8.png","76","motor","8","11","1","0","0","","",""
"null","391578","HierDyj766f0uy","sub07","07","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"1115","392700","HierDyj766f0uy","sub07","07","1","motor","65","img/motor_1.png","65","motor","1","12","1","0","0","","",""
"null","392810","HierDyj766f0uy","sub07","07","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"473","393291","HierDyj766f0uy","sub07","07","1","motor","83","img/motor_2.png","83","motor","2","13","1","0","0","","",""
"null","393400","HierDyj766f0uy","sub07","07","1","iti","null","img/motor_2.png","83","motor","","","","","","","",""
"957","394367","HierDyj766f0uy","sub07","07","1","motor","83","img/motor_2.png","83","motor","2","14","1","0","0","","",""
"null","394475","HierDyj766f0uy","sub07","07","1","iti","null","img/motor_2.png","83","motor","","","","","","","",""
"483","394967","HierDyj766f0uy","sub07","07","1","motor","68","img/motor_3.png","68","motor","3","15","1","0","0","","",""
"null","395075","HierDyj766f0uy","sub07","07","1","iti","null","img/motor_3.png","68","motor","","","","","","","",""
"508","395592","HierDyj766f0uy","sub07","07","1","motor","76","img/motor_8.png","76","motor","8","16","1","0","0","","",""
"null","395701","HierDyj766f0uy","sub07","07","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"495","396202","HierDyj766f0uy","sub07","07","1","motor","72","img/motor_5.png","72","motor","5","17","1","0","0","","",""
"null","396311","HierDyj766f0uy","sub07","07","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"784","397102","HierDyj766f0uy","sub07","07","1","motor","70","img/motor_4.png","70","motor","4","18","1","0","0","","",""
"null","397211","HierDyj766f0uy","sub07","07","1","iti","null","img/motor_4.png","70","motor","","","","","","","",""
"524","397742","HierDyj766f0uy","sub07","07","1","motor","72","img/motor_5.png","72","motor","5","19","1","0","0","","",""
"null","397852","HierDyj766f0uy","sub07","07","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"516","398374","HierDyj766f0uy","sub07","07","1","motor","74","img/motor_7.png","75","motor","7","20","0","1","0","","",""
"354","398735","HierDyj766f0uy","sub07","07","1","motorRepeat","75","img/motor_7.png","75","motor","7","20","1","0","0","","",""
"null","398844","HierDyj766f0uy","sub07","07","1","iti","null","img/motor_7.png","75","motor","","","","","","","",""
"1129","399980","HierDyj766f0uy","sub07","07","1","motor","68","img/motor_3.png","68","motor","3","21","1","0","0","","",""
"null","400089","HierDyj766f0uy","sub07","07","1","iti","null","img/motor_3.png","68","motor","","","","","","","",""
"561","400657","HierDyj766f0uy","sub07","07","1","motor","83","img/motor_1.png","65","motor","1","22","0","1","0","","",""
"325","400991","HierDyj766f0uy","sub07","07","1","motorRepeat","65","img/motor_1.png","65","motor","1","22","1","0","0","","",""
"null","401101","HierDyj766f0uy","sub07","07","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
