"rt","time_elapsed","subject","subID","group","day","trialType","key_press","stim","corrresp","phase","stimNum","trialNum","corr","repeatTrial","motorSwitch","pracCounter","hierarchy","responses"
"4601","4624","HierDym3fpp1ay","sub09","09","1","","","","","","","","","","","","",""
"","6846","HierDym3fpp1ay","sub09","09","1","fullscreen","","","","","","","","","","","",""
"175799","182658","HierDym3fpp1ay","sub09","09","1","","","","","","","","","","","","",""
"1391","184061","HierDym3fpp1ay","sub09","09","1","motor","68","img/motor_3.png","68","motor","3","1","1","0","0","","",""
"null","184173","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_3.png","68","motor","","","","","","","",""
"38","184222","HierDym3fpp1ay","sub09","09","1","motor","68","img/motor_4.png","70","motor","4","2","0","1","0","","",""
"844","185075","HierDym3fpp1ay","sub09","09","1","motorRepeat","70","img/motor_4.png","70","motor","4","2","1","0","0","","",""
"null","185182","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_4.png","70","motor","","","","","","","",""
"1111","186300","HierDym3fpp1ay","sub09","09","1","motor","75","img/motor_7.png","75","motor","7","3","1","0","0","","",""
"null","186409","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_7.png","75","motor","","","","","","","",""
"809","187226","HierDym3fpp1ay","sub09","09","1","motor","83","img/motor_2.png","83","motor","2","4","1","0","0","","",""
"null","187334","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_2.png","83","motor","","","","","","","",""
"721","188063","HierDym3fpp1ay","sub09","09","1","motor","76","img/motor_8.png","76","motor","8","5","1","0","0","","",""
"null","188172","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"596","188776","HierDym3fpp1ay","sub09","09","1","motor","75","img/motor_7.png","75","motor","7","6","1","0","0","","",""
"null","188885","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_7.png","75","motor","","","","","","","",""
"523","189414","HierDym3fpp1ay","sub09","09","1","motor","76","img/motor_8.png","76","motor","8","7","1","0","0","","",""
"null","189522","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"476","190006","HierDym3fpp1ay","sub09","09","1","motor","75","img/motor_7.png","75","motor","7","8","1","0","0","","",""
"null","190114","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_7.png","75","motor","","","","","","","",""
"777","190901","HierDym3fpp1ay","sub09","09","1","motor","72","img/motor_5.png","72","motor","5","9","1","0","0","","",""
"null","191009","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"610","191628","HierDym3fpp1ay","sub09","09","1","motor","72","img/motor_5.png","72","motor","5","10","1","0","0","","",""
"null","191736","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"612","192356","HierDym3fpp1ay","sub09","09","1","motor","70","img/motor_4.png","70","motor","4","11","1","0","0","","",""
"null","192464","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_4.png","70","motor","","","","","","","",""
"566","193038","HierDym3fpp1ay","sub09","09","1","motor","65","img/motor_1.png","65","motor","1","12","1","0","0","","",""
"null","193146","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"586","193740","HierDym3fpp1ay","sub09","09","1","motor","68","img/motor_3.png","68","motor","3","13","1","0","0","","",""
"null","193848","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_3.png","68","motor","","","","","","","",""
"726","194583","HierDym3fpp1ay","sub09","09","1","motor","76","img/motor_8.png","76","motor","8","14","1","0","0","","",""
"null","194691","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"733","195433","HierDym3fpp1ay","sub09","09","1","motor","70","img/motor_4.png","70","motor","4","15","1","0","0","","",""
"null","195543","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_4.png","70","motor","","","","","","","",""
"548","196100","HierDym3fpp1ay","sub09","09","1","motor","65","img/motor_1.png","65","motor","1","16","1","0","0","","",""
"null","196209","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"865","197082","HierDym3fpp1ay","sub09","09","1","motor","68","img/motor_3.png","68","motor","3","17","1","0","0","","",""
"null","197191","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_3.png","68","motor","","","","","","","",""
"802","198001","HierDym3fpp1ay","sub09","09","1","motor","72","img/motor_5.png","72","motor","5","18","1","0","0","","",""
"null","198109","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"561","198677","HierDym3fpp1ay","sub09","09","1","motor","65","img/motor_1.png","65","motor","1","19","1","0","0","","",""
"null","198785","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"819","199613","HierDym3fpp1ay","sub09","09","1","motor","75","img/motor_6.png","74","motor","6","20","0","1","0","","",""
"442","200063","HierDym3fpp1ay","sub09","09","1","motorRepeat","74","img/motor_6.png","74","motor","6","20","1","0","0","","",""
"null","200171","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_6.png","74","motor","","","","","","","",""
"598","200778","HierDym3fpp1ay","sub09","09","1","motor","74","img/motor_6.png","74","motor","6","21","1","0","0","","",""
"null","200885","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_6.png","74","motor","","","","","","","",""
"602","201496","HierDym3fpp1ay","sub09","09","1","motor","76","img/motor_8.png","76","motor","8","22","1","0","0","","",""
"null","201603","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"737","202346","HierDym3fpp1ay","sub09","09","1","motor","68","img/motor_3.png","68","motor","3","23","1","0","0","","",""
"null","202453","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_3.png","68","motor","","","","","","","",""
"589","203049","HierDym3fpp1ay","sub09","09","1","motor","65","img/motor_1.png","65","motor","1","24","1","0","0","","",""
"null","203157","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"539","203703","HierDym3fpp1ay","sub09","09","1","motor","65","img/motor_1.png","65","motor","1","25","1","0","0","","",""
"null","203812","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"616","204435","HierDym3fpp1ay","sub09","09","1","motor","70","img/motor_4.png","70","motor","4","26","1","0","0","","",""
"null","204543","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_4.png","70","motor","","","","","","","",""
"569","205120","HierDym3fpp1ay","sub09","09","1","motor","65","img/motor_1.png","65","motor","1","27","1","0","0","","",""
"null","205229","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"671","205906","HierDym3fpp1ay","sub09","09","1","motor","83","img/motor_2.png","83","motor","2","28","1","0","0","","",""
"98","206014","HierDym3fpp1ay","sub09","09","1","iti","83","img/motor_2.png","83","motor","","","","","","","",""
"748","206770","HierDym3fpp1ay","sub09","09","1","motor","75","img/motor_7.png","75","motor","7","29","1","0","0","","",""
"null","206878","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_7.png","75","motor","","","","","","","",""
"667","207553","HierDym3fpp1ay","sub09","09","1","motor","68","img/motor_3.png","68","motor","3","30","1","0","0","","",""
"null","207661","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_3.png","68","motor","","","","","","","",""
"523","208192","HierDym3fpp1ay","sub09","09","1","motor","65","img/motor_1.png","65","motor","1","31","1","0","0","","",""
"null","208300","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"566","208874","HierDym3fpp1ay","sub09","09","1","motor","76","img/motor_8.png","76","motor","8","32","1","0","0","","",""
"null","208982","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"772","209761","HierDym3fpp1ay","sub09","09","1","motor","70","img/motor_4.png","70","motor","4","33","1","0","0","","",""
"null","209868","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_4.png","70","motor","","","","","","","",""
"663","210539","HierDym3fpp1ay","sub09","09","1","motor","75","img/motor_7.png","75","motor","7","34","1","0","0","","",""
"null","210649","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_7.png","75","motor","","","","","","","",""
"558","211213","HierDym3fpp1ay","sub09","09","1","motor","65","img/motor_1.png","65","motor","1","35","1","0","0","","",""
"null","211321","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"700","212030","HierDym3fpp1ay","sub09","09","1","motor","75","img/motor_7.png","75","motor","7","36","1","0","0","","",""
"null","212138","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_7.png","75","motor","","","","","","","",""
"733","212877","HierDym3fpp1ay","sub09","09","1","motor","70","img/motor_4.png","70","motor","4","37","1","0","0","","",""
"null","212985","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_4.png","70","motor","","","","","","","",""
"660","213653","HierDym3fpp1ay","sub09","09","1","motor","83","img/motor_2.png","83","motor","2","38","1","0","0","","",""
"null","213762","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_2.png","83","motor","","","","","","","",""
"541","214310","HierDym3fpp1ay","sub09","09","1","motor","76","img/motor_8.png","76","motor","8","39","1","0","0","","",""
"null","214419","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"673","215098","HierDym3fpp1ay","sub09","09","1","motor","68","img/motor_3.png","68","motor","3","40","1","0","0","","",""
"null","215209","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_3.png","68","motor","","","","","","","",""
"703","215920","HierDym3fpp1ay","sub09","09","1","motor","74","img/motor_6.png","74","motor","6","41","1","0","0","","",""
"null","216029","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_6.png","74","motor","","","","","","","",""
"821","216858","HierDym3fpp1ay","sub09","09","1","motor","68","img/motor_3.png","68","motor","3","42","1","0","0","","",""
"null","216967","HierDym3fpp1ay","sub09","09","1","iti","null","img/motor_3.png","68","motor","","","","","","","",""
"585","217558","HierDym3fpp1ay","sub09","09","1","motor","76","img/motor_8.png","76","motor","8","43","1","0","0","","",""
