"","subject","group","taskType","block","trial","phase","stim","resp","corr","timing","PT_planned","PT_actual","missed_stim_deadline","day","iter","hand","couplet","handSwitch","coupletSwitch","fingerSwitch","handSwitch_actual","coupletSwitch_actual","fingerSwitch_actual","respHand","respCouplet","corrHand","corrCouplet","corrresp","trialNum","rt","PT_actual_bins","PT_planned_bins","combinedType","treeDistance","corrresp_prev","nFeatureSwitch","errorType","corrFinger","errorType2","includeLearn","timing_chill"
"3440","sub22",10,"forced",10,49,"learn",1,1,1,1,0.4,0.471,0,8,65,"L",1,1,1,1,1,1,1,"L",1,1,1,1,49,0.071,"3","3","sw/sw/sw","6",8,1,"1/1/1",1,"1/1/1",1,1
"3441","sub22",10,"forced",10,50,"learn",3,3,1,1,1,0.993,0,8,66,"L",2,0,1,1,0,1,1,"L",2,1,1,3,50,-0.00700000000000001,"10","8","rep/sw/sw","4",1,1,"1/1/1",1,"1/1/1",1,1
"3442","sub22",10,"forced",10,51,"learn",6,2,0,1,0.1,0.08,0,8,70,"R",1,1,1,1,0,1,1,"L",1,0,1,6,51,-0.02,"1","1","rep/sw/sw","4",3,1,"0/1/0",1,"0/1/1",1,1
"3443","sub22",10,"forced",10,52,"learn",5,3,0,0,0.4,0.567,0,8,70,"R",1,0,0,1,0,1,1,"L",2,0,0,5,52,0.167,"4","3","rep/sw/sw","4",6,1,"0/0/0",1,"0/0/1",1,1
"3444","sub22",10,"forced",10,53,"learn",6,6,1,1,1.2,1.143,0,8,71,"R",1,0,0,1,1,1,1,"R",1,1,1,6,53,-0.0569999999999999,"11","10","sw/sw/sw","6",5,1,"1/1/1",1,"1/1/1",1,1
"3445","sub22",10,"forced",10,54,"learn",1,5,0,1,0.9,0.805,0,8,66,"L",1,1,0,1,0,0,1,"R",1,0,1,1,54,-0.095,"7","7","rep/rep/sw","2",6,2,"0/1/0",1,"0/1/1",1,1
"3446","sub22",10,"forced",10,55,"learn",2,1,0,1,0.3,0.202,0,8,65,"L",1,0,0,1,1,0,1,"L",1,1,1,2,55,-0.098,"1","2","sw/rep/sw","6",1,1,"1/1/0",0,"1/1/0",1,1
"3447","sub22",10,"forced",10,56,"learn",7,7,1,1,1.1,1.012,0,8,72,"R",2,1,1,1,1,1,1,"R",2,1,1,7,56,-0.0880000000000001,"10","9","sw/sw/sw","6",2,1,"1/1/1",1,"1/1/1",1,1
"3448","sub22",10,"forced",10,57,"learn",3,3,1,1,1,0.909,0,8,67,"L",2,1,0,1,1,0,1,"L",2,1,1,3,57,-0.091,"9","8","sw/rep/sw","6",7,3,"1/1/1",1,"1/1/1",1,1
"3449","sub22",10,"forced",10,58,"learn",1,2,0,1,0.4,0.356,0,8,67,"L",1,0,1,1,0,1,1,"L",1,1,1,1,58,-0.044,"2","3","rep/sw/sw","4",3,1,"1/1/0",0,"1/1/0",1,1
"3450","sub22",10,"forced",10,59,"learn",7,3,0,1,0.6,0.572,0,8,73,"R",2,1,1,1,0,1,1,"L",2,0,1,7,59,-0.028,"4","5","rep/sw/sw","4",1,2,"0/1/0",1,"0/1/1",1,1
"3451","sub22",10,"forced",10,60,"learn",2,5,0,0,0.5,0.609,0,8,66,"L",1,1,1,1,1,1,1,"R",1,0,1,2,60,0.109,"5","4","sw/sw/sw","6",7,1,"0/1/0",0,"0/1/0",1,1
"3452","sub22",10,"forced",10,61,"learn",1,1,1,1,0.5,0.528,0,8,68,"L",1,0,0,1,1,0,1,"L",1,1,1,1,61,0.028,"4","4","sw/rep/sw","6",2,1,"1/1/1",1,"1/1/1",1,1
"3453","sub22",10,"forced",10,62,"learn",6,7,0,1,0.5,0.561,0,8,72,"R",1,1,0,1,1,1,1,"R",2,1,0,6,62,0.0610000000000001,"4","4","sw/sw/sw","6",1,2,"1/0/0",0,"1/0/0",1,1
"3454","sub22",10,"forced",10,63,"learn",2,2,1,1,0.7,0.686,0,8,67,"L",1,1,0,1,1,1,1,"L",1,1,1,2,63,-0.0139999999999999,"6","5","sw/sw/sw","6",6,3,"1/1/1",1,"1/1/1",1,1
"3455","sub22",10,"forced",10,64,"learn",8,7,0,1,0.7,0.617,0,8,66,"R",2,1,1,1,1,1,1,"R",2,1,1,8,64,-0.083,"5","5","sw/sw/sw","6",2,2,"1/1/0",0,"1/1/0",1,1
"3456","sub22",10,"forced",10,65,"learn",6,1,0,1,0.5,0.506,0,8,73,"R",1,0,1,1,1,1,1,"L",1,0,1,6,65,0.00600000000000001,"3","4","sw/sw/sw","6",8,1,"0/1/0",0,"0/1/0",1,1
"3457","sub22",10,"forced",10,66,"learn",5,7,0,0,1,1.149,0,8,71,"R",1,0,0,1,1,1,1,"R",2,1,0,5,66,0.149,"11","8","sw/sw/sw","6",6,1,"1/0/0",1,"1/0/1",1,1
"3458","sub22",10,"forced",10,67,"learn",3,2,0,1,0.6,0.644,0,8,68,"L",2,1,1,1,1,1,1,"L",1,1,0,3,67,0.044,"5","5","sw/sw/sw","6",5,2,"1/0/0",0,"1/0/0",1,1
"3459","sub22",10,"forced",10,68,"learn",5,3,0,1,0.4,0.42,0,8,72,"R",1,1,1,1,0,1,1,"L",2,0,0,5,68,0.02,"2","3","rep/sw/sw","4",3,2,"0/0/0",1,"0/0/1",1,1
"3460","sub22",10,"forced",10,69,"learn",6,6,1,1,0.8,0.876,0,8,74,"R",1,0,0,1,1,1,1,"R",1,1,1,6,69,0.076,"8","6","sw/sw/sw","6",5,1,"1/1/1",1,"1/1/1",1,1
"3461","sub22",10,"forced",10,70,"learn",1,2,0,0,0.3,0.409,0,8,69,"L",1,1,0,1,1,0,1,"L",1,1,1,1,70,0.109,"2","2","sw/rep/sw","6",6,2,"1/1/0",0,"1/1/0",1,1
"3462","sub22",10,"forced",10,71,"learn",5,6,0,0,0.4,0.544,0,8,73,"R",1,1,0,1,1,0,1,"R",1,1,1,5,71,0.144,"4","3","sw/rep/sw","6",1,3,"1/1/0",0,"1/1/0",1,1
"3463","sub22",10,"forced",10,72,"learn",3,4,0,1,0.8,0.74,0,8,69,"L",2,1,1,1,1,1,1,"L",2,1,1,3,72,-0.0600000000000001,"6","6","sw/sw/sw","6",5,2,"1/1/0",0,"1/1/0",1,1
"3464","sub22",10,"forced",10,73,"learn",2,1,0,1,0.4,0.436,0,8,68,"L",1,0,1,1,0,1,1,"L",1,1,1,2,73,0.036,"3","3","rep/sw/sw","4",3,2,"1/1/0",0,"1/1/0",1,1
"3465","sub22",10,"forced",10,74,"learn",1,2,0,1,0.3,0.217,0,8,70,"L",1,0,0,1,0,0,1,"L",1,1,1,1,74,-0.083,"2","2","rep/rep/sw","2",2,1,"1/1/0",0,"1/1/0",1,1
"3466","sub22",10,"forced",10,75,"learn",1,2,0,0,0.3,0.173,0,8,71,"L",1,0,0,0,0,0,0,"L",1,1,1,1,75,-0.127,"1","2","rep/rep/rep","0",1,0,"1/1/0",0,"1/1/0",1,1
"3467","sub22",10,"forced",10,76,"learn",3,7,0,0,0.4,0.55,0,8,70,"L",2,0,1,1,1,1,1,"R",2,0,1,3,76,0.15,"4","3","sw/sw/sw","6",1,1,"0/1/0",1,"0/1/1",1,1
"3468","sub22",10,"forced",10,77,"learn",6,6,1,1,1,0.964,0,8,75,"R",1,1,1,1,0,1,1,"R",1,1,1,6,77,-0.036,"9","8","rep/sw/sw","4",3,1,"1/1/1",1,"1/1/1",1,1
"3469","sub22",10,"forced",10,78,"learn",3,3,1,1,0.9,0.85,0,8,71,"L",2,1,1,1,1,1,1,"L",2,1,1,3,78,-0.05,"8","7","sw/sw/sw","6",6,1,"1/1/1",1,"1/1/1",1,1
"3470","sub22",10,"forced",10,79,"learn",2,2,1,1,0.6,0.577,0,8,69,"L",1,0,1,1,0,1,1,"L",1,1,1,2,79,-0.023,"4","5","rep/sw/sw","4",3,2,"1/1/1",1,"1/1/1",1,1
"3471","sub22",10,"forced",10,80,"learn",4,4,1,1,1.1,1.027,0,8,62,"L",2,0,1,1,0,1,1,"L",2,1,1,4,80,-0.0730000000000002,"10","9","rep/sw/sw","4",2,1,"1/1/1",1,"1/1/1",1,1
"3472","sub22",10,"forced",10,81,"learn",5,5,1,1,0.8,0.769,0,8,74,"R",1,1,1,1,1,1,1,"R",1,1,1,5,81,-0.031,"7","6","sw/sw/sw","6",4,1,"1/1/1",1,"1/1/1",1,1
"3473","sub22",10,"forced",10,82,"learn",2,2,1,1,1.2,1.138,0,8,70,"L",1,1,0,1,1,0,1,"L",1,1,1,2,82,-0.0620000000000001,"11","10","sw/rep/sw","6",5,2,"1/1/1",1,"1/1/1",1,1
"3474","sub22",10,"forced",10,83,"learn",5,2,0,1,0.3,0.298,0,8,75,"R",1,1,0,1,0,0,0,"L",1,0,1,5,83,-0.002,"2","2","rep/rep/rep","0",2,2,"0/1/0",0,"0/1/0",1,1
"3475","sub22",10,"forced",10,84,"learn",6,6,1,1,1.1,1.029,0,8,76,"R",1,0,0,1,1,0,1,"R",1,1,1,6,84,-0.0710000000000002,"10","9","sw/rep/sw","6",5,1,"1/1/1",1,"1/1/1",1,1
"3476","sub22",10,"forced",10,85,"learn",8,2,0,1,0.1,0.084,0,8,67,"R",2,0,1,1,1,0,1,"L",1,0,0,8,85,-0.016,"1","1","sw/rep/sw","6",6,1,"0/0/0",1,"0/0/1",1,1
"3477","sub22",10,"forced",10,86,"learn",4,4,1,0,0.4,0.521,0,8,63,"L",2,1,0,1,0,1,1,"L",2,1,1,4,86,0.121,"4","3","rep/sw/sw","4",8,3,"1/1/1",1,"1/1/1",1,1
"3478","sub22",10,"forced",10,87,"learn",7,6,0,1,0.4,0.455,0,8,74,"R",2,1,0,1,1,1,1,"R",1,1,0,7,87,0.055,"3","3","sw/sw/sw","6",4,2,"1/0/0",0,"1/0/0",1,1
"3479","sub22",10,"forced",10,88,"learn",5,5,1,1,0.9,0.873,0,8,76,"R",1,0,1,1,0,0,1,"R",1,1,1,5,88,-0.027,"8","7","rep/rep/sw","2",7,1,"1/1/1",1,"1/1/1",1,1
"3480","sub22",10,"forced",10,89,"learn",4,6,0,1,0.1,0.171,0,8,64,"L",2,1,1,1,0,0,1,"R",1,0,0,4,89,0.071,"1","1","rep/rep/sw","2",5,1,"0/0/0",1,"0/0/1",1,1
"3481","sub22",10,"forced",10,90,"learn",5,1,0,0,0.4,0.508,0,8,77,"R",1,1,1,1,1,0,1,"L",1,0,1,5,90,0.108,"3","3","sw/rep/sw","6",4,1,"0/1/0",1,"0/1/1",1,1
"3482","sub22",10,"forced",10,91,"learn",8,8,1,1,1.2,1.095,0,8,68,"R",2,0,1,1,1,1,1,"R",2,1,1,8,91,-0.105,"11","10","sw/sw/sw","6",5,2,"1/1/1",1,"1/1/1",1,1
"3483","sub22",10,"forced",10,92,"learn",3,3,1,1,1.2,1.248,0,8,72,"L",2,1,0,1,1,0,1,"L",2,1,1,3,92,0.048,"12","10","sw/rep/sw","6",8,2,"1/1/1",1,"1/1/1",1,1
"3484","sub22",10,"forced",10,93,"learn",8,8,1,1,0.9,0.973,0,8,69,"R",2,1,0,1,1,0,1,"R",2,1,1,8,93,0.073,"9","7","sw/rep/sw","6",3,2,"1/1/1",1,"1/1/1",1,1
"3485","sub22",10,"forced",10,94,"learn",8,8,1,1,1.2,1.174,0,8,70,"R",2,0,0,0,0,0,0,"R",2,1,1,8,94,-0.026,"12","10","rep/rep/rep","0",8,0,"1/1/1",1,"1/1/1",1,1
"3486","sub22",10,"forced",10,96,"learn",1,1,1,0,0.9,0.785,0,8,72,"L",1,1,1,1,0,1,1,"L",1,1,1,1,96,-0.115,"7","7","rep/sw/sw","4",8,1,"1/1/1",1,"1/1/1",1,1
"3487","sub22",10,"forced",11,1,"learn",2,2,1,1,1.1,1.042,0,8,71,"L",1,NA,NA,NA,NA,NA,NA,"L",1,1,1,2,1,-0.0580000000000001,"10","9",NA,NA,1,NA,"1/1/1",1,"1/1/1",1,1
"3488","sub22",10,"forced",11,2,"learn",5,5,1,1,1.1,1.043,0,8,78,"R",1,1,0,1,1,0,1,"R",1,1,1,5,2,-0.0570000000000002,"10","9","sw/rep/sw","6",2,2,"1/1/1",1,"1/1/1",1,1
"3489","sub22",10,"forced",11,3,"learn",2,2,1,1,1.1,1.013,0,8,72,"L",1,1,0,1,1,0,1,"L",1,1,1,2,3,-0.0870000000000002,"10","9","sw/rep/sw","6",5,2,"1/1/1",1,"1/1/1",1,1
"3490","sub22",10,"forced",11,4,"learn",4,1,0,1,0.3,0.358,0,8,65,"L",2,0,1,1,0,0,1,"L",1,1,0,4,4,0.058,"2","2","rep/rep/sw","2",2,1,"1/0/0",0,"1/0/0",1,1
"3491","sub22",10,"forced",11,5,"learn",8,2,0,0,0.3,0.515,0,8,71,"R",2,1,0,1,0,0,1,"L",1,0,0,8,5,0.215,"3","2","rep/rep/sw","2",4,3,"0/0/0",1,"0/0/1",1,1
"3492","sub22",10,"forced",11,6,"learn",2,2,1,1,0.5,0.494,0,8,73,"L",1,1,1,1,0,0,0,"L",1,1,1,2,6,-0.00600000000000001,"3","4","rep/rep/rep","0",8,2,"1/1/1",1,"1/1/1",1,1
"3493","sub22",10,"forced",11,7,"learn",7,7,1,1,0.2,0.135,0,8,76,"R",2,1,1,1,1,1,1,"R",2,1,1,7,7,-0.065,"1","1","sw/sw/sw","6",2,1,"1/1/1",1,"1/1/1",1,1
"3494","sub22",10,"forced",11,8,"learn",3,3,1,1,0.9,0.801,0,8,73,"L",2,1,0,1,1,0,1,"L",2,1,1,3,8,-0.099,"7","7","sw/rep/sw","6",7,3,"1/1/1",1,"1/1/1",1,1
"3495","sub22",10,"forced",11,9,"learn",8,6,0,1,0.6,0.576,0,8,72,"R",2,1,0,1,1,1,1,"R",1,1,0,8,9,-0.024,"4","5","sw/sw/sw","6",3,2,"1/0/0",1,"1/0/1",1,1
"3496","sub22",10,"forced",11,10,"learn",4,1,0,1,0.1,0.112,0,8,66,"L",2,1,0,1,1,0,1,"L",1,1,0,4,10,0.012,"1","1","sw/rep/sw","6",8,3,"1/0/0",0,"1/0/0",1,1
"3497","sub22",10,"forced",11,11,"learn",2,2,1,0,1,0.898,0,8,74,"L",1,0,1,1,0,0,1,"L",1,1,1,2,11,-0.102,"8","8","rep/rep/sw","2",4,1,"1/1/1",1,"1/1/1",1,1
"3498","sub22",10,"forced",11,12,"learn",7,7,1,1,1.2,1.109,0,8,77,"R",2,1,1,1,1,1,1,"R",2,1,1,7,12,-0.091,"11","10","sw/sw/sw","6",2,1,"1/1/1",1,"1/1/1",1,1
"3499","sub22",10,"forced",11,13,"learn",4,4,1,1,1,0.979,0,8,67,"L",2,1,0,1,1,0,1,"L",2,1,1,4,13,-0.021,"9","8","sw/rep/sw","6",7,2,"1/1/1",1,"1/1/1",1,1
"3500","sub22",10,"forced",11,14,"learn",6,6,1,1,1,1.015,0,8,77,"R",1,1,1,1,1,1,1,"R",1,1,1,6,14,0.0149999999999999,"10","8","sw/sw/sw","6",4,2,"1/1/1",1,"1/1/1",1,1
"3501","sub22",10,"forced",11,15,"learn",4,4,1,1,1.2,1.174,0,8,68,"L",2,1,1,1,1,1,1,"L",2,1,1,4,15,-0.026,"12","10","sw/sw/sw","6",6,2,"1/1/1",1,"1/1/1",1,1
"3502","sub22",10,"forced",11,16,"learn",3,1,0,1,0.5,0.503,0,8,74,"L",2,0,0,1,0,1,1,"L",1,1,0,3,16,0.003,"3","4","rep/sw/sw","4",4,1,"1/0/0",1,"1/0/1",1,1
"3503","sub22",10,"forced",11,17,"learn",3,3,1,1,0.6,0.564,0,8,75,"L",2,0,0,0,0,1,1,"L",2,1,1,3,17,-0.036,"4","5","rep/sw/sw","4",3,0,"1/1/1",1,"1/1/1",1,1
"3504","sub22",10,"forced",11,18,"learn",4,4,1,1,0.5,0.475,0,8,69,"L",2,0,0,1,0,0,1,"L",2,1,1,4,18,-0.025,"3","4","rep/rep/sw","2",3,1,"1/1/1",1,"1/1/1",1,1
"3505","sub22",10,"forced",11,19,"learn",2,2,1,1,0.9,0.881,0,8,75,"L",1,0,1,1,0,1,1,"L",1,1,1,2,19,-0.019,"8","7","rep/sw/sw","4",4,1,"1/1/1",1,"1/1/1",1,1
"3506","sub22",10,"forced",11,20,"learn",8,3,0,1,0.2,0.248,0,8,73,"R",2,1,1,1,0,1,1,"L",2,0,1,8,20,0.048,"2","1","rep/sw/sw","4",2,2,"0/1/0",0,"0/1/0",1,1
"3507","sub22",10,"forced",11,21,"learn",3,3,1,0,0.4,0.519,0,8,76,"L",2,1,0,1,0,0,0,"L",2,1,1,3,21,0.119,"4","3","rep/rep/rep","0",8,2,"1/1/1",1,"1/1/1",1,1
"3508","sub22",10,"forced",11,22,"learn",6,7,0,1,0.4,0.47,0,8,78,"R",1,1,1,1,1,0,1,"R",2,1,0,6,22,0.07,"3","3","sw/rep/sw","6",3,1,"1/0/0",0,"1/0/0",1,1
"3509","sub22",10,"forced",11,23,"learn",5,5,1,1,0.9,0.907,0,8,79,"R",1,0,0,1,0,1,1,"R",1,1,1,5,23,0.00700000000000001,"9","7","rep/sw/sw","4",6,1,"1/1/1",1,"1/1/1",1,1
"3510","sub22",10,"forced",11,24,"learn",8,8,1,1,1,0.968,0,8,74,"R",2,0,1,1,0,1,1,"R",2,1,1,8,24,-0.032,"9","8","rep/sw/sw","4",5,2,"1/1/1",1,"1/1/1",1,1
"3511","sub22",10,"forced",11,25,"learn",3,3,1,1,0.8,0.701,0,8,77,"L",2,1,0,1,1,0,1,"L",2,1,1,3,25,-0.0990000000000001,"6","6","sw/rep/sw","6",8,2,"1/1/1",1,"1/1/1",1,1
"3512","sub22",10,"forced",11,26,"learn",5,5,1,0,0.5,0.634,0,8,80,"R",1,1,1,1,1,1,1,"R",1,1,1,5,26,0.134,"5","4","sw/sw/sw","6",3,2,"1/1/1",1,"1/1/1",1,1
"3513","sub22",10,"forced",11,27,"learn",7,6,0,1,0.1,0.105,0,8,78,"R",2,0,1,1,0,0,1,"R",1,1,0,7,27,0.00499999999999999,"1","1","rep/rep/sw","2",5,1,"1/0/0",0,"1/0/0",1,1
"3514","sub22",10,"forced",11,28,"learn",4,3,0,0,0.3,0.475,0,8,70,"L",2,1,0,1,1,1,1,"L",2,1,1,4,28,0.175,"3","2","sw/sw/sw","6",7,2,"1/1/0",0,"1/1/0",1,1
"3515","sub22",10,"forced",11,29,"learn",6,6,1,1,0.4,0.444,0,8,79,"R",1,1,1,1,1,1,1,"R",1,1,1,6,29,0.044,"3","3","sw/sw/sw","6",4,2,"1/1/1",1,"1/1/1",1,1
"3516","sub22",10,"forced",11,30,"learn",1,7,0,1,0.1,0.186,0,8,73,"L",1,1,0,1,0,1,1,"R",2,0,0,1,30,0.086,"1","1","rep/sw/sw","4",6,2,"0/0/0",1,"0/0/1",1,1
"3517","sub22",10,"forced",11,31,"learn",8,5,0,0,0.3,0.507,0,8,75,"R",2,1,1,1,0,1,1,"R",1,1,0,8,31,0.207,"3","2","rep/sw/sw","4",1,1,"1/0/0",0,"1/0/0",1,1
"3518","sub22",10,"forced",11,32,"learn",7,7,1,1,0.9,0.912,0,8,79,"R",2,0,0,1,0,1,1,"R",2,1,1,7,32,0.012,"9","7","rep/sw/sw","4",8,1,"1/1/1",1,"1/1/1",1,1
"3519","sub22",10,"forced",11,33,"learn",4,4,1,1,0.8,0.768,0,8,71,"L",2,1,0,1,1,0,1,"L",2,1,1,4,33,-0.032,"7","6","sw/rep/sw","6",7,2,"1/1/1",1,"1/1/1",1,1
"3520","sub22",10,"forced",11,34,"learn",5,3,0,1,0.2,0.193,0,8,81,"R",1,1,1,1,0,0,1,"L",2,0,0,5,34,-0.00700000000000001,"1","1","rep/rep/sw","2",4,1,"0/0/0",1,"0/0/1",1,1
"3521","sub22",10,"forced",11,35,"learn",7,7,1,1,0.8,0.788,0,8,80,"R",2,0,1,1,1,0,1,"R",2,1,1,7,35,-0.012,"7","6","sw/rep/sw","6",5,1,"1/1/1",1,"1/1/1",1,1
"3522","sub22",10,"forced",11,36,"learn",2,1,0,0,0.7,0.861,0,8,76,"L",1,1,1,1,1,1,1,"L",1,1,1,2,36,0.161,"8","5","sw/sw/sw","6",7,1,"1/1/0",0,"1/1/0",1,1
"3523","sub22",10,"forced",11,37,"learn",6,2,0,0,0.3,0.196,0,8,80,"R",1,1,0,1,0,0,1,"L",1,0,1,6,37,-0.104,"1","2","rep/rep/sw","2",2,3,"0/1/0",1,"0/1/1",1,1
"3524","sub22",10,"forced",11,38,"learn",1,6,0,1,0.2,0.133,0,8,74,"L",1,1,0,1,1,0,1,"R",1,0,1,1,38,-0.067,"1","1","sw/rep/sw","6",6,2,"0/1/0",0,"0/1/0",1,1
"3525","sub22",10,"forced",11,39,"learn",5,1,0,1,0.2,0.253,0,8,82,"R",1,1,0,1,1,0,1,"L",1,0,1,5,39,0.053,"2","1","sw/rep/sw","6",1,3,"0/1/0",1,"0/1/1",1,1
"3526","sub22",10,"forced",11,40,"learn",5,5,1,0,0.8,0.696,0,8,83,"R",1,0,0,0,1,0,1,"R",1,1,1,5,40,-0.104,"6","6","sw/rep/sw","6",5,0,"1/1/1",1,"1/1/1",1,1
"3527","sub22",10,"forced",11,41,"learn",7,7,1,1,0.7,0.704,0,8,81,"R",2,0,1,1,0,1,1,"R",2,1,1,7,41,0.004,"6","5","rep/sw/sw","4",5,1,"1/1/1",1,"1/1/1",1,1
"3528","sub22",10,"forced",11,42,"learn",8,7,0,1,0.2,0.196,0,8,76,"R",2,0,0,1,0,0,0,"R",2,1,1,8,42,-0.004,"1","1","rep/rep/rep","0",7,1,"1/1/0",0,"1/1/0",1,1
"3529","sub22",10,"forced",11,43,"learn",5,5,1,1,0.2,0.22,0,8,84,"R",1,0,1,1,0,1,1,"R",1,1,1,5,43,0.02,"2","1","rep/sw/sw","4",8,2,"1/1/1",1,"1/1/1",1,1
"3530","sub22",10,"forced",11,44,"learn",3,3,1,1,0.5,0.587,0,8,78,"L",2,1,1,1,1,1,1,"L",2,1,1,3,44,0.087,"4","4","sw/sw/sw","6",5,2,"1/1/1",1,"1/1/1",1,1
"3531","sub22",10,"forced",11,45,"learn",3,3,1,1,0.9,0.876,0,8,79,"L",2,0,0,0,0,0,0,"L",2,1,1,3,45,-0.024,"8","7","rep/rep/rep","0",3,0,"1/1/1",1,"1/1/1",1,1
"3532","sub22",10,"forced",11,46,"learn",2,2,1,1,0.5,0.498,0,8,77,"L",1,0,1,1,0,1,1,"L",1,1,1,2,46,-0.002,"3","4","rep/sw/sw","4",3,2,"1/1/1",1,"1/1/1",1,1
"3533","sub22",10,"forced",11,47,"learn",8,5,0,1,1.1,1.071,0,8,77,"R",2,1,1,1,1,0,1,"R",1,1,0,8,47,-0.0290000000000001,"10","9","sw/rep/sw","6",2,2,"1/0/0",0,"1/0/0",1,1
"3534","sub22",10,"forced",11,48,"learn",8,8,1,1,0.2,0.205,0,8,78,"R",2,0,0,0,0,1,1,"R",2,1,1,8,48,0.00499999999999998,"1","1","rep/sw/sw","4",8,0,"1/1/1",1,"1/1/1",1,1
"3535","sub22",10,"forced",11,49,"learn",2,2,1,1,0.8,0.731,0,8,78,"L",1,1,1,1,1,1,1,"L",1,1,1,2,49,-0.0690000000000001,"6","6","sw/sw/sw","6",8,2,"1/1/1",1,"1/1/1",1,1
"3536","sub22",10,"forced",11,50,"learn",7,2,0,1,0.5,0.537,0,8,82,"R",2,1,1,1,0,0,0,"L",1,0,0,7,50,0.037,"4","4","rep/rep/rep","0",2,1,"0/0/0",0,"0/0/0",1,1
"3537","sub22",10,"forced",11,51,"learn",4,5,0,1,0.6,0.63,0,8,72,"L",2,1,0,1,1,0,1,"R",1,0,0,4,51,0.03,"5","5","sw/rep/sw","6",7,2,"0/0/0",0,"0/0/0",1,1
"3538","sub22",10,"forced",11,52,"learn",6,4,0,1,0.2,0.225,0,8,81,"R",1,1,1,1,1,1,1,"L",2,0,0,6,52,0.025,"2","1","sw/sw/sw","6",4,2,"0/0/0",1,"0/0/1",1,1
"3539","sub22",10,"forced",11,53,"learn",4,7,0,1,0.1,0.196,0,8,73,"L",2,1,1,1,1,0,1,"R",2,0,1,4,53,0.096,"1","1","sw/rep/sw","6",6,2,"0/1/0",0,"0/1/0",1,1
"3540","sub22",10,"forced",11,54,"learn",5,2,0,1,0.1,0.183,0,8,85,"R",1,1,1,1,1,1,1,"L",1,0,1,5,54,0.083,"1","1","sw/sw/sw","6",4,1,"0/1/0",0,"0/1/0",1,1
"3541","sub22",10,"forced",11,55,"learn",5,6,0,1,0.1,0.183,0,8,86,"R",1,0,0,0,1,0,1,"R",1,1,1,5,55,0.083,"1","1","sw/rep/sw","6",5,0,"1/1/0",0,"1/1/0",1,1
"3542","sub22",10,"forced",11,56,"learn",8,7,0,1,0.4,0.494,0,8,79,"R",2,0,1,1,0,1,1,"R",2,1,1,8,56,0.094,"3","3","rep/sw/sw","4",5,2,"1/1/0",0,"1/1/0",1,1
"3543","sub22",10,"forced",11,57,"learn",4,4,1,1,0.5,0.558,0,8,74,"L",2,1,0,1,1,0,1,"L",2,1,1,4,57,0.0580000000000001,"4","4","sw/rep/sw","6",8,3,"1/1/1",1,"1/1/1",1,1
"3544","sub22",10,"forced",11,58,"learn",2,2,1,1,0.7,0.675,0,8,79,"L",1,0,1,1,0,1,1,"L",1,1,1,2,58,-0.0249999999999999,"6","5","rep/sw/sw","4",4,1,"1/1/1",1,"1/1/1",1,1
"3545","sub22",10,"forced",11,59,"learn",4,4,1,1,0.7,0.642,0,8,75,"L",2,0,1,1,0,1,1,"L",2,1,1,4,59,-0.0579999999999999,"5","5","rep/sw/sw","4",2,1,"1/1/1",1,"1/1/1",1,1
"3546","sub22",10,"forced",11,60,"learn",6,5,0,1,0.6,0.638,0,8,82,"R",1,1,1,1,1,1,1,"R",1,1,1,6,60,0.038,"5","5","sw/sw/sw","6",4,2,"1/1/0",0,"1/1/0",1,1
"3547","sub22",10,"forced",11,61,"learn",2,2,1,0,0.4,0.54,0,8,80,"L",1,1,0,1,1,0,1,"L",1,1,1,2,61,0.14,"4","3","sw/rep/sw","6",6,3,"1/1/1",1,"1/1/1",1,1
"3548","sub22",10,"forced",11,62,"learn",8,2,0,1,0.1,0.014,0,8,80,"R",2,1,1,1,0,0,0,"L",1,0,0,8,62,-0.086,"1","1","rep/rep/rep","0",2,2,"0/0/0",1,"0/0/1",1,1
"3549","sub22",10,"forced",11,63,"learn",1,4,0,1,1,1.098,0,8,75,"L",1,1,1,1,0,1,1,"L",2,1,0,1,63,0.0980000000000001,"11","8","rep/sw/sw","4",8,1,"1/0/0",0,"1/0/0",1,1
"3550","sub22",10,"forced",11,65,"learn",6,2,0,1,0.2,0.188,0,8,83,"R",1,0,1,1,1,1,1,"L",1,0,1,6,65,-0.012,"1","1","sw/sw/sw","6",7,2,"0/1/0",1,"0/1/1",1,1
"3551","sub22",10,"forced",11,66,"learn",8,8,1,0,1,0.896,0,8,81,"R",2,0,1,1,1,1,1,"R",2,1,1,8,66,-0.104,"8","8","sw/sw/sw","6",6,1,"1/1/1",1,"1/1/1",1,1
"3552","sub22",10,"forced",11,67,"learn",8,8,1,1,0.9,0.932,0,8,82,"R",2,0,0,0,0,0,0,"R",2,1,1,8,67,0.032,"9","7","rep/rep/rep","0",8,0,"1/1/1",1,"1/1/1",1,1
"3553","sub22",10,"forced",11,68,"learn",3,3,1,1,1,1.077,0,8,80,"L",2,1,0,1,1,0,1,"L",2,1,1,3,68,0.077,"10","8","sw/rep/sw","6",8,2,"1/1/1",1,"1/1/1",1,1
"3554","sub22",10,"forced",11,69,"learn",2,2,1,0,0.8,0.911,0,8,81,"L",1,0,1,1,0,1,1,"L",1,1,1,2,69,0.111,"9","6","rep/sw/sw","4",3,2,"1/1/1",1,"1/1/1",1,1
