"","subject","group","taskType","block","trial","phase","stim","resp","corr","timing","PT_planned","PT_actual","missed_stim_deadline","day","iter","hand","couplet","handSwitch","coupletSwitch","fingerSwitch","handSwitch_actual","coupletSwitch_actual","fingerSwitch_actual","respHand","respCouplet","corrHand","corrCouplet","corrresp","trialNum","rt","PT_actual_bins","PT_planned_bins","combinedType","treeDistance","corrresp_prev","nFeatureSwitch","errorType","corrFinger","errorType2"
"16","sub17",5,"forced",5,16,"learn",7,7,1,1,1,0.929,0,8,2,"R",2,0,1,1,0,1,1,"R",2,1,1,7,16,-0.071,"9","8","rep/sw/sw","4",6,2,"1/1/1",1,"1/1/1"
"17","sub17",5,"forced",5,17,"learn",7,7,1,1,0.5,0.41,0,8,3,"R",2,0,0,0,0,0,0,"R",2,1,1,7,17,-0.09,"2","4","rep/rep/rep","0",7,0,"1/1/1",1,"1/1/1"
"18","sub17",5,"forced",5,18,"learn",8,6,0,1,0.3,0.328,0,8,3,"R",2,0,0,1,0,1,1,"R",1,1,0,8,18,0.028,"2","2","rep/sw/sw","4",7,1,"1/0/0",1,"1/0/1"
"19","sub17",5,"forced",5,19,"learn",4,4,1,1,1.1,1.122,0,8,4,"L",2,1,0,1,1,1,1,"L",2,1,1,4,19,0.022,"11","9","sw/sw/sw","6",8,3,"1/1/1",1,"1/1/1"
"20","sub17",5,"forced",5,20,"learn",5,5,1,1,0.5,0.574,0,8,3,"R",1,1,1,1,1,1,1,"R",1,1,1,5,20,0.074,"4","4","sw/sw/sw","6",4,1,"1/1/1",1,"1/1/1"
"21","sub17",5,"forced",5,21,"learn",1,1,1,1,1.1,1.075,0,8,3,"L",1,1,0,1,1,0,1,"L",1,1,1,1,21,-0.0250000000000001,"10","9","sw/rep/sw","6",5,3,"1/1/1",1,"1/1/1"
"22","sub17",5,"forced",5,22,"learn",4,8,0,0,0.1,0.879,0,8,5,"L",2,0,1,1,1,1,1,"R",2,0,1,4,22,0.779,"8","1","sw/sw/sw","6",1,2,"0/1/0",1,"0/1/1"
"23","sub17",5,"forced",5,23,"learn",7,7,1,1,0.4,0.462,0,8,4,"R",2,1,0,1,0,0,1,"R",2,1,1,7,23,0.062,"3","3","rep/rep/sw","2",4,2,"1/1/1",1,"1/1/1"
"24","sub17",5,"forced",5,24,"learn",3,7,0,1,0.5,0.486,0,8,2,"L",2,1,0,1,0,0,0,"R",2,0,1,3,24,-0.014,"3","4","rep/rep/rep","0",7,3,"0/1/0",1,"0/1/1"
"25","sub17",5,"forced",5,25,"learn",2,3,0,0,0.7,0.85,0,8,2,"L",1,0,1,1,1,0,1,"L",2,1,0,2,25,0.15,"8","5","sw/rep/sw","6",3,2,"1/0/0",0,"1/0/0"
"26","sub17",5,"forced",5,26,"learn",1,1,1,1,0.9,0.854,0,8,4,"L",1,0,0,1,0,1,1,"L",1,1,1,1,26,-0.046,"8","7","rep/sw/sw","4",2,1,"1/1/1",1,"1/1/1"
"27","sub17",5,"forced",5,27,"learn",4,4,1,0,1.2,1.083,0,8,6,"L",2,0,1,1,0,1,1,"L",2,1,1,4,27,-0.117,"11","10","rep/sw/sw","4",1,2,"1/1/1",1,"1/1/1"
"28","sub17",5,"forced",5,28,"learn",3,3,1,1,0.5,0.466,0,8,3,"L",2,0,0,1,0,0,1,"L",2,1,1,3,28,-0.034,"3","4","rep/rep/sw","2",4,1,"1/1/1",1,"1/1/1"
"29","sub17",5,"forced",5,29,"learn",3,3,1,1,0.3,0.373,0,8,4,"L",2,0,0,0,0,0,0,"L",2,1,1,3,29,0.073,"2","2","rep/rep/rep","0",3,0,"1/1/1",1,"1/1/1"
"30","sub17",5,"forced",5,30,"learn",1,2,0,1,0.6,0.506,0,8,5,"L",1,0,1,1,0,1,1,"L",1,1,1,1,30,-0.094,"3","5","rep/sw/sw","4",3,1,"1/1/0",0,"1/1/0"
"31","sub17",5,"forced",5,31,"learn",3,3,1,0,0.6,0.758,0,8,5,"L",2,0,1,1,0,1,1,"L",2,1,1,3,31,0.158,"7","5","rep/sw/sw","4",1,1,"1/1/1",1,"1/1/1"
"32","sub17",5,"forced",5,32,"learn",1,1,1,0,0.7,0.576,0,8,6,"L",1,0,1,1,0,1,1,"L",1,1,1,1,32,-0.124,"4","5","rep/sw/sw","4",3,1,"1/1/1",1,"1/1/1"
"33","sub17",5,"forced",5,33,"learn",2,2,1,1,1,1.003,0,8,3,"L",1,0,0,1,0,0,1,"L",1,1,1,2,33,0.00299999999999989,"10","8","rep/rep/sw","2",1,1,"1/1/1",1,"1/1/1"
"34","sub17",5,"forced",5,34,"learn",8,8,1,1,1,0.968,0,8,4,"R",2,1,1,1,1,1,1,"R",2,1,1,8,34,-0.032,"9","8","sw/sw/sw","6",2,2,"1/1/1",1,"1/1/1"
"35","sub17",5,"forced",5,35,"learn",5,5,1,0,0.4,0.701,0,8,4,"R",1,0,1,1,0,1,1,"R",1,1,1,5,35,0.301,"6","3","rep/sw/sw","4",8,2,"1/1/1",1,"1/1/1"
"36","sub17",5,"forced",5,36,"learn",7,7,1,1,0.5,0.493,0,8,5,"R",2,0,1,1,0,1,1,"R",2,1,1,7,36,-0.00700000000000001,"3","4","rep/sw/sw","4",5,1,"1/1/1",1,"1/1/1"
"37","sub17",5,"forced",5,37,"learn",2,2,1,0,0.3,1.073,0,8,4,"L",1,1,1,1,1,1,1,"L",1,1,1,2,37,0.773,"10","2","sw/sw/sw","6",7,1,"1/1/1",1,"1/1/1"
"38","sub17",5,"forced",5,38,"learn",7,7,1,0,0.4,0.593,0,8,6,"R",2,1,1,1,1,1,1,"R",2,1,1,7,38,0.193,"5","3","sw/sw/sw","6",2,1,"1/1/1",1,"1/1/1"
"39","sub17",5,"forced",5,39,"learn",3,6,0,1,0.3,0.267,0,8,6,"L",2,1,0,1,0,1,1,"R",1,0,0,3,39,-0.033,"2","2","rep/sw/sw","4",7,3,"0/0/0",0,"0/0/0"
"40","sub17",5,"forced",5,40,"learn",3,3,1,1,1.1,1.002,0,8,7,"L",2,0,0,0,1,1,1,"L",2,1,1,3,40,-0.0980000000000001,"10","9","sw/sw/sw","6",3,0,"1/1/1",1,"1/1/1"
"41","sub17",5,"forced",5,41,"learn",2,2,1,1,0.8,0.859,0,8,5,"L",1,0,1,1,0,1,1,"L",1,1,1,2,41,0.0589999999999999,"8","6","rep/sw/sw","4",3,2,"1/1/1",1,"1/1/1"
"42","sub17",5,"forced",5,42,"learn",3,3,1,0,0.2,0.52,0,8,8,"L",2,0,1,1,0,1,1,"L",2,1,1,3,42,0.32,"4","1","rep/sw/sw","4",2,2,"1/1/1",1,"1/1/1"
"43","sub17",5,"forced",5,43,"learn",1,1,1,1,1.2,1.086,0,8,7,"L",1,0,1,1,0,1,1,"L",1,1,1,1,43,-0.114,"11","10","rep/sw/sw","4",3,1,"1/1/1",1,"1/1/1"
"44","sub17",5,"forced",5,44,"learn",1,2,0,1,0.3,0.373,0,8,8,"L",1,0,0,0,0,0,1,"L",1,1,1,1,44,0.073,"2","2","rep/rep/sw","2",1,0,"1/1/0",0,"1/1/0"
"45","sub17",5,"forced",5,45,"learn",4,4,1,0,0.5,0.631,0,8,7,"L",2,0,1,1,0,1,1,"L",2,1,1,4,45,0.131,"5","4","rep/sw/sw","4",1,2,"1/1/1",1,"1/1/1"
"46","sub17",5,"forced",5,46,"learn",2,4,0,1,0.1,0.092,0,8,6,"L",1,0,1,1,0,0,0,"L",2,1,0,2,46,-0.00800000000000001,"1","1","rep/rep/rep","0",4,1,"1/0/0",1,"1/0/1"
"47","sub17",5,"forced",5,47,"learn",6,5,0,0,0.7,0.868,0,8,4,"R",1,1,0,1,1,1,1,"R",1,1,1,6,47,0.168,"8","5","sw/sw/sw","6",2,3,"1/1/0",0,"1/1/0"
"48","sub17",5,"forced",5,48,"learn",4,4,1,0,1,1.614,0,8,8,"L",2,1,1,1,1,1,1,"L",2,1,1,4,48,0.614,"12","8","sw/sw/sw","6",6,2,"1/1/1",1,"1/1/1"
"49","sub17",5,"forced",5,49,"learn",6,6,1,1,0.9,0.922,0,8,5,"R",1,1,1,1,1,1,1,"R",1,1,1,6,49,0.022,"9","7","sw/sw/sw","6",4,2,"1/1/1",1,"1/1/1"
"50","sub17",5,"forced",5,50,"learn",8,8,1,0,0.4,0.543,0,8,5,"R",2,0,1,1,0,1,1,"R",2,1,1,8,50,0.143,"4","3","rep/sw/sw","4",6,1,"1/1/1",1,"1/1/1"
"51","sub17",5,"forced",5,51,"learn",8,8,1,1,0.2,0.214,0,8,6,"R",2,0,0,0,0,0,0,"R",2,1,1,8,51,0.014,"1","1","rep/rep/rep","0",8,0,"1/1/1",1,"1/1/1"
"52","sub17",5,"forced",5,52,"learn",6,6,1,1,0.5,0.515,0,8,6,"R",1,0,1,1,0,1,1,"R",1,1,1,6,52,0.015,"3","4","rep/sw/sw","4",8,1,"1/1/1",1,"1/1/1"
"53","sub17",5,"forced",5,53,"learn",3,4,0,1,0.6,0.638,0,8,9,"L",2,1,1,1,1,1,1,"L",2,1,1,3,53,0.038,"5","5","sw/sw/sw","6",6,1,"1/1/0",0,"1/1/0"
"54","sub17",5,"forced",5,54,"learn",4,4,1,0,1.2,1.064,0,8,9,"L",2,0,0,1,0,0,0,"L",2,1,1,4,54,-0.136,"10","10","rep/rep/rep","0",3,1,"1/1/1",1,"1/1/1"
"55","sub17",5,"forced",5,55,"learn",2,4,0,0,0.3,0.178,0,8,7,"L",1,0,1,1,0,0,0,"L",2,1,0,2,55,-0.122,"1","2","rep/rep/rep","0",4,1,"1/0/0",1,"1/0/1"
"56","sub17",5,"forced",5,56,"learn",8,7,0,0,0.5,0.709,0,8,7,"R",2,1,1,1,1,0,1,"R",2,1,1,8,56,0.209,"6","4","sw/rep/sw","6",2,2,"1/1/0",0,"1/1/0"
"57","sub17",5,"forced",5,57,"learn",2,2,1,1,1,0.984,0,8,8,"L",1,1,1,1,1,1,1,"L",1,1,1,2,57,-0.016,"9","8","sw/sw/sw","6",8,2,"1/1/1",1,"1/1/1"
"58","sub17",5,"forced",5,58,"learn",5,5,1,1,1,0.995,0,8,5,"R",1,1,0,1,1,0,1,"R",1,1,1,5,58,-0.005,"10","8","sw/rep/sw","6",2,2,"1/1/1",1,"1/1/1"
"59","sub17",5,"forced",5,59,"learn",7,7,1,1,1,1.099,0,8,7,"R",2,0,1,1,0,1,1,"R",2,1,1,7,59,0.099,"11","8","rep/sw/sw","4",5,1,"1/1/1",1,"1/1/1"
"60","sub17",5,"forced",5,60,"learn",6,6,1,1,1,0.933,0,8,7,"R",1,0,1,1,0,1,1,"R",1,1,1,6,60,-0.0669999999999999,"9","8","rep/sw/sw","4",7,2,"1/1/1",1,"1/1/1"
"61","sub17",5,"forced",5,61,"learn",2,6,0,1,0.4,0.4,0,8,9,"L",1,1,0,1,0,0,0,"R",1,0,1,2,61,0,"2","3","rep/rep/rep","0",6,3,"0/1/0",1,"0/1/1"
"62","sub17",5,"forced",5,62,"learn",3,7,0,1,0.1,0.107,0,8,10,"L",2,0,1,1,0,1,1,"R",2,0,1,3,62,0.00699999999999999,"1","1","rep/sw/sw","4",2,2,"0/1/0",1,"0/1/1"
"63","sub17",5,"forced",5,63,"learn",7,7,1,1,0.8,0.892,0,8,8,"R",2,1,0,1,0,0,0,"R",2,1,1,7,63,0.092,"8","6","rep/rep/rep","0",3,3,"1/1/1",1,"1/1/1"
"64","sub17",5,"forced",5,64,"learn",4,4,1,1,1,0.927,0,8,10,"L",2,1,0,1,1,0,1,"L",2,1,1,4,64,-0.073,"9","8","sw/rep/sw","6",7,2,"1/1/1",1,"1/1/1"
"65","sub17",5,"forced",5,65,"learn",1,2,0,1,0.6,0.589,0,8,9,"L",1,0,1,1,0,1,1,"L",1,1,1,1,65,-0.011,"5","5","rep/sw/sw","4",4,2,"1/1/0",0,"1/1/0"
"66","sub17",5,"forced",5,66,"learn",8,8,1,1,1.2,1.239,0,8,8,"R",2,1,1,1,1,1,1,"R",2,1,1,8,66,0.0390000000000001,"12","10","sw/sw/sw","6",1,1,"1/1/1",1,"1/1/1"
"67","sub17",5,"forced",5,67,"learn",4,7,0,1,0.3,0.229,0,8,11,"L",2,1,0,1,0,0,1,"R",2,0,1,4,67,-0.071,"2","2","rep/rep/sw","2",8,3,"0/1/0",0,"0/1/0"
"68","sub17",5,"forced",5,68,"learn",1,1,1,0,0.8,0.648,0,8,10,"L",1,0,1,1,1,1,1,"L",1,1,1,1,68,-0.152,"5","6","sw/sw/sw","6",4,2,"1/1/1",1,"1/1/1"
"69","sub17",5,"forced",5,69,"learn",3,3,1,1,1,0.92,0,8,11,"L",2,0,1,1,0,1,1,"L",2,1,1,3,69,-0.08,"9","8","rep/sw/sw","4",1,1,"1/1/1",1,"1/1/1"
"70","sub17",5,"forced",5,70,"learn",7,7,1,0,0.5,0.607,0,8,9,"R",2,1,0,1,1,0,1,"R",2,1,1,7,70,0.107,"5","4","sw/rep/sw","6",3,3,"1/1/1",1,"1/1/1"
"71","sub17",5,"forced",5,71,"learn",6,6,1,0,0.2,1.037,0,8,8,"R",1,0,1,1,0,1,1,"R",1,1,1,6,71,0.837,"10","1","rep/sw/sw","4",7,2,"1/1/1",1,"1/1/1"
"72","sub17",5,"forced",5,72,"learn",6,6,1,1,0.7,0.72,0,8,9,"R",1,0,0,0,0,0,0,"R",1,1,1,6,72,0.02,"6","5","rep/rep/rep","0",6,0,"1/1/1",1,"1/1/1"
"73","sub17",5,"forced",5,73,"learn",8,8,1,1,1.1,1.037,0,8,9,"R",2,0,1,1,0,1,1,"R",2,1,1,8,73,-0.0630000000000002,"10","9","rep/sw/sw","4",6,1,"1/1/1",1,"1/1/1"
"74","sub17",5,"forced",5,74,"learn",5,5,1,1,1,0.946,0,8,6,"R",1,0,1,1,0,1,1,"R",1,1,1,5,74,-0.054,"9","8","rep/sw/sw","4",8,2,"1/1/1",1,"1/1/1"
"75","sub17",5,"forced",5,75,"learn",3,7,0,1,0.3,0.283,0,8,12,"L",2,1,1,1,0,1,1,"R",2,0,1,3,75,-0.017,"2","2","rep/sw/sw","4",5,2,"0/1/0",1,"0/1/1"
"76","sub17",5,"forced",5,76,"learn",2,2,1,1,0.6,0.69,0,8,10,"L",1,0,1,1,1,1,1,"L",1,1,1,2,76,0.09,"6","5","sw/sw/sw","6",3,2,"1/1/1",1,"1/1/1"
"77","sub17",5,"forced",5,77,"learn",7,4,0,1,0.5,0.587,0,8,10,"R",2,1,1,1,0,1,1,"L",2,0,1,7,77,0.087,"4","4","rep/sw/sw","4",2,1,"0/1/0",0,"0/1/0"
"78","sub17",5,"forced",5,78,"learn",4,4,1,1,0.8,0.705,0,8,12,"L",2,1,0,1,0,0,0,"L",2,1,1,4,78,-0.0950000000000001,"6","6","rep/rep/rep","0",7,2,"1/1/1",1,"1/1/1"
"79","sub17",5,"forced",5,79,"learn",1,1,1,0,0.9,0.752,0,8,11,"L",1,0,1,1,0,1,1,"L",1,1,1,1,79,-0.148,"7","7","rep/sw/sw","4",4,2,"1/1/1",1,"1/1/1"
"80","sub17",5,"forced",5,80,"learn",5,6,0,0,0.2,0.082,0,8,7,"R",1,1,0,1,1,0,1,"R",1,1,1,5,80,-0.118,"1","1","sw/rep/sw","6",1,3,"1/1/0",0,"1/1/0"
"81","sub17",5,"forced",5,81,"learn",7,3,0,1,0.8,0.778,0,8,11,"R",2,0,1,1,1,1,1,"L",2,0,1,7,81,-0.022,"7","6","sw/sw/sw","6",5,1,"0/1/0",1,"0/1/1"
"82","sub17",5,"forced",5,82,"learn",2,7,0,1,0.2,0.161,0,8,11,"L",1,1,1,1,1,0,1,"R",2,0,0,2,82,-0.039,"1","1","sw/rep/sw","6",7,1,"0/0/0",0,"0/0/0"
"83","sub17",5,"forced",5,83,"learn",4,4,1,1,1.1,1.019,0,8,13,"L",2,0,1,1,1,0,1,"L",2,1,1,4,83,-0.0810000000000002,"10","9","sw/rep/sw","6",2,1,"1/1/1",1,"1/1/1"
"84","sub17",5,"forced",5,84,"learn",7,7,1,1,1.1,1.067,0,8,12,"R",2,1,0,1,1,0,1,"R",2,1,1,7,84,-0.0330000000000001,"10","9","sw/rep/sw","6",4,2,"1/1/1",1,"1/1/1"
"85","sub17",5,"forced",5,85,"learn",4,5,0,1,0.2,0.148,0,8,14,"L",2,1,0,1,0,1,1,"R",1,0,0,4,85,-0.052,"1","1","rep/sw/sw","4",7,2,"0/0/0",0,"0/0/0"
"86","sub17",5,"forced",5,86,"learn",6,8,0,1,0.1,0.058,0,8,10,"R",1,1,1,1,0,1,1,"R",2,1,0,6,86,-0.042,"1","1","rep/sw/sw","4",4,2,"1/0/0",1,"1/0/1"
"87","sub17",5,"forced",5,87,"learn",5,4,0,1,0.2,0.184,0,8,8,"R",1,0,0,1,1,0,1,"L",2,0,0,5,87,-0.016,"1","1","sw/rep/sw","6",6,1,"0/0/0",0,"0/0/0"
"88","sub17",5,"forced",5,88,"learn",2,2,1,1,1.1,1.111,0,8,12,"L",1,1,0,1,0,1,1,"L",1,1,1,2,88,0.0109999999999999,"11","9","rep/sw/sw","4",5,2,"1/1/1",1,"1/1/1"
"89","sub17",5,"forced",5,89,"learn",5,5,1,1,0.4,0.496,0,8,9,"R",1,1,0,1,1,0,1,"R",1,1,1,5,89,0.096,"3","3","sw/rep/sw","6",2,2,"1/1/1",1,"1/1/1"
"90","sub17",5,"forced",5,90,"learn",3,3,1,1,1.2,1.191,0,8,13,"L",2,1,1,1,1,1,1,"L",2,1,1,3,90,-0.0089999999999999,"12","10","sw/sw/sw","6",5,2,"1/1/1",1,"1/1/1"
"91","sub17",5,"forced",5,91,"learn",6,6,1,1,0.6,0.639,0,8,11,"R",1,1,1,1,1,1,1,"R",1,1,1,6,91,0.039,"5","5","sw/sw/sw","6",3,1,"1/1/1",1,"1/1/1"
"92","sub17",5,"forced",5,92,"learn",7,7,1,1,0.4,0.437,0,8,13,"R",2,0,1,1,0,1,1,"R",2,1,1,7,92,0.037,"3","3","rep/sw/sw","4",6,2,"1/1/1",1,"1/1/1"
"93","sub17",5,"forced",5,93,"learn",5,5,1,0,0.4,0.612,0,8,10,"R",1,0,1,1,0,1,1,"R",1,1,1,5,93,0.212,"5","3","rep/sw/sw","4",7,1,"1/1/1",1,"1/1/1"
"94","sub17",5,"forced",5,94,"learn",5,5,1,1,0.8,0.705,0,8,11,"R",1,0,0,0,0,0,0,"R",1,1,1,5,94,-0.0950000000000001,"6","6","rep/rep/rep","0",5,0,"1/1/1",1,"1/1/1"
"95","sub17",5,"forced",5,95,"learn",2,7,0,0,0.2,0.076,0,8,13,"L",1,1,0,1,0,1,1,"R",2,0,0,2,95,-0.124,"1","1","rep/sw/sw","4",5,2,"0/0/0",0,"0/0/0"
"96","sub17",5,"forced",5,96,"learn",8,7,0,1,1.2,1.195,0,8,10,"R",2,1,1,1,0,0,0,"R",2,1,1,8,96,-0.00499999999999989,"12","10","rep/rep/rep","0",2,2,"1/1/0",0,"1/1/0"
"97","sub17",5,"forced",6,1,"learn",5,5,1,1,0.9,0.839,0,8,12,"R",1,NA,NA,NA,NA,NA,NA,"R",1,1,1,5,1,-0.0610000000000001,"8","7",NA,NA,8,NA,"1/1/1",1,"1/1/1"
"98","sub17",5,"forced",6,2,"learn",7,7,1,1,0.7,0.727,0,8,14,"R",2,0,1,1,0,1,1,"R",2,1,1,7,2,0.027,"6","5","rep/sw/sw","4",5,1,"1/1/1",1,"1/1/1"
"99","sub17",5,"forced",6,3,"learn",2,2,1,1,0.6,0.551,0,8,14,"L",1,1,1,1,1,1,1,"L",1,1,1,2,3,-0.0489999999999999,"4","5","sw/sw/sw","6",7,1,"1/1/1",1,"1/1/1"
"100","sub17",5,"forced",6,4,"learn",5,5,1,0,1.1,0.976,0,8,13,"R",1,1,0,1,1,0,1,"R",1,1,1,5,4,-0.124,"9","9","sw/rep/sw","6",2,2,"1/1/1",1,"1/1/1"
"101","sub17",5,"forced",6,5,"learn",5,5,1,1,0.4,0.418,0,8,14,"R",1,0,0,0,0,0,0,"R",1,1,1,5,5,0.018,"2","3","rep/rep/rep","0",5,0,"1/1/1",1,"1/1/1"
"102","sub17",5,"forced",6,6,"learn",4,4,1,1,1.2,1.108,0,8,15,"L",2,1,1,1,1,1,1,"L",2,1,1,4,6,-0.0919999999999999,"11","10","sw/sw/sw","6",5,1,"1/1/1",1,"1/1/1"
"103","sub17",5,"forced",6,7,"learn",2,2,1,1,0.6,0.62,0,8,15,"L",1,0,1,1,0,1,1,"L",1,1,1,2,7,0.02,"5","5","rep/sw/sw","4",4,1,"1/1/1",1,"1/1/1"
"104","sub17",5,"forced",6,9,"learn",2,2,1,1,0.7,0.633,0,8,16,"L",1,1,0,1,1,0,1,"L",1,1,1,2,9,-0.0669999999999999,"5","5","sw/rep/sw","6",2,0,"1/1/1",1,"1/1/1"
"105","sub17",5,"forced",6,10,"learn",7,7,1,1,1.2,1.11,0,8,15,"R",2,1,1,1,1,1,1,"R",2,1,1,7,10,-0.0899999999999999,"11","10","sw/sw/sw","6",2,1,"1/1/1",1,"1/1/1"
"106","sub17",5,"forced",6,11,"learn",8,8,1,0,0.7,0.815,0,8,11,"R",2,0,0,1,0,0,1,"R",2,1,1,8,11,0.115,"7","5","rep/rep/sw","2",7,1,"1/1/1",1,"1/1/1"
"107","sub17",5,"forced",6,12,"learn",2,1,0,1,0.4,0.412,0,8,17,"L",1,1,1,1,1,1,1,"L",1,1,1,2,12,0.012,"2","3","sw/sw/sw","6",8,2,"1/1/0",0,"1/1/0"
"108","sub17",5,"forced",6,13,"learn",3,7,0,0,0.4,0.538,0,8,14,"L",2,0,1,1,1,1,1,"R",2,0,1,3,13,0.138,"4","3","sw/sw/sw","6",2,2,"0/1/0",1,"0/1/1"
"109","sub17",5,"forced",6,14,"learn",5,5,1,0,0.6,0.721,0,8,16,"R",1,1,1,1,0,1,1,"R",1,1,1,5,14,0.121,"6","5","rep/sw/sw","4",3,2,"1/1/1",1,"1/1/1"
"110","sub17",5,"forced",6,15,"learn",3,3,1,0,0.9,0.798,0,8,15,"L",2,1,1,1,1,1,1,"L",2,1,1,3,15,-0.102,"7","7","sw/sw/sw","6",5,2,"1/1/1",1,"1/1/1"
"111","sub17",5,"forced",6,16,"learn",5,5,1,1,1.1,1.007,0,8,17,"R",1,1,1,1,1,1,1,"R",1,1,1,5,16,-0.0930000000000002,"10","9","sw/sw/sw","6",3,2,"1/1/1",1,"1/1/1"
"112","sub17",5,"forced",6,17,"learn",4,1,0,1,0.3,0.215,0,8,16,"L",2,1,1,1,1,0,1,"L",1,1,0,4,17,-0.085,"1","2","sw/rep/sw","6",5,1,"1/0/0",0,"1/0/0"
"113","sub17",5,"forced",6,18,"learn",5,5,1,0,0.4,0.512,0,8,18,"R",1,1,1,1,1,0,1,"R",1,1,1,5,18,0.112,"3","3","sw/rep/sw","6",4,1,"1/1/1",1,"1/1/1"
"114","sub17",5,"forced",6,19,"learn",1,1,1,0,0.1,0.21,0,8,12,"L",1,1,0,1,1,0,1,"L",1,1,1,1,19,0.11,"1","1","sw/rep/sw","6",5,3,"1/1/1",1,"1/1/1"
"115","sub17",5,"forced",6,20,"learn",2,2,1,0,1.1,0.988,0,8,18,"L",1,0,0,1,0,0,1,"L",1,1,1,2,20,-0.112,"9","9","rep/rep/sw","2",1,1,"1/1/1",1,"1/1/1"
"116","sub17",5,"forced",6,21,"learn",3,3,1,0,1,0.896,0,8,16,"L",2,0,1,1,0,1,1,"L",2,1,1,3,21,-0.104,"8","8","rep/sw/sw","4",2,2,"1/1/1",1,"1/1/1"
"117","sub17",5,"forced",6,22,"learn",1,1,1,1,1,1.01,0,8,13,"L",1,0,1,1,0,1,1,"L",1,1,1,1,22,0.01,"10","8","rep/sw/sw","4",3,1,"1/1/1",1,"1/1/1"
