"","subject","group","taskType","block","trial","phase","stim","resp","corr","timing","PT_planned","PT_actual","missed_stim_deadline","day","iter","hand","couplet","handSwitch","coupletSwitch","fingerSwitch","handSwitch_actual","coupletSwitch_actual","fingerSwitch_actual","respHand","respCouplet","corrHand","corrCouplet","corrresp","trialNum","rt","PT_actual_bins","PT_planned_bins","combinedType","treeDistance","corrresp_prev","nFeatureSwitch","errorType","corrFinger","errorType2"
"1710","sub19",7,"forced",6,86,"learn",7,7,1,0,0.5,0.614,0,8,21,"R",2,0,0,0,0,0,0,"R",2,1,1,7,86,0.114,"5","4","rep/rep/rep","0",7,0,"1/1/1",1,"1/1/1"
"1711","sub19",7,"forced",6,87,"learn",3,3,1,0,0.7,0.831,0,8,28,"L",2,1,0,1,1,0,1,"L",2,1,1,3,87,0.131,"8","5","sw/rep/sw","6",7,3,"1/1/1",1,"1/1/1"
"1712","sub19",7,"forced",6,88,"learn",1,5,0,0,0.4,0.563,0,8,23,"L",1,0,1,1,1,1,1,"R",1,0,1,1,88,0.163,"4","3","sw/sw/sw","6",3,1,"0/1/0",1,"0/1/1"
"1713","sub19",7,"forced",6,89,"learn",7,7,1,0,0.5,0.639,0,8,22,"R",2,1,1,1,0,1,1,"R",2,1,1,7,89,0.139,"5","4","rep/sw/sw","4",1,2,"1/1/1",1,"1/1/1"
"1714","sub19",7,"forced",6,90,"learn",6,1,0,1,0.1,0.149,0,8,26,"R",1,0,1,1,1,1,1,"L",1,0,1,6,90,0.049,"1","1","sw/sw/sw","6",7,2,"0/1/0",0,"0/1/0"
"1715","sub19",7,"forced",6,91,"learn",7,7,1,1,1.1,1.104,0,8,23,"R",2,0,1,1,1,1,1,"R",2,1,1,7,91,0.004,"11","9","sw/sw/sw","6",6,2,"1/1/1",1,"1/1/1"
"1716","sub19",7,"forced",6,92,"learn",7,7,1,1,1.2,1.137,0,8,24,"R",2,0,0,0,0,0,0,"R",2,1,1,7,92,-0.0629999999999999,"11","10","rep/rep/rep","0",7,0,"1/1/1",1,"1/1/1"
"1717","sub19",7,"forced",6,93,"learn",3,3,1,1,1,0.965,0,8,29,"L",2,1,0,1,1,0,1,"L",2,1,1,3,93,-0.035,"9","8","sw/rep/sw","6",7,3,"1/1/1",1,"1/1/1"
"1718","sub19",7,"forced",6,94,"learn",1,2,0,0,0.3,0.558,0,8,24,"L",1,0,1,1,0,1,1,"L",1,1,1,1,94,0.258,"4","2","rep/sw/sw","4",3,1,"1/1/0",0,"1/1/0"
"1719","sub19",7,"forced",6,95,"learn",1,1,1,1,0.9,0.91,0,8,25,"L",1,0,0,0,0,0,1,"L",1,1,1,1,95,0.01,"9","7","rep/rep/sw","2",1,0,"1/1/1",1,"1/1/1"
"1720","sub19",7,"forced",6,96,"learn",6,6,1,0,0.5,1.265,0,8,27,"R",1,1,0,1,1,0,1,"R",1,1,1,6,96,0.765,"12","4","sw/rep/sw","6",1,2,"1/1/1",1,"1/1/1"
"1721","sub19",7,"forced",7,1,"learn",7,7,1,1,1,0.967,0,8,25,"R",2,NA,NA,NA,NA,NA,NA,"R",2,1,1,7,1,-0.033,"9","8",NA,NA,6,NA,"1/1/1",1,"1/1/1"
"1722","sub19",7,"forced",7,2,"learn",8,8,1,0,0.6,0.749,0,8,18,"R",2,0,0,1,0,0,1,"R",2,1,1,8,2,0.149,"7","5","rep/rep/sw","2",7,1,"1/1/1",1,"1/1/1"
"1723","sub19",7,"forced",7,3,"learn",2,2,1,1,0.8,0.818,0,8,22,"L",1,1,1,1,1,1,1,"L",1,1,1,2,3,0.0179999999999999,"7","6","sw/sw/sw","6",8,2,"1/1/1",1,"1/1/1"
"1724","sub19",7,"forced",7,4,"learn",2,2,1,0,0.3,0.445,0,8,23,"L",1,0,0,0,0,0,0,"L",1,1,1,2,4,0.145,"3","2","rep/rep/rep","0",2,0,"1/1/1",1,"1/1/1"
"1725","sub19",7,"forced",7,5,"learn",3,3,1,1,0.9,0.814,0,8,30,"L",2,0,1,1,0,1,1,"L",2,1,1,3,5,-0.0860000000000001,"7","7","rep/sw/sw","4",2,2,"1/1/1",1,"1/1/1"
"1726","sub19",7,"forced",7,6,"learn",7,4,0,1,0.1,0.18,0,8,26,"R",2,1,0,1,0,0,1,"L",2,0,1,7,6,0.08,"1","1","rep/rep/sw","2",3,3,"0/1/0",0,"0/1/0"
"1727","sub19",7,"forced",7,7,"learn",2,2,1,1,1,0.969,0,8,24,"L",1,1,1,1,0,1,1,"L",1,1,1,2,7,-0.031,"9","8","rep/sw/sw","4",7,1,"1/1/1",1,"1/1/1"
"1728","sub19",7,"forced",7,8,"learn",6,6,1,1,1.1,1.084,0,8,28,"R",1,1,0,1,1,0,1,"R",1,1,1,6,8,-0.016,"11","9","sw/rep/sw","6",2,3,"1/1/1",1,"1/1/1"
"1729","sub19",7,"forced",7,9,"learn",2,2,1,1,1.1,1.042,0,8,25,"L",1,1,0,1,1,0,1,"L",1,1,1,2,9,-0.0580000000000001,"10","9","sw/rep/sw","6",6,3,"1/1/1",1,"1/1/1"
"1730","sub19",7,"forced",7,10,"learn",6,8,0,1,0.2,0.181,0,8,29,"R",1,1,0,1,1,1,1,"R",2,1,0,6,10,-0.019,"1","1","sw/sw/sw","6",2,3,"1/0/0",1,"1/0/1"
"1731","sub19",7,"forced",7,11,"learn",3,7,0,1,0.8,0.841,0,8,31,"L",2,1,1,1,0,0,1,"R",2,0,1,3,11,0.0409999999999999,"8","6","rep/rep/sw","2",6,1,"0/1/0",1,"0/1/1"
"1732","sub19",7,"forced",7,12,"learn",6,6,1,0,0.4,0.638,0,8,30,"R",1,1,1,1,0,1,1,"R",1,1,1,6,12,0.238,"5","3","rep/sw/sw","4",3,1,"1/1/1",1,"1/1/1"
"1733","sub19",7,"forced",7,13,"learn",5,2,0,0,0.6,0.769,0,8,26,"R",1,0,0,1,1,0,1,"L",1,0,1,5,13,0.169,"7","5","sw/rep/sw","6",6,1,"0/1/0",0,"0/1/0"
"1734","sub19",7,"forced",7,14,"learn",3,3,1,0,0.1,0.864,0,8,32,"L",2,1,1,1,0,1,1,"L",2,1,1,3,14,0.764,"8","1","rep/sw/sw","4",5,2,"1/1/1",1,"1/1/1"
"1735","sub19",7,"forced",7,15,"learn",3,5,0,1,0.1,0.198,0,8,33,"L",2,0,0,0,1,1,1,"R",1,0,0,3,15,0.098,"1","1","sw/sw/sw","6",3,0,"0/0/0",1,"0/0/1"
"1736","sub19",7,"forced",7,16,"learn",7,6,0,0,0.6,0.717,0,8,27,"R",2,1,0,1,0,0,1,"R",1,1,0,7,16,0.117,"6","5","rep/rep/sw","2",3,3,"1/0/0",0,"1/0/0"
"1737","sub19",7,"forced",7,17,"learn",2,2,1,0,0.3,0.722,0,8,26,"L",1,1,1,1,1,0,1,"L",1,1,1,2,17,0.422,"6","2","sw/rep/sw","6",7,1,"1/1/1",1,"1/1/1"
"1738","sub19",7,"forced",7,18,"learn",4,7,0,1,0.1,0.166,0,8,25,"L",2,0,1,1,1,1,1,"R",2,0,1,4,18,0.066,"1","1","sw/sw/sw","6",2,1,"0/1/0",0,"0/1/0"
"1739","sub19",7,"forced",7,19,"learn",8,8,1,1,1.1,1.026,0,8,19,"R",2,1,0,1,0,0,1,"R",2,1,1,8,19,-0.0740000000000001,"10","9","rep/rep/sw","2",4,3,"1/1/1",1,"1/1/1"
"1740","sub19",7,"forced",7,20,"learn",7,5,0,1,0.6,0.587,0,8,28,"R",2,0,0,1,0,1,1,"R",1,1,0,7,20,-0.013,"4","5","rep/sw/sw","4",8,1,"1/0/0",1,"1/0/1"
"1741","sub19",7,"forced",7,21,"learn",8,4,0,0,0.2,0.434,0,8,20,"R",2,0,0,1,1,1,1,"L",2,0,1,8,21,0.234,"2","1","sw/sw/sw","6",7,1,"0/1/0",1,"0/1/1"
"1742","sub19",7,"forced",7,22,"learn",3,3,1,0,0.8,0.932,0,8,34,"L",2,1,0,1,0,0,1,"L",2,1,1,3,22,0.132,"9","6","rep/rep/sw","2",8,2,"1/1/1",1,"1/1/1"
"1743","sub19",7,"forced",7,23,"learn",3,3,1,0,0.2,0.339,0,8,35,"L",2,0,0,0,0,0,0,"L",2,1,1,3,23,0.139,"2","1","rep/rep/rep","0",3,0,"1/1/1",1,"1/1/1"
"1744","sub19",7,"forced",7,24,"learn",5,7,0,1,0.8,0.834,0,8,27,"R",1,1,1,1,1,0,1,"R",2,1,0,5,24,0.0339999999999999,"8","6","sw/rep/sw","6",3,2,"1/0/0",1,"1/0/1"
"1745","sub19",7,"forced",7,25,"learn",6,3,0,1,1.2,1.167,0,8,31,"R",1,0,0,1,1,0,1,"L",2,0,0,6,25,-0.0329999999999999,"12","10","sw/rep/sw","6",5,1,"0/0/0",0,"0/0/0"
"1746","sub19",7,"forced",7,26,"learn",2,6,0,1,0.1,0.139,0,8,27,"L",1,1,0,1,1,1,1,"R",1,0,1,2,26,0.039,"1","1","sw/sw/sw","6",6,3,"0/1/0",1,"0/1/1"
"1747","sub19",7,"forced",7,27,"learn",3,3,1,1,1.1,1.131,0,8,36,"L",2,0,1,1,1,1,1,"L",2,1,1,3,27,0.0309999999999999,"11","9","sw/sw/sw","6",2,2,"1/1/1",1,"1/1/1"
"1748","sub19",7,"forced",7,28,"learn",7,7,1,1,1.1,1.041,0,8,29,"R",2,1,0,1,1,0,1,"R",2,1,1,7,28,-0.0590000000000002,"10","9","sw/rep/sw","6",3,3,"1/1/1",1,"1/1/1"
"1749","sub19",7,"forced",7,29,"learn",6,2,0,1,1.2,1.155,0,8,32,"R",1,0,1,1,1,1,1,"L",1,0,1,6,29,-0.0449999999999999,"11","10","sw/sw/sw","6",7,2,"0/1/0",1,"0/1/1"
"1750","sub19",7,"forced",7,30,"learn",8,8,1,1,1.1,1.039,0,8,21,"R",2,0,1,1,1,1,1,"R",2,1,1,8,30,-0.0610000000000002,"10","9","sw/sw/sw","6",6,1,"1/1/1",1,"1/1/1"
"1751","sub19",7,"forced",7,31,"learn",8,8,1,1,1,0.917,0,8,22,"R",2,0,0,0,0,0,0,"R",2,1,1,8,31,-0.083,"9","8","rep/rep/rep","0",8,0,"1/1/1",1,"1/1/1"
"1752","sub19",7,"forced",7,32,"learn",1,1,1,0,0.4,0.73,0,8,26,"L",1,1,1,1,1,1,1,"L",1,1,1,1,32,0.33,"6","3","sw/sw/sw","6",8,1,"1/1/1",1,"1/1/1"
"1753","sub19",7,"forced",7,33,"learn",5,6,0,0,0.4,0.933,0,8,28,"R",1,1,0,1,1,0,1,"R",1,1,1,5,33,0.533,"9","3","sw/rep/sw","6",1,3,"1/1/0",0,"1/1/0"
"1754","sub19",7,"forced",7,34,"learn",5,5,1,0,1,1.42,0,8,29,"R",1,0,0,0,0,0,1,"R",1,1,1,5,34,0.42,"12","8","rep/rep/sw","2",5,0,"1/1/1",1,"1/1/1"
"1755","sub19",7,"forced",7,35,"learn",8,8,1,1,0.5,0.523,0,8,23,"R",2,0,1,1,0,1,1,"R",2,1,1,8,35,0.023,"4","4","rep/sw/sw","4",5,2,"1/1/1",1,"1/1/1"
"1756","sub19",7,"forced",7,36,"learn",7,7,1,0,0.7,0.841,0,8,30,"R",2,0,0,1,0,0,1,"R",2,1,1,7,36,0.141,"8","5","rep/rep/sw","2",8,1,"1/1/1",1,"1/1/1"
"1757","sub19",7,"forced",7,37,"learn",6,6,1,1,0.5,0.527,0,8,33,"R",1,0,1,1,0,1,1,"R",1,1,1,6,37,0.027,"4","4","rep/sw/sw","4",7,2,"1/1/1",1,"1/1/1"
"1758","sub19",7,"forced",7,38,"learn",3,3,1,0,0.4,0.556,0,8,37,"L",2,1,1,1,1,1,1,"L",2,1,1,3,38,0.156,"4","3","sw/sw/sw","6",6,1,"1/1/1",1,"1/1/1"
"1759","sub19",7,"forced",7,40,"learn",5,5,1,0,0.2,2.093,0,8,30,"R",1,1,0,1,1,1,1,"R",1,1,1,5,40,1.893,"12","1","sw/sw/sw","6",3,2,"1/1/1",1,"1/1/1"
"1760","sub19",7,"forced",7,41,"learn",7,7,1,1,1.1,1.059,0,8,31,"R",2,0,1,1,0,1,1,"R",2,1,1,7,41,-0.0410000000000001,"10","9","rep/sw/sw","4",5,1,"1/1/1",1,"1/1/1"
"1761","sub19",7,"forced",7,42,"learn",1,1,1,0,0.3,0.878,0,8,27,"L",1,1,1,1,1,1,1,"L",1,1,1,1,42,0.578,"8","2","sw/sw/sw","6",7,2,"1/1/1",1,"1/1/1"
"1762","sub19",7,"forced",7,43,"learn",7,3,0,1,1.1,1.105,0,8,32,"R",2,1,1,1,0,1,1,"L",2,0,1,7,43,0.00499999999999989,"11","9","rep/sw/sw","4",1,2,"0/1/0",1,"0/1/1"
"1763","sub19",7,"forced",7,44,"learn",5,5,1,0,0.7,0.873,0,8,31,"R",1,0,1,1,1,1,1,"R",1,1,1,5,44,0.173,"8","5","sw/sw/sw","6",7,1,"1/1/1",1,"1/1/1"
"1764","sub19",7,"forced",7,45,"learn",4,5,0,1,0.2,0.216,0,8,26,"L",2,1,1,1,0,0,0,"R",1,0,0,4,45,0.016,"1","1","rep/rep/rep","0",5,1,"0/0/0",0,"0/0/0"
"1765","sub19",7,"forced",7,46,"learn",1,8,0,1,0.3,0.301,0,8,28,"L",1,0,1,1,0,1,1,"R",2,0,0,1,46,0.001,"2","2","rep/sw/sw","4",4,2,"0/0/0",0,"0/0/0"
"1766","sub19",7,"forced",7,47,"learn",1,1,1,1,0.8,0.873,0,8,29,"L",1,0,0,0,1,1,1,"L",1,1,1,1,47,0.073,"8","6","sw/sw/sw","6",1,0,"1/1/1",1,"1/1/1"
"1767","sub19",7,"forced",7,48,"learn",4,4,1,1,0.9,0.883,0,8,27,"L",2,0,1,1,0,1,1,"L",2,1,1,4,48,-0.017,"8","7","rep/sw/sw","4",1,2,"1/1/1",1,"1/1/1"
"1768","sub19",7,"forced",7,49,"learn",7,7,1,0,0.5,0.646,0,8,33,"R",2,1,0,1,1,0,1,"R",2,1,1,7,49,0.146,"5","4","sw/rep/sw","6",4,2,"1/1/1",1,"1/1/1"
"1769","sub19",7,"forced",7,50,"learn",2,2,1,0,0.4,0.633,0,8,29,"L",1,1,1,1,1,1,1,"L",1,1,1,2,50,0.233,"5","3","sw/sw/sw","6",7,1,"1/1/1",1,"1/1/1"
"1770","sub19",7,"forced",7,51,"learn",1,5,0,1,0.9,0.999,0,8,30,"L",1,0,0,1,1,0,1,"R",1,0,1,1,51,0.099,"10","7","sw/rep/sw","6",2,1,"0/1/0",1,"0/1/1"
"1771","sub19",7,"forced",7,52,"learn",8,1,0,1,0.2,0.217,0,8,24,"R",2,1,1,1,1,0,1,"L",1,0,0,8,52,0.017,"2","1","sw/rep/sw","6",1,1,"0/0/0",0,"0/0/0"
"1772","sub19",7,"forced",7,53,"learn",5,5,1,1,0.6,0.683,0,8,32,"R",1,0,1,1,1,0,1,"R",1,1,1,5,53,0.0830000000000001,"6","5","sw/rep/sw","6",8,2,"1/1/1",1,"1/1/1"
"1773","sub19",7,"forced",7,54,"learn",6,7,0,0,0.9,1.049,0,8,34,"R",1,0,0,1,0,1,1,"R",2,1,0,6,54,0.149,"10","7","rep/sw/sw","4",5,1,"1/0/0",0,"1/0/0"
"1774","sub19",7,"forced",7,55,"learn",1,1,1,0,0.7,0.802,0,8,31,"L",1,1,0,1,1,1,1,"L",1,1,1,1,55,0.102,"7","5","sw/sw/sw","6",6,2,"1/1/1",1,"1/1/1"
"1775","sub19",7,"forced",7,56,"learn",6,6,1,1,0.3,0.318,0,8,35,"R",1,1,0,1,1,0,1,"R",1,1,1,6,56,0.018,"2","2","sw/rep/sw","6",1,2,"1/1/1",1,"1/1/1"
"1776","sub19",7,"forced",7,57,"learn",8,8,1,1,0.6,0.687,0,8,25,"R",2,0,1,1,0,1,1,"R",2,1,1,8,57,0.0870000000000001,"6","5","rep/sw/sw","4",6,1,"1/1/1",1,"1/1/1"
"1777","sub19",7,"forced",7,58,"learn",8,7,0,1,0.1,0.175,0,8,26,"R",2,0,0,0,0,0,1,"R",2,1,1,8,58,0.075,"1","1","rep/rep/sw","2",8,0,"1/1/0",0,"1/1/0"
"1778","sub19",7,"forced",7,59,"learn",4,4,1,0,0.3,0.727,0,8,28,"L",2,1,0,1,1,0,1,"L",2,1,1,4,59,0.427,"6","2","sw/rep/sw","6",8,3,"1/1/1",1,"1/1/1"
"1779","sub19",7,"forced",7,60,"learn",2,2,1,0,0.5,0.681,0,8,30,"L",1,0,1,1,0,1,1,"L",1,1,1,2,60,0.181,"6","4","rep/sw/sw","4",4,1,"1/1/1",1,"1/1/1"
"1780","sub19",7,"forced",7,61,"learn",3,6,0,0,0.1,1.658,0,8,38,"L",2,0,1,1,1,0,1,"R",1,0,0,3,61,1.558,"12","1","sw/rep/sw","6",2,2,"0/0/0",0,"0/0/0"
"1781","sub19",7,"forced",7,62,"learn",2,2,1,0,0.4,1.91,0,8,31,"L",1,0,1,1,1,0,1,"L",1,1,1,2,62,1.51,"12","3","sw/rep/sw","6",3,2,"1/1/1",1,"1/1/1"
"1782","sub19",7,"forced",7,63,"learn",7,7,1,1,0.8,0.748,0,8,34,"R",2,1,1,1,1,1,1,"R",2,1,1,7,63,-0.052,"7","6","sw/sw/sw","6",2,1,"1/1/1",1,"1/1/1"
"1783","sub19",7,"forced",7,64,"learn",5,5,1,1,0.6,0.593,0,8,33,"R",1,0,1,1,0,1,1,"R",1,1,1,5,64,-0.00700000000000001,"5","5","rep/sw/sw","4",7,1,"1/1/1",1,"1/1/1"
"1784","sub19",7,"forced",7,65,"learn",1,1,1,1,1,0.959,0,8,32,"L",1,1,0,1,1,0,1,"L",1,1,1,1,65,-0.041,"9","8","sw/rep/sw","6",5,3,"1/1/1",1,"1/1/1"
"1785","sub19",7,"forced",7,66,"learn",7,7,1,1,0.8,0.795,0,8,35,"R",2,1,1,1,1,1,1,"R",2,1,1,7,66,-0.005,"7","6","sw/sw/sw","6",1,2,"1/1/1",1,"1/1/1"
"1786","sub19",7,"forced",7,67,"learn",7,7,1,1,0.6,0.576,0,8,36,"R",2,0,0,0,0,0,0,"R",2,1,1,7,67,-0.024,"4","5","rep/rep/rep","0",7,0,"1/1/1",1,"1/1/1"
"1787","sub19",7,"forced",7,68,"learn",4,4,1,1,1.1,1.096,0,8,29,"L",2,1,0,1,1,0,1,"L",2,1,1,4,68,-0.004,"11","9","sw/rep/sw","6",7,2,"1/1/1",1,"1/1/1"
"1788","sub19",7,"forced",7,69,"learn",3,3,1,0,1.2,1.392,0,8,39,"L",2,0,0,1,0,0,1,"L",2,1,1,3,69,0.192,"12","10","rep/rep/sw","2",4,1,"1/1/1",1,"1/1/1"
"1789","sub19",7,"forced",7,70,"learn",2,2,1,0,0.5,0.8,0,8,32,"L",1,0,1,1,0,1,1,"L",1,1,1,2,70,0.3,"7","4","rep/sw/sw","4",3,2,"1/1/1",1,"1/1/1"
"1790","sub19",7,"forced",7,71,"learn",1,1,1,0,0.3,1.086,0,8,33,"L",1,0,0,1,0,0,1,"L",1,1,1,1,71,0.786,"11","2","rep/rep/sw","2",2,1,"1/1/1",1,"1/1/1"
"1791","sub19",7,"forced",7,72,"learn",5,5,1,0,0.5,0.733,0,8,34,"R",1,1,0,1,1,0,1,"R",1,1,1,5,72,0.233,"6","4","sw/rep/sw","6",1,3,"1/1/1",1,"1/1/1"
"1792","sub19",7,"forced",7,73,"learn",8,8,1,1,0.7,0.639,0,8,27,"R",2,0,1,1,0,1,1,"R",2,1,1,8,73,-0.0609999999999999,"5","5","rep/sw/sw","4",5,2,"1/1/1",1,"1/1/1"
"1793","sub19",7,"forced",7,74,"learn",4,4,1,0,0.8,0.997,0,8,30,"L",2,1,0,1,1,0,1,"L",2,1,1,4,74,0.197,"10","6","sw/rep/sw","6",8,3,"1/1/1",1,"1/1/1"
"1794","sub19",7,"forced",7,75,"learn",1,1,1,0,0.4,6.288,0,8,34,"L",1,0,1,1,0,1,1,"L",1,1,1,1,75,5.888,"12","3","rep/sw/sw","4",4,2,"1/1/1",1,"1/1/1"
"1795","sub19",7,"forced",7,76,"learn",1,1,1,0,0.3,0.479,0,8,35,"L",1,0,0,0,0,0,0,"L",1,1,1,1,76,0.179,"3","2","rep/rep/rep","0",1,0,"1/1/1",1,"1/1/1"
"1796","sub19",7,"forced",7,77,"learn",5,5,1,1,0.7,0.706,0,8,35,"R",1,1,0,1,1,0,1,"R",1,1,1,5,77,0.00600000000000001,"6","5","sw/rep/sw","6",1,3,"1/1/1",1,"1/1/1"
"1797","sub19",7,"forced",7,78,"learn",1,1,1,0,1.2,1.081,0,8,36,"L",1,1,0,1,1,0,1,"L",1,1,1,1,78,-0.119,"11","10","sw/rep/sw","6",5,3,"1/1/1",1,"1/1/1"
"1798","sub19",7,"forced",7,79,"learn",8,8,1,0,1.2,1.075,0,8,28,"R",2,1,1,1,1,1,1,"R",2,1,1,8,79,-0.125,"10","10","sw/sw/sw","6",1,1,"1/1/1",1,"1/1/1"
"1799","sub19",7,"forced",7,80,"learn",7,6,0,0,0.4,0.581,0,8,37,"R",2,0,0,1,0,1,1,"R",1,1,0,7,80,0.181,"4","3","rep/sw/sw","4",8,1,"1/0/0",0,"1/0/0"
"1800","sub19",7,"forced",7,81,"learn",6,6,1,0,0.9,1.006,0,8,36,"R",1,0,1,1,0,0,0,"R",1,1,1,6,81,0.106,"10","7","rep/rep/rep","0",7,2,"1/1/1",1,"1/1/1"
"1801","sub19",7,"forced",7,82,"learn",1,1,1,1,0.6,0.594,0,8,37,"L",1,1,0,1,1,0,1,"L",1,1,1,1,82,-0.00600000000000001,"5","5","sw/rep/sw","6",6,2,"1/1/1",1,"1/1/1"
"1802","sub19",7,"forced",7,83,"learn",2,3,0,1,0.7,0.746,0,8,33,"L",1,0,0,1,0,1,1,"L",2,1,0,2,83,0.046,"7","5","rep/sw/sw","4",1,1,"1/0/0",0,"1/0/0"
"1803","sub19",7,"forced",7,84,"learn",1,1,1,1,1,0.991,0,8,38,"L",1,0,0,1,0,1,1,"L",1,1,1,1,84,-0.00900000000000001,"10","8","rep/sw/sw","4",2,1,"1/1/1",1,"1/1/1"
"1804","sub19",7,"forced",7,85,"learn",8,8,1,1,0.8,0.726,0,8,29,"R",2,1,1,1,1,1,1,"R",2,1,1,8,85,-0.0740000000000001,"6","6","sw/sw/sw","6",1,1,"1/1/1",1,"1/1/1"
"1805","sub19",7,"forced",7,86,"learn",8,8,1,0,0.3,0.476,0,8,30,"R",2,0,0,0,0,0,0,"R",2,1,1,8,86,0.176,"3","2","rep/rep/rep","0",8,0,"1/1/1",1,"1/1/1"
"1806","sub19",7,"forced",7,87,"learn",4,4,1,1,1.2,1.19,0,8,31,"L",2,1,0,1,1,0,1,"L",2,1,1,4,87,-0.01,"12","10","sw/rep/sw","6",8,3,"1/1/1",1,"1/1/1"
"1807","sub19",7,"forced",7,88,"learn",2,2,1,0,0.4,0.918,0,8,34,"L",1,0,1,1,0,1,1,"L",1,1,1,2,88,0.518,"9","3","rep/sw/sw","4",4,1,"1/1/1",1,"1/1/1"
"1808","sub19",7,"forced",7,89,"learn",8,8,1,0,0.1,1.16,0,8,31,"R",2,1,1,1,1,1,1,"R",2,1,1,8,89,1.06,"11","1","sw/sw/sw","6",2,2,"1/1/1",1,"1/1/1"
"1809","sub19",7,"forced",7,90,"learn",2,2,1,1,0.9,0.899,0,8,35,"L",1,1,1,1,1,1,1,"L",1,1,1,2,90,-0.001,"8","7","sw/sw/sw","6",8,2,"1/1/1",1,"1/1/1"
"1810","sub19",7,"forced",7,91,"learn",2,2,1,1,0.6,0.57,0,8,36,"L",1,0,0,0,0,0,0,"L",1,1,1,2,91,-0.03,"4","5","rep/rep/rep","0",2,0,"1/1/1",1,"1/1/1"
"1811","sub19",7,"forced",7,92,"learn",3,3,1,0,0.3,2.435,0,8,40,"L",2,0,1,1,0,1,1,"L",2,1,1,3,92,2.135,"12","2","rep/sw/sw","4",2,2,"1/1/1",1,"1/1/1"
"1812","sub19",7,"forced",7,93,"learn",4,4,1,1,1.2,1.159,0,8,32,"L",2,0,0,1,0,0,1,"L",2,1,1,4,93,-0.0409999999999999,"11","10","rep/rep/sw","2",3,1,"1/1/1",1,"1/1/1"
"1813","sub19",7,"forced",7,94,"learn",6,6,1,0,0.2,1.503,0,8,37,"R",1,1,1,1,1,1,1,"R",1,1,1,6,94,1.303,"12","1","sw/sw/sw","6",4,2,"1/1/1",1,"1/1/1"
"1814","sub19",7,"forced",7,95,"learn",8,3,0,0,0.4,1.642,0,8,32,"R",2,0,1,1,1,1,1,"L",2,0,1,8,95,1.242,"12","3","sw/sw/sw","6",6,1,"0/1/0",0,"0/1/0"
"1815","sub19",7,"forced",7,96,"learn",1,1,1,0,0.6,4.006,0,8,39,"L",1,1,1,1,0,1,1,"L",1,1,1,1,96,3.406,"12","5","rep/sw/sw","4",8,1,"1/1/1",1,"1/1/1"
"1816","sub19",7,"forced",8,1,"learn",1,1,1,0,0.4,0.524,0,8,40,"L",1,NA,NA,NA,NA,NA,NA,"L",1,1,1,1,1,0.124,"4","3",NA,NA,1,NA,"1/1/1",1,"1/1/1"
"1817","sub19",7,"forced",8,2,"learn",8,8,1,0,0.1,0.472,0,8,33,"R",2,1,1,1,1,1,1,"R",2,1,1,8,2,0.372,"3","1","sw/sw/sw","6",1,1,"1/1/1",1,"1/1/1"
"1818","sub19",7,"forced",8,3,"learn",5,5,1,1,1.1,1.084,0,8,36,"R",1,0,1,1,0,1,1,"R",1,1,1,5,3,-0.016,"11","9","rep/sw/sw","4",8,2,"1/1/1",1,"1/1/1"
"1819","sub19",7,"forced",8,4,"learn",3,3,1,0,0.4,1.58,0,8,41,"L",2,1,1,1,1,1,1,"L",2,1,1,3,4,1.18,"12","3","sw/sw/sw","6",5,2,"1/1/1",1,"1/1/1"
"1820","sub19",7,"forced",8,5,"learn",7,4,0,0,0.5,1.151,0,8,38,"R",2,1,0,1,0,0,1,"L",2,0,1,7,5,0.651,"11","4","rep/rep/sw","2",3,3,"0/1/0",0,"0/1/0"
"1821","sub19",7,"forced",8,6,"learn",4,4,1,0,0.5,1.677,0,8,33,"L",2,1,0,1,0,0,0,"L",2,1,1,4,6,1.177,"12","4","rep/rep/rep","0",7,2,"1/1/1",1,"1/1/1"
"1822","sub19",7,"forced",8,7,"learn",4,4,1,1,0.8,0.785,0,8,34,"L",2,0,0,0,0,0,0,"L",2,1,1,4,7,-0.015,"7","6","rep/rep/rep","0",4,0,"1/1/1",1,"1/1/1"
"1823","sub19",7,"forced",8,8,"learn",6,6,1,0,0.5,1.184,0,8,38,"R",1,1,1,1,1,1,1,"R",1,1,1,6,8,0.684,"12","4","sw/sw/sw","6",4,2,"1/1/1",1,"1/1/1"
"1824","sub19",7,"forced",8,9,"learn",4,8,0,0,0.6,0.877,0,8,35,"L",2,1,1,1,0,1,1,"R",2,0,1,4,9,0.277,"8","5","rep/sw/sw","4",6,2,"0/1/0",1,"0/1/1"
"1825","sub19",7,"forced",8,10,"learn",2,2,1,0,0.1,1.04,0,8,37,"L",1,0,1,1,1,1,1,"L",1,1,1,2,10,0.94,"10","1","sw/sw/sw","6",4,1,"1/1/1",1,"1/1/1"
"1826","sub19",7,"forced",8,11,"learn",2,2,1,1,0.9,0.89,0,8,38,"L",1,0,0,0,0,0,0,"L",1,1,1,2,11,-0.01,"8","7","rep/rep/rep","0",2,0,"1/1/1",1,"1/1/1"
"1827","sub19",7,"forced",8,12,"learn",1,1,1,1,0.7,0.609,0,8,41,"L",1,0,0,1,0,0,1,"L",1,1,1,1,12,-0.091,"5","5","rep/rep/sw","2",2,1,"1/1/1",1,"1/1/1"
