"","subject","group","taskType","block","trial","phase","stim","resp","corr","timing","PT_planned","PT_actual","missed_stim_deadline","day","iter","hand","couplet","handSwitch","coupletSwitch","fingerSwitch","handSwitch_actual","coupletSwitch_actual","fingerSwitch_actual","respHand","respCouplet","corrHand","corrCouplet","corrresp","trialNum","rt","PT_actual_bins","PT_planned_bins","combinedType","treeDistance","corrresp_prev","nFeatureSwitch","errorType","corrFinger","errorType2"
"1","sub17",5,"forced",5,1,"learn",5,5,1,0,1.2,3.577,0,1,1,"R",1,NA,NA,NA,NA,NA,NA,"R",1,1,1,5,1,2.377,"12","10",NA,NA,NA,NA,"1/1/1",1,"1/1/1"
"2","sub17",5,"forced",5,2,"learn",5,5,1,0,0.2,0.449,0,1,2,"R",1,0,0,0,0,0,0,"R",1,1,1,5,2,0.249,"3","1","rep/rep/rep","0",5,0,"1/1/1",1,"1/1/1"
"3","sub17",5,"forced",5,3,"learn",4,4,1,0,0.5,1.546,0,1,1,"L",2,1,1,1,1,1,1,"L",2,1,1,4,3,1.046,"12","4","sw/sw/sw","6",5,1,"1/1/1",1,"1/1/1"
"4","sub17",5,"forced",5,4,"learn",6,5,0,0,0.8,1.337,0,1,1,"R",1,1,1,1,1,1,1,"R",1,1,1,6,4,0.537,"12","6","sw/sw/sw","6",4,2,"1/1/0",0,"1/1/0"
"5","sub17",5,"forced",5,5,"learn",1,1,1,0,0.7,0.82,0,1,1,"L",1,1,0,1,1,0,1,"L",1,1,1,1,5,0.12,"8","5","sw/rep/sw","6",6,2,"1/1/1",1,"1/1/1"
"6","sub17",5,"forced",5,6,"learn",1,1,1,0,0.6,0.471,0,1,2,"L",1,0,0,0,0,0,0,"L",1,1,1,1,6,-0.129,"3","5","rep/rep/rep","0",1,0,"1/1/1",1,"1/1/1"
"7","sub17",5,"forced",5,7,"learn",8,7,0,0,0.6,0.712,0,1,1,"R",2,1,1,1,1,1,1,"R",2,1,1,8,7,0.112,"6","5","sw/sw/sw","6",1,1,"1/1/0",0,"1/1/0"
"8","sub17",5,"forced",5,8,"learn",6,6,1,0,0.7,0.802,0,1,2,"R",1,0,1,1,0,1,1,"R",1,1,1,6,8,0.102,"7","5","rep/sw/sw","4",8,1,"1/1/1",1,"1/1/1"
"9","sub17",5,"forced",5,9,"learn",2,5,0,0,0.8,0.615,0,1,1,"L",1,1,0,1,0,0,1,"R",1,0,1,2,9,-0.185,"5","6","rep/rep/sw","2",6,3,"0/1/0",0,"0/1/0"
"10","sub17",5,"forced",5,10,"learn",4,4,1,1,0.7,0.678,0,1,2,"L",2,0,1,1,1,1,1,"L",2,1,1,4,10,-0.0219999999999999,"6","5","sw/sw/sw","6",2,1,"1/1/1",1,"1/1/1"
"11","sub17",5,"forced",5,11,"learn",4,4,1,0,1.2,1.066,0,1,3,"L",2,0,0,0,0,0,0,"L",2,1,1,4,11,-0.134,"11","10","rep/rep/rep","0",4,0,"1/1/1",1,"1/1/1"
"12","sub17",5,"forced",5,12,"learn",3,3,1,1,0.6,0.679,0,1,1,"L",2,0,0,1,0,0,1,"L",2,1,1,3,12,0.0790000000000001,"6","5","rep/rep/sw","2",4,1,"1/1/1",1,"1/1/1"
"13","sub17",5,"forced",5,13,"learn",7,7,1,0,0.3,0.959,0,1,1,"R",2,1,0,1,1,0,1,"R",2,1,1,7,13,0.659,"9","2","sw/rep/sw","6",3,3,"1/1/1",1,"1/1/1"
"14","sub17",5,"forced",5,14,"learn",8,8,1,0,1.2,1.311,0,1,2,"R",2,0,0,1,0,0,1,"R",2,1,1,8,14,0.111,"12","10","rep/rep/sw","2",7,1,"1/1/1",1,"1/1/1"
"15","sub17",5,"forced",5,15,"learn",6,6,1,0,1.2,1.012,0,1,3,"R",1,0,1,1,0,1,1,"R",1,1,1,6,15,-0.188,"10","10","rep/sw/sw","4",8,1,"1/1/1",1,"1/1/1"
"16","sub17",5,"forced",5,16,"learn",7,7,1,1,1,0.909,0,1,2,"R",2,0,1,1,0,1,1,"R",2,1,1,7,16,-0.091,"9","8","rep/sw/sw","4",6,2,"1/1/1",1,"1/1/1"
"17","sub17",5,"forced",5,17,"learn",7,7,1,0,0.5,0.648,0,1,3,"R",2,0,0,0,0,0,0,"R",2,1,1,7,17,0.148,"5","4","rep/rep/rep","0",7,0,"1/1/1",1,"1/1/1"
"18","sub17",5,"forced",5,18,"learn",8,8,1,0,0.3,0.452,0,1,3,"R",2,0,0,1,0,0,1,"R",2,1,1,8,18,0.152,"3","2","rep/rep/sw","2",7,1,"1/1/1",1,"1/1/1"
"19","sub17",5,"forced",5,19,"learn",4,4,1,0,1.1,0.99,0,1,4,"L",2,1,0,1,1,0,1,"L",2,1,1,4,19,-0.11,"10","9","sw/rep/sw","6",8,3,"1/1/1",1,"1/1/1"
"20","sub17",5,"forced",5,20,"learn",5,6,0,0,0.5,0.782,0,1,3,"R",1,1,1,1,1,1,1,"R",1,1,1,5,20,0.282,"7","4","sw/sw/sw","6",4,1,"1/1/0",0,"1/1/0"
"21","sub17",5,"forced",5,21,"learn",1,1,1,1,1.1,1.018,0,1,3,"L",1,1,0,1,1,0,1,"L",1,1,1,1,21,-0.0820000000000001,"10","9","sw/rep/sw","6",5,3,"1/1/1",1,"1/1/1"
"22","sub17",5,"forced",5,22,"learn",4,3,0,0,0.1,3.443,0,1,5,"L",2,0,1,1,0,1,1,"L",2,1,1,4,22,3.343,"12","1","rep/sw/sw","4",1,2,"1/1/0",0,"1/1/0"
"23","sub17",5,"forced",5,23,"learn",7,8,0,0,0.4,0.843,0,1,4,"R",2,1,0,1,1,0,1,"R",2,1,1,7,23,0.443,"8","3","sw/rep/sw","6",4,2,"1/1/0",0,"1/1/0"
"24","sub17",5,"forced",5,24,"learn",3,3,1,0,0.5,1.119,0,1,2,"L",2,1,0,1,1,0,1,"L",2,1,1,3,24,0.619,"11","4","sw/rep/sw","6",7,3,"1/1/1",1,"1/1/1"
"25","sub17",5,"forced",5,25,"learn",2,2,1,0,0.7,0.963,0,1,2,"L",1,0,1,1,0,1,1,"L",1,1,1,2,25,0.263,"9","5","rep/sw/sw","4",3,2,"1/1/1",1,"1/1/1"
"26","sub17",5,"forced",5,26,"learn",1,1,1,0,0.9,0.629,0,1,4,"L",1,0,0,1,0,0,1,"L",1,1,1,1,26,-0.271,"5","7","rep/rep/sw","2",2,1,"1/1/1",1,"1/1/1"
"27","sub17",5,"forced",5,27,"learn",4,3,0,0,1.2,1.011,0,1,6,"L",2,0,1,1,0,1,1,"L",2,1,1,4,27,-0.189,"10","10","rep/sw/sw","4",1,2,"1/1/0",0,"1/1/0"
"28","sub17",5,"forced",5,28,"learn",3,3,1,1,0.5,0.538,0,1,3,"L",2,0,0,1,0,0,0,"L",2,1,1,3,28,0.038,"4","4","rep/rep/rep","0",4,1,"1/1/1",1,"1/1/1"
"29","sub17",5,"forced",5,29,"learn",3,3,1,0,0.3,0.589,0,1,4,"L",2,0,0,0,0,0,0,"L",2,1,1,3,29,0.289,"4","2","rep/rep/rep","0",3,0,"1/1/1",1,"1/1/1"
"30","sub17",5,"forced",5,30,"learn",1,1,1,1,0.6,0.681,0,1,5,"L",1,0,1,1,0,1,1,"L",1,1,1,1,30,0.0810000000000001,"6","5","rep/sw/sw","4",3,1,"1/1/1",1,"1/1/1"
"31","sub17",5,"forced",5,31,"learn",3,4,0,1,0.6,0.617,0,1,5,"L",2,0,1,1,0,1,1,"L",2,1,1,3,31,0.017,"5","5","rep/sw/sw","4",1,1,"1/1/0",0,"1/1/0"
"32","sub17",5,"forced",5,32,"learn",1,1,1,1,0.7,0.664,0,1,6,"L",1,0,1,1,0,1,1,"L",1,1,1,1,32,-0.0359999999999999,"5","5","rep/sw/sw","4",3,1,"1/1/1",1,"1/1/1"
"33","sub17",5,"forced",5,33,"learn",2,2,1,1,1,1.048,0,1,3,"L",1,0,0,1,0,0,1,"L",1,1,1,2,33,0.048,"10","8","rep/rep/sw","2",1,1,"1/1/1",1,"1/1/1"
"34","sub17",5,"forced",5,34,"learn",8,7,0,1,1,0.963,0,1,4,"R",2,1,1,1,1,1,1,"R",2,1,1,8,34,-0.037,"9","8","sw/sw/sw","6",2,2,"1/1/0",0,"1/1/0"
"35","sub17",5,"forced",5,35,"learn",5,5,1,0,0.4,1.211,0,1,4,"R",1,0,1,1,0,1,1,"R",1,1,1,5,35,0.811,"12","3","rep/sw/sw","4",8,2,"1/1/1",1,"1/1/1"
"36","sub17",5,"forced",5,36,"learn",7,7,1,0,0.5,0.651,0,1,5,"R",2,0,1,1,0,1,1,"R",2,1,1,7,36,0.151,"5","4","rep/sw/sw","4",5,1,"1/1/1",1,"1/1/1"
"37","sub17",5,"forced",5,37,"learn",2,2,1,0,0.3,1.054,0,1,4,"L",1,1,1,1,1,1,1,"L",1,1,1,2,37,0.754,"10","2","sw/sw/sw","6",7,1,"1/1/1",1,"1/1/1"
"38","sub17",5,"forced",5,38,"learn",7,7,1,0,0.4,0.799,0,1,6,"R",2,1,1,1,1,1,1,"R",2,1,1,7,38,0.399,"7","3","sw/sw/sw","6",2,1,"1/1/1",1,"1/1/1"
"39","sub17",5,"forced",5,39,"learn",3,3,1,0,0.3,1.991,0,1,6,"L",2,1,0,1,1,0,1,"L",2,1,1,3,39,1.691,"12","2","sw/rep/sw","6",7,3,"1/1/1",1,"1/1/1"
"40","sub17",5,"forced",5,40,"learn",3,3,1,0,1.1,0.937,0,1,7,"L",2,0,0,0,0,0,0,"L",2,1,1,3,40,-0.163,"9","9","rep/rep/rep","0",3,0,"1/1/1",1,"1/1/1"
"41","sub17",5,"forced",5,41,"learn",2,2,1,0,0.8,0.905,0,1,5,"L",1,0,1,1,0,1,1,"L",1,1,1,2,41,0.105,"9","6","rep/sw/sw","4",3,2,"1/1/1",1,"1/1/1"
"42","sub17",5,"forced",5,42,"learn",3,3,1,0,0.2,0.519,0,1,8,"L",2,0,1,1,0,1,1,"L",2,1,1,3,42,0.319,"3","1","rep/sw/sw","4",2,2,"1/1/1",1,"1/1/1"
"43","sub17",5,"forced",5,43,"learn",1,1,1,0,1.2,1.064,0,1,7,"L",1,0,1,1,0,1,1,"L",1,1,1,1,43,-0.136,"10","10","rep/sw/sw","4",3,1,"1/1/1",1,"1/1/1"
"44","sub17",5,"forced",5,44,"learn",1,1,1,0,0.3,0.473,0,1,8,"L",1,0,0,0,0,0,0,"L",1,1,1,1,44,0.173,"3","2","rep/rep/rep","0",1,0,"1/1/1",1,"1/1/1"
"45","sub17",5,"forced",5,45,"learn",4,4,1,1,0.5,0.551,0,1,7,"L",2,0,1,1,0,1,1,"L",2,1,1,4,45,0.051,"4","4","rep/sw/sw","4",1,2,"1/1/1",1,"1/1/1"
"46","sub17",5,"forced",5,46,"learn",2,2,1,0,0.1,0.603,0,1,6,"L",1,0,1,1,0,1,1,"L",1,1,1,2,46,0.503,"4","1","rep/sw/sw","4",4,1,"1/1/1",1,"1/1/1"
"47","sub17",5,"forced",5,47,"learn",6,6,1,0,0.7,1.103,0,1,4,"R",1,1,0,1,1,0,1,"R",1,1,1,6,47,0.403,"11","5","sw/rep/sw","6",2,3,"1/1/1",1,"1/1/1"
"48","sub17",5,"forced",5,48,"learn",4,8,0,1,1,1.032,0,1,8,"L",2,1,1,1,0,1,1,"R",2,0,1,4,48,0.032,"10","8","rep/sw/sw","4",6,2,"0/1/0",1,"0/1/1"
"49","sub17",5,"forced",5,49,"learn",6,6,1,0,0.9,0.692,0,1,5,"R",1,1,1,1,0,1,1,"R",1,1,1,6,49,-0.208,"6","7","rep/sw/sw","4",4,2,"1/1/1",1,"1/1/1"
"50","sub17",5,"forced",5,50,"learn",8,8,1,0,0.4,0.574,0,1,5,"R",2,0,1,1,0,1,1,"R",2,1,1,8,50,0.174,"4","3","rep/sw/sw","4",6,1,"1/1/1",1,"1/1/1"
"51","sub17",5,"forced",5,51,"learn",8,8,1,0,0.2,0.479,0,1,6,"R",2,0,0,0,0,0,0,"R",2,1,1,8,51,0.279,"3","1","rep/rep/rep","0",8,0,"1/1/1",1,"1/1/1"
"52","sub17",5,"forced",5,52,"learn",6,6,1,0,0.5,0.611,0,1,6,"R",1,0,1,1,0,1,1,"R",1,1,1,6,52,0.111,"5","4","rep/sw/sw","4",8,1,"1/1/1",1,"1/1/1"
"53","sub17",5,"forced",5,53,"learn",3,3,1,1,0.6,0.647,0,1,9,"L",2,1,1,1,1,1,1,"L",2,1,1,3,53,0.047,"5","5","sw/sw/sw","6",6,1,"1/1/1",1,"1/1/1"
"54","sub17",5,"forced",5,54,"learn",4,4,1,1,1.2,1.107,0,1,9,"L",2,0,0,1,0,0,1,"L",2,1,1,4,54,-0.093,"11","10","rep/rep/sw","2",3,1,"1/1/1",1,"1/1/1"
"55","sub17",5,"forced",5,55,"learn",2,2,1,0,0.3,0.448,0,1,7,"L",1,0,1,1,0,1,1,"L",1,1,1,2,55,0.148,"3","2","rep/sw/sw","4",4,1,"1/1/1",1,"1/1/1"
"56","sub17",5,"forced",5,56,"learn",8,7,0,1,0.5,0.51,0,1,7,"R",2,1,1,1,1,1,1,"R",2,1,1,8,56,0.01,"3","4","sw/sw/sw","6",2,2,"1/1/0",0,"1/1/0"
"57","sub17",5,"forced",5,57,"learn",2,2,1,0,1,0.882,0,1,8,"L",1,1,1,1,1,1,1,"L",1,1,1,2,57,-0.118,"8","8","sw/sw/sw","6",8,2,"1/1/1",1,"1/1/1"
"58","sub17",5,"forced",5,58,"learn",5,5,1,1,1,1.038,0,1,5,"R",1,1,0,1,1,0,1,"R",1,1,1,5,58,0.038,"10","8","sw/rep/sw","6",2,2,"1/1/1",1,"1/1/1"
"59","sub17",5,"forced",5,59,"learn",7,8,0,1,1,1.047,0,1,7,"R",2,0,1,1,0,1,1,"R",2,1,1,7,59,0.0469999999999999,"10","8","rep/sw/sw","4",5,1,"1/1/0",0,"1/1/0"
"60","sub17",5,"forced",5,60,"learn",6,6,1,1,1,1.036,0,1,7,"R",1,0,1,1,0,1,1,"R",1,1,1,6,60,0.036,"10","8","rep/sw/sw","4",7,2,"1/1/1",1,"1/1/1"
"61","sub17",5,"forced",5,61,"learn",2,1,0,0,0.4,0.749,0,1,9,"L",1,1,0,1,1,0,1,"L",1,1,1,2,61,0.349,"7","3","sw/rep/sw","6",6,3,"1/1/0",0,"1/1/0"
"62","sub17",5,"forced",5,62,"learn",3,1,0,0,0.1,0.65,0,1,10,"L",2,0,1,1,0,0,0,"L",1,1,0,3,62,0.55,"5","1","rep/rep/rep","0",2,2,"1/0/0",1,"1/0/1"
"63","sub17",5,"forced",5,63,"learn",7,6,0,0,0.8,1.031,0,1,8,"R",2,1,0,1,1,0,1,"R",1,1,0,7,63,0.231,"10","6","sw/rep/sw","6",3,3,"1/0/0",0,"1/0/0"
"64","sub17",5,"forced",5,64,"learn",4,8,0,1,1,1.037,0,1,10,"L",2,1,0,1,0,1,1,"R",2,0,1,4,64,0.0369999999999999,"10","8","rep/sw/sw","4",7,2,"0/1/0",1,"0/1/1"
"65","sub17",5,"forced",5,65,"learn",1,5,0,0,0.6,0.768,0,1,9,"L",1,0,1,1,0,1,1,"R",1,0,1,1,65,0.168,"7","5","rep/sw/sw","4",4,2,"0/1/0",1,"0/1/1"
"66","sub17",5,"forced",5,66,"learn",8,8,1,1,1.2,1.103,0,1,8,"R",2,1,1,1,0,1,1,"R",2,1,1,8,66,-0.097,"11","10","rep/sw/sw","4",1,1,"1/1/1",1,"1/1/1"
"67","sub17",5,"forced",5,67,"learn",4,4,1,0,0.3,0.963,0,1,11,"L",2,1,0,1,1,0,1,"L",2,1,1,4,67,0.663,"9","2","sw/rep/sw","6",8,3,"1/1/1",1,"1/1/1"
"68","sub17",5,"forced",5,68,"learn",1,1,1,0,0.8,0.612,0,1,10,"L",1,0,1,1,0,1,1,"L",1,1,1,1,68,-0.188,"5","6","rep/sw/sw","4",4,2,"1/1/1",1,"1/1/1"
"69","sub17",5,"forced",5,69,"learn",3,3,1,1,1,0.991,0,1,11,"L",2,0,1,1,0,1,1,"L",2,1,1,3,69,-0.00900000000000001,"10","8","rep/sw/sw","4",1,1,"1/1/1",1,"1/1/1"
"70","sub17",5,"forced",5,70,"learn",7,7,1,0,0.5,1.282,0,1,9,"R",2,1,0,1,1,0,1,"R",2,1,1,7,70,0.782,"12","4","sw/rep/sw","6",3,3,"1/1/1",1,"1/1/1"
"71","sub17",5,"forced",5,71,"learn",6,6,1,0,0.2,0.965,0,1,8,"R",1,0,1,1,0,1,1,"R",1,1,1,6,71,0.765,"9","1","rep/sw/sw","4",7,2,"1/1/1",1,"1/1/1"
"72","sub17",5,"forced",5,72,"learn",6,6,1,0,0.7,0.594,0,1,9,"R",1,0,0,0,0,0,0,"R",1,1,1,6,72,-0.106,"4","5","rep/rep/rep","0",6,0,"1/1/1",1,"1/1/1"
"73","sub17",5,"forced",5,73,"learn",8,8,1,1,1.1,1.043,0,1,9,"R",2,0,1,1,0,1,1,"R",2,1,1,8,73,-0.0570000000000002,"10","9","rep/sw/sw","4",6,1,"1/1/1",1,"1/1/1"
"74","sub17",5,"forced",5,74,"learn",5,5,1,1,1,0.974,0,1,6,"R",1,0,1,1,0,1,1,"R",1,1,1,5,74,-0.026,"9","8","rep/sw/sw","4",8,2,"1/1/1",1,"1/1/1"
"75","sub17",5,"forced",5,75,"learn",3,3,1,0,0.3,1.726,0,1,12,"L",2,1,1,1,1,1,1,"L",2,1,1,3,75,1.426,"12","2","sw/sw/sw","6",5,2,"1/1/1",1,"1/1/1"
"76","sub17",5,"forced",5,76,"learn",2,1,0,1,0.6,0.633,0,1,10,"L",1,0,1,1,0,1,1,"L",1,1,1,2,76,0.033,"5","5","rep/sw/sw","4",3,2,"1/1/0",0,"1/1/0"
"77","sub17",5,"forced",5,77,"learn",7,7,1,0,0.5,1.126,0,1,10,"R",2,1,1,1,1,1,1,"R",2,1,1,7,77,0.626,"11","4","sw/sw/sw","6",2,1,"1/1/1",1,"1/1/1"
"78","sub17",5,"forced",5,78,"learn",4,8,0,0,0.8,0.946,0,1,12,"L",2,1,0,1,0,0,1,"R",2,0,1,4,78,0.146,"9","6","rep/rep/sw","2",7,2,"0/1/0",1,"0/1/1"
"79","sub17",5,"forced",5,79,"learn",1,1,1,1,0.9,0.814,0,1,11,"L",1,0,1,1,1,1,1,"L",1,1,1,1,79,-0.0860000000000001,"7","7","sw/sw/sw","6",4,2,"1/1/1",1,"1/1/1"
"80","sub17",5,"forced",5,80,"learn",5,5,1,0,0.2,1.223,0,1,7,"R",1,1,0,1,1,0,1,"R",1,1,1,5,80,1.023,"12","1","sw/rep/sw","6",1,3,"1/1/1",1,"1/1/1"
"81","sub17",5,"forced",5,81,"learn",7,8,0,0,0.8,0.954,0,1,11,"R",2,0,1,1,0,1,1,"R",2,1,1,7,81,0.154,"9","6","rep/sw/sw","4",5,1,"1/1/0",0,"1/1/0"
"82","sub17",5,"forced",5,82,"learn",2,2,1,0,0.2,0.694,0,1,11,"L",1,1,1,1,1,1,1,"L",1,1,1,2,82,0.494,"6","1","sw/sw/sw","6",7,1,"1/1/1",1,"1/1/1"
"83","sub17",5,"forced",5,83,"learn",4,4,1,1,1.1,1.104,0,1,13,"L",2,0,1,1,0,1,1,"L",2,1,1,4,83,0.004,"11","9","rep/sw/sw","4",2,1,"1/1/1",1,"1/1/1"
"84","sub17",5,"forced",5,84,"learn",7,7,1,0,1.1,0.984,0,1,12,"R",2,1,0,1,1,0,1,"R",2,1,1,7,84,-0.116,"9","9","sw/rep/sw","6",4,2,"1/1/1",1,"1/1/1"
"85","sub17",5,"forced",5,85,"learn",4,8,0,0,0.2,0.698,0,1,14,"L",2,1,0,1,0,0,1,"R",2,0,1,4,85,0.498,"6","1","rep/rep/sw","2",7,2,"0/1/0",1,"0/1/1"
"86","sub17",5,"forced",5,86,"learn",6,6,1,0,0.1,0.959,0,1,10,"R",1,1,1,1,0,1,1,"R",1,1,1,6,86,0.859,"9","1","rep/sw/sw","4",4,2,"1/1/1",1,"1/1/1"
"87","sub17",5,"forced",5,87,"learn",5,5,1,0,0.2,1.374,0,1,8,"R",1,0,0,1,0,0,1,"R",1,1,1,5,87,1.174,"12","1","rep/rep/sw","2",6,1,"1/1/1",1,"1/1/1"
"88","sub17",5,"forced",5,88,"learn",2,2,1,1,1.1,1.046,0,1,12,"L",1,1,0,1,1,0,1,"L",1,1,1,2,88,-0.054,"10","9","sw/rep/sw","6",5,2,"1/1/1",1,"1/1/1"
"89","sub17",5,"forced",5,89,"learn",5,5,1,0,0.4,1.257,0,1,9,"R",1,1,0,1,1,0,1,"R",1,1,1,5,89,0.857,"12","3","sw/rep/sw","6",2,2,"1/1/1",1,"1/1/1"
"90","sub17",5,"forced",5,90,"learn",3,3,1,0,1.2,1.418,0,1,13,"L",2,1,1,1,1,1,1,"L",2,1,1,3,90,0.218,"12","10","sw/sw/sw","6",5,2,"1/1/1",1,"1/1/1"
"91","sub17",5,"forced",5,91,"learn",6,6,1,0,0.6,0.908,0,1,11,"R",1,1,1,1,1,1,1,"R",1,1,1,6,91,0.308,"9","5","sw/sw/sw","6",3,1,"1/1/1",1,"1/1/1"
"92","sub17",5,"forced",5,92,"learn",7,7,1,0,0.4,0.657,0,1,13,"R",2,0,1,1,0,1,1,"R",2,1,1,7,92,0.257,"5","3","rep/sw/sw","4",6,2,"1/1/1",1,"1/1/1"
"93","sub17",5,"forced",5,93,"learn",5,6,0,0,0.4,0.637,0,1,10,"R",1,0,1,1,0,1,1,"R",1,1,1,5,93,0.237,"5","3","rep/sw/sw","4",7,1,"1/1/0",0,"1/1/0"
"94","sub17",5,"forced",5,94,"learn",5,5,1,0,0.8,0.631,0,1,11,"R",1,0,0,0,0,0,1,"R",1,1,1,5,94,-0.169,"5","6","rep/rep/sw","2",5,0,"1/1/1",1,"1/1/1"
"95","sub17",5,"forced",5,95,"learn",2,2,1,0,0.2,1.038,0,1,13,"L",1,1,0,1,1,0,1,"L",1,1,1,2,95,0.838,"10","1","sw/rep/sw","6",5,2,"1/1/1",1,"1/1/1"
"96","sub17",5,"forced",5,96,"learn",8,7,0,1,1.2,1.15,0,1,10,"R",2,1,1,1,1,1,1,"R",2,1,1,8,96,-0.05,"11","10","sw/sw/sw","6",2,2,"1/1/0",0,"1/1/0"
"97","sub17",5,"forced",6,1,"learn",5,5,1,0,0.9,1.303,0,1,12,"R",1,NA,NA,NA,NA,NA,NA,"R",1,1,1,5,1,0.403,"12","7",NA,NA,8,NA,"1/1/1",1,"1/1/1"
"98","sub17",5,"forced",6,2,"learn",7,7,1,0,0.7,0.982,0,1,14,"R",2,0,1,1,0,1,1,"R",2,1,1,7,2,0.282,"9","5","rep/sw/sw","4",5,1,"1/1/1",1,"1/1/1"
"99","sub17",5,"forced",6,3,"learn",2,1,0,1,0.6,0.547,0,1,14,"L",1,1,1,1,1,1,1,"L",1,1,1,2,3,-0.0529999999999999,"4","5","sw/sw/sw","6",7,1,"1/1/0",0,"1/1/0"
"100","sub17",5,"forced",6,4,"learn",5,5,1,1,1.1,1.059,0,1,13,"R",1,1,0,1,1,0,1,"R",1,1,1,5,4,-0.0410000000000001,"10","9","sw/rep/sw","6",2,2,"1/1/1",1,"1/1/1"
"101","sub17",5,"forced",6,5,"learn",5,5,1,1,0.4,0.379,0,1,14,"R",1,0,0,0,0,0,0,"R",1,1,1,5,5,-0.021,"2","3","rep/rep/rep","0",5,0,"1/1/1",1,"1/1/1"
"102","sub17",5,"forced",6,6,"learn",4,3,0,1,1.2,1.272,0,1,15,"L",2,1,1,1,1,1,1,"L",2,1,1,4,6,0.0720000000000001,"12","10","sw/sw/sw","6",5,1,"1/1/0",0,"1/1/0"
"103","sub17",5,"forced",6,7,"learn",2,2,1,1,0.6,0.635,0,1,15,"L",1,0,1,1,0,1,1,"L",1,1,1,2,7,0.035,"5","5","rep/sw/sw","4",4,1,"1/1/1",1,"1/1/1"
"104","sub17",5,"forced",6,8,"learn",5,5,1,0,0.1,0.635,0,1,15,"R",1,1,0,1,1,0,1,"R",1,1,1,5,8,0.535,"5","1","sw/rep/sw","6",2,2,"1/1/1",1,"1/1/1"
"105","sub17",5,"forced",6,9,"learn",2,2,1,0,0.7,0.871,0,1,16,"L",1,1,0,1,1,0,1,"L",1,1,1,2,9,0.171,"8","5","sw/rep/sw","6",5,2,"1/1/1",1,"1/1/1"
"106","sub17",5,"forced",6,10,"learn",7,7,1,0,1.2,1.024,0,1,15,"R",2,1,1,1,1,1,1,"R",2,1,1,7,10,-0.176,"10","10","sw/sw/sw","6",2,1,"1/1/1",1,"1/1/1"
"107","sub17",5,"forced",6,11,"learn",8,8,1,1,0.7,0.642,0,1,11,"R",2,0,0,1,0,0,1,"R",2,1,1,8,11,-0.0579999999999999,"5","5","rep/rep/sw","2",7,1,"1/1/1",1,"1/1/1"
"108","sub17",5,"forced",6,12,"learn",2,2,1,0,0.4,0.658,0,1,17,"L",1,1,1,1,1,1,1,"L",1,1,1,2,12,0.258,"5","3","sw/sw/sw","6",8,2,"1/1/1",1,"1/1/1"
"109","sub17",5,"forced",6,13,"learn",3,3,1,0,0.4,1.92,0,1,14,"L",2,0,1,1,0,1,1,"L",2,1,1,3,13,1.52,"12","3","rep/sw/sw","4",2,2,"1/1/1",1,"1/1/1"
"110","sub17",5,"forced",6,14,"learn",5,5,1,0,0.6,0.848,0,1,16,"R",1,1,1,1,1,1,1,"R",1,1,1,5,14,0.248,"8","5","sw/sw/sw","6",3,2,"1/1/1",1,"1/1/1"
"111","sub17",5,"forced",6,15,"learn",3,3,1,0,0.9,1.433,0,1,15,"L",2,1,1,1,1,1,1,"L",2,1,1,3,15,0.533,"12","7","sw/sw/sw","6",5,2,"1/1/1",1,"1/1/1"
"112","sub17",5,"forced",6,16,"learn",5,5,1,0,1.1,0.999,0,1,17,"R",1,1,1,1,1,1,1,"R",1,1,1,5,16,-0.101,"10","9","sw/sw/sw","6",3,2,"1/1/1",1,"1/1/1"
"113","sub17",5,"forced",6,17,"learn",4,7,0,0,0.3,0.69,0,1,16,"L",2,1,1,1,0,1,1,"R",2,0,1,4,17,0.39,"6","2","rep/sw/sw","4",5,1,"0/1/0",0,"0/1/0"
"114","sub17",5,"forced",6,18,"learn",5,5,1,1,0.4,0.482,0,1,18,"R",1,1,1,1,0,1,1,"R",1,1,1,5,18,0.082,"3","3","rep/sw/sw","4",4,1,"1/1/1",1,"1/1/1"
"115","sub17",5,"forced",6,19,"learn",1,1,1,0,0.1,0.757,0,1,12,"L",1,1,0,1,1,0,1,"L",1,1,1,1,19,0.657,"7","1","sw/rep/sw","6",5,3,"1/1/1",1,"1/1/1"
"116","sub17",5,"forced",6,20,"learn",2,2,1,1,1.1,1.019,0,1,18,"L",1,0,0,1,0,0,1,"L",1,1,1,2,20,-0.0810000000000002,"10","9","rep/rep/sw","2",1,1,"1/1/1",1,"1/1/1"
"117","sub17",5,"forced",6,21,"learn",3,3,1,1,1,1.04,0,1,16,"L",2,0,1,1,0,1,1,"L",2,1,1,3,21,0.04,"10","8","rep/sw/sw","4",2,2,"1/1/1",1,"1/1/1"
"118","sub17",5,"forced",6,22,"learn",1,1,1,1,1,0.945,0,1,13,"L",1,0,1,1,0,1,1,"L",1,1,1,1,22,-0.055,"9","8","rep/sw/sw","4",3,1,"1/1/1",1,"1/1/1"
"119","sub17",5,"forced",6,23,"learn",3,3,1,1,0.9,0.843,0,1,17,"L",2,0,1,1,0,1,1,"L",2,1,1,3,23,-0.0570000000000001,"8","7","rep/sw/sw","4",1,1,"1/1/1",1,"1/1/1"
"120","sub17",5,"forced",6,24,"learn",4,2,0,0,0.3,1.037,0,1,17,"L",2,0,0,1,0,1,1,"L",1,1,0,4,24,0.737,"10","2","rep/sw/sw","4",3,1,"1/0/0",1,"1/0/1"
