id,group_id,task_type,block,trial,stim_type,stim_index,resp_index,correct,good_timing,t_proposed_prep,t_prep,missed_stim_deadline,day
18,6,forced,2,1,motor,6,6,1,1,1.200,1.129,0,1
18,6,forced,2,2,motor,4,4,0,0,1.100,0.982,0,1
18,6,forced,2,3,motor,1,1,0,0,1.200,1.076,0,1
18,6,forced,2,4,motor,3,4,0,1,1.100,1.020,0,1
18,6,forced,2,5,motor,5,5,0,0,0.800,0.666,0,1
18,6,forced,2,6,motor,8,8,1,1,0.300,0.307,0,1
18,6,forced,2,7,motor,5,5,0,0,0.700,0.568,0,1
18,6,forced,2,8,motor,8,8,1,1,0.300,0.331,0,1
18,6,forced,2,9,motor,4,4,1,1,1.100,1.000,0,1
18,6,forced,2,10,motor,7,7,0,0,1,0.854,0,1
18,6,forced,2,11,motor,6,6,1,1,0.500,0.469,0,1
18,6,forced,2,12,motor,6,6,1,1,0.600,0.536,0,1
18,6,forced,2,13,motor,4,4,1,1,1,0.912,0,1
18,6,forced,2,14,motor,5,5,1,1,0.300,0.314,0,1
18,6,forced,2,15,motor,7,7,1,1,0.900,0.803,0,1
18,6,forced,2,16,motor,3,3,0,0,1.200,1.082,0,1
18,6,forced,2,17,motor,4,4,0,0,1.100,0.972,0,1
18,6,forced,2,18,motor,5,5,1,1,0.300,0.237,0,1
18,6,forced,2,19,motor,1,1,1,1,0.400,0.435,0,1
18,6,forced,2,20,motor,5,5,1,1,0.800,0.751,0,1
18,6,forced,5,1,learn,1,2,0,0,1.200,1.305,0,1
18,6,forced,5,2,learn,5,5,0,0,1.100,0.948,0,1
18,6,forced,5,3,learn,5,5,1,1,1.200,1.084,0,1
18,6,forced,5,4,learn,7,6,0,1,1.100,1.012,0,1
18,6,forced,5,5,learn,8,8,0,0,0.800,0.699,0,1
18,6,forced,5,6,learn,1,4,0,0,0.300,0.488,0,1
18,6,forced,5,7,learn,1,1,1,1,0.700,0.673,0,1
18,6,forced,5,8,learn,6,7,0,0,0.300,0.185,0,1
18,6,forced,5,9,learn,4,4,0,0,1.100,0.941,0,1
18,6,forced,5,10,learn,6,6,0,0,1,0.833,0,1
18,6,forced,5,11,learn,8,5,0,1,0.500,0.570,0,1
18,6,forced,5,12,learn,6,4,0,1,0.600,0.590,0,1
18,6,forced,5,13,learn,6,4,0,1,1,0.970,0,1
18,6,forced,5,14,learn,3,4,0,0,0.300,0.406,0,1
18,6,forced,5,15,learn,5,5,0,0,0.900,0.760,0,1
18,6,forced,5,16,learn,1,2,0,1,1.200,1.126,0,1
18,6,forced,5,17,learn,4,4,0,0,1.100,0.978,0,1
18,6,forced,5,18,learn,6,5,0,0,0.300,0.471,0,1
18,6,forced,5,19,learn,4,3,0,0,0.400,0.223,0,1
18,6,forced,5,20,learn,6,5,0,1,0.800,0.770,0,1
18,6,forced,5,21,learn,5,5,1,1,0.300,0.347,0,1
18,6,forced,5,22,learn,5,5,0,0,0.600,0.493,0,1
18,6,forced,5,23,learn,7,7,0,0,1,0.889,0,1
18,6,forced,5,24,learn,2,7,0,1,0.200,0.171,0,1
18,6,forced,5,25,learn,5,2,0,0,1.200,1.026,0,1
18,6,forced,5,26,learn,1,2,0,1,0.500,0.514,0,1
18,6,forced,5,27,learn,1,1,1,1,1.100,1.010,0,1
18,6,forced,5,28,learn,5,5,0,0,1,0.877,0,1
18,6,forced,5,29,learn,2,4,0,1,0.700,0.710,0,1
18,6,forced,5,30,learn,8,2,0,1,0.300,0.241,0,1
18,6,forced,5,31,learn,7,2,0,1,0.100,0.072,0,1
18,6,forced,5,32,learn,5,5,1,1,0.700,0.695,0,1
18,6,forced,5,33,learn,1,1,1,1,0.800,0.841,0,1
18,6,forced,5,34,learn,5,2,0,1,0.100,0.162,0,1
18,6,forced,5,35,learn,4,6,0,1,0.300,0.209,0,1
18,6,forced,5,36,learn,5,4,0,1,0.200,0.105,0,1
18,6,forced,5,37,learn,4,7,0,1,0.600,0.622,0,1
18,6,forced,5,38,learn,1,2,0,1,0.600,0.605,0,1
18,6,forced,5,39,learn,6,6,0,0,1,0.867,0,1
18,6,forced,5,40,learn,8,7,0,0,0.400,0.506,0,1
18,6,forced,5,41,learn,4,2,0,1,0.600,0.621,0,1
18,6,forced,5,42,learn,4,4,0,0,0.700,0.597,0,1
18,6,forced,5,43,learn,3,3,1,1,1.200,1.092,0,1
18,6,forced,5,44,learn,6,6,1,1,0.400,0.460,0,1
18,6,forced,5,45,learn,1,1,1,1,0.600,0.627,0,1
18,6,forced,5,46,learn,8,8,0,0,1.100,0.968,0,1
18,6,forced,5,47,learn,4,2,0,1,0.700,0.748,0,1
18,6,forced,5,48,learn,7,7,1,1,1.200,1.121,0,1
18,6,forced,5,49,learn,4,4,1,1,1,0.998,0,1
18,6,forced,5,50,learn,3,3,0,0,0.200,0.301,0,1
18,6,forced,5,51,learn,6,7,0,0,1.100,0.964,0,1
18,6,forced,5,52,learn,2,7,0,1,0.200,0.208,0,1
18,6,forced,5,53,learn,1,2,0,1,1,0.923,0,1
18,6,forced,5,54,learn,6,6,1,1,0.800,0.765,0,1
18,6,forced,5,55,learn,7,4,0,1,0.900,0.937,0,1
18,6,forced,5,56,learn,7,7,1,1,0.700,0.631,0,1
18,6,forced,5,57,learn,8,8,1,1,0.200,0.172,0,1
18,6,forced,5,58,learn,5,5,1,1,0.800,0.845,0,1
18,6,forced,5,59,learn,5,6,0,1,0.100,0.047,0,1
18,6,forced,5,60,learn,6,6,0,0,0.700,0.558,0,1
18,6,forced,5,61,learn,4,4,1,1,0.500,0.489,0,1
18,6,forced,5,62,learn,3,3,0,0,0.600,0.464,0,1
18,6,forced,5,63,learn,4,4,1,1,1.200,1.120,0,1
18,6,forced,5,64,learn,2,4,0,1,0.300,0.333,0,1
18,6,forced,5,65,learn,3,3,1,1,0.900,0.989,0,1
18,6,forced,5,66,learn,5,6,0,1,0.600,0.596,0,1
18,6,forced,5,67,learn,2,2,1,1,0.800,0.813,0,1
18,6,forced,5,68,learn,7,7,0,0,0.700,0.824,0,1
18,6,forced,5,69,learn,1,4,0,1,0.400,0.422,0,1
18,6,forced,5,70,learn,4,7,0,1,0.100,0.184,0,1
18,6,forced,5,71,learn,5,5,0,0,0.400,0.535,0,1
18,6,forced,5,72,learn,6,6,0,0,0.300,0.157,0,1
18,6,forced,5,73,learn,3,4,0,1,0.500,0.548,0,1
18,6,forced,5,74,learn,8,7,0,1,0.700,0.708,0,1
18,6,forced,5,75,learn,8,8,1,1,0.200,0.265,0,1
18,6,forced,5,76,learn,7,7,0,0,0.600,0.483,0,1
18,6,forced,5,77,learn,6,6,1,1,1,0.917,0,1
18,6,forced,5,78,learn,5,5,1,1,1,0.920,0,1
18,6,forced,5,79,learn,1,2,0,1,0.900,0.841,0,1
18,6,forced,5,80,learn,6,3,0,1,0.200,0.209,0,1
18,6,forced,5,81,learn,1,4,0,1,0.100,0.087,0,1
18,6,forced,5,82,learn,3,4,0,1,0.500,0.505,0,1
18,6,forced,5,83,learn,3,3,1,1,0.500,0.461,0,1
18,6,forced,5,84,learn,2,2,1,1,0.900,0.871,0,1
18,6,forced,5,85,learn,6,6,1,1,0.800,0.713,0,1
18,6,forced,5,86,learn,2,2,1,1,0.800,0.745,0,1
18,6,forced,5,87,learn,7,6,0,1,0.600,0.690,0,1
18,6,forced,5,88,learn,6,5,0,1,0.600,0.696,0,1
18,6,forced,5,89,learn,3,6,0,1,0.200,0.133,0,1
18,6,forced,5,90,learn,2,2,1,1,1,0.934,0,1
18,6,forced,5,91,learn,3,3,1,1,0.200,0.161,0,1
18,6,forced,5,92,learn,3,3,1,1,0.600,0.597,0,1
18,6,forced,5,93,learn,7,6,0,1,0.500,0.558,0,1
18,6,forced,5,94,learn,2,2,1,1,0.800,0.752,0,1
18,6,forced,5,95,learn,7,7,1,1,1.200,1.092,0,1
18,6,forced,5,96,learn,2,2,0,0,1.200,1.314,0,1
18,6,forced,6,1,learn,6,7,0,1,0.700,0.672,0,1
18,6,forced,6,2,learn,7,7,1,1,0.500,0.565,0,1
18,6,forced,6,3,learn,5,6,0,1,0.200,0.258,0,1
18,6,forced,6,4,learn,2,6,0,1,0.200,0.158,0,1
18,6,forced,6,5,learn,1,1,1,1,0.900,0.849,0,1
18,6,forced,6,6,learn,5,6,0,1,0.400,0.451,0,1
18,6,forced,6,7,learn,8,5,0,0,0.200,0.305,0,1
18,6,forced,6,8,learn,8,4,0,1,0.100,0.129,0,1
18,6,forced,6,9,learn,4,4,1,1,1.200,1.261,0,1
18,6,forced,6,10,learn,8,3,0,1,0.200,0.204,0,1
18,6,forced,6,11,learn,5,7,0,1,0.500,0.515,0,1
18,6,forced,6,12,learn,4,4,0,0,0.700,0.581,0,1
18,6,forced,6,13,learn,5,7,0,0,0.500,0.618,0,1
18,6,forced,6,14,learn,5,5,0,0,0.400,0.524,0,1
18,6,forced,6,15,learn,3,5,0,1,0.100,0.120,0,1
18,6,forced,6,16,learn,7,4,0,1,0.200,0.156,0,1
18,6,forced,6,17,learn,7,5,0,1,0.500,0.528,0,1
18,6,forced,6,18,learn,4,4,0,0,1.200,1.076,0,1
18,6,forced,6,19,learn,6,6,0,0,0.900,0.796,0,1
18,6,forced,6,20,learn,6,6,0,0,1.200,1.069,0,1
18,6,forced,6,21,learn,1,2,0,0,0.300,0.459,0,1
18,6,forced,6,22,learn,4,4,1,1,1,0.934,0,1
18,6,forced,6,23,learn,1,1,1,1,0.900,0.891,0,1
18,6,forced,6,24,learn,7,7,1,1,0.900,0.860,0,1
18,6,forced,6,25,learn,1,2,0,1,1.100,1.047,0,1
18,6,forced,6,26,learn,3,5,0,1,0.900,0.808,0,1
18,6,forced,6,27,learn,5,7,0,1,0.100,0.045,0,1
18,6,forced,6,28,learn,5,5,0,0,0.800,0.691,0,1
18,6,forced,6,29,learn,6,6,1,1,1.200,1.137,0,1
18,6,forced,6,30,learn,2,7,0,0,0.400,0.525,0,1
18,6,forced,6,31,learn,4,2,0,0,0.400,0.517,0,1
18,6,forced,6,32,learn,8,7,0,1,0.800,0.751,0,1
18,6,forced,6,33,learn,8,6,0,1,0.400,0.367,0,1
18,6,forced,6,34,learn,3,4,0,0,0.400,0.520,0,1
18,6,forced,6,35,learn,6,6,1,1,1.200,1.114,0,1
18,6,forced,6,36,learn,6,6,1,1,0.400,0.431,0,1
18,6,forced,6,37,learn,1,2,0,1,0.400,0.494,0,1
18,6,forced,6,38,learn,3,3,0,0,1.200,1.083,0,1
18,6,forced,6,39,learn,4,4,0,0,0.700,0.587,0,1
18,6,forced,6,40,learn,4,4,1,1,1.200,1.098,0,1
18,6,forced,6,41,learn,2,3,0,0,0.600,0.726,0,1
18,6,forced,6,42,learn,5,6,0,1,0.600,0.543,0,1
18,6,forced,6,43,learn,3,5,0,1,0.300,0.377,0,1
18,6,forced,6,44,learn,6,7,0,1,0.500,0.504,0,1
18,6,forced,6,45,learn,4,4,1,1,0.900,0.869,0,1
18,6,forced,6,46,learn,3,4,0,1,0.300,0.299,0,1
18,6,forced,6,47,learn,4,4,0,0,0.800,0.661,0,1
18,6,forced,6,48,learn,7,5,0,1,0.600,0.552,0,1
18,6,forced,6,49,learn,7,7,1,1,1,0.929,0,1
18,6,forced,6,50,learn,5,5,1,1,1.200,1.132,0,1
18,6,forced,6,51,learn,3,3,1,1,0.700,0.670,0,1
18,6,forced,6,52,learn,7,7,1,1,1,0.963,0,1
18,6,forced,6,53,learn,4,8,0,1,0.400,0.394,0,1
18,6,forced,6,54,learn,1,5,0,1,0.200,0.246,0,1
18,6,forced,6,55,learn,2,5,0,1,0.600,0.603,0,1
18,6,forced,6,56,learn,2,3,0,1,0.100,0.122,0,1
18,6,forced,6,57,learn,3,3,1,1,0.700,0.688,0,1
18,6,forced,6,58,learn,5,6,0,1,0.800,0.734,0,1
18,6,forced,6,59,learn,7,7,1,1,0.700,0.706,0,1
18,6,forced,6,60,learn,3,4,0,1,1,0.983,0,1
18,6,forced,6,61,learn,3,4,0,1,0.100,0.174,0,1
18,6,forced,6,62,learn,2,4,0,1,0.200,0.157,0,1
18,6,forced,6,63,learn,4,3,0,1,0.100,0.063,0,1
18,6,forced,6,64,learn,7,4,0,1,0.200,0.159,0,1
18,6,forced,6,65,learn,6,3,0,1,0.200,0.252,0,1
18,6,forced,6,66,learn,8,6,0,1,0.900,0.881,0,1
18,6,forced,6,67,learn,5,8,0,1,0.200,0.137,0,1
18,6,forced,6,68,learn,8,8,1,1,0.900,0.827,0,1
18,6,forced,6,69,learn,4,7,0,1,0.200,0.150,0,1
18,6,forced,6,70,learn,4,4,0,0,1.100,0.979,0,1
18,6,forced,6,71,learn,8,3,0,1,0.700,0.612,0,1
18,6,forced,6,72,learn,7,7,1,1,1.100,1.048,0,1
18,6,forced,6,73,learn,6,8,0,1,0.300,0.390,0,1
18,6,forced,6,74,learn,5,5,1,1,0.900,0.806,0,1
18,6,forced,6,75,learn,7,7,1,1,0.500,0.573,0,1
18,6,forced,6,76,learn,6,6,0,0,0.400,0.596,0,1
18,6,forced,6,77,learn,2,4,0,0,0.300,0.515,0,1
18,6,forced,6,78,learn,1,2,0,1,0.400,0.388,0,1
18,6,forced,6,79,learn,7,6,0,1,0.800,0.845,0,1
18,6,forced,6,80,learn,8,7,0,1,0.300,0.360,0,1
18,6,forced,6,81,learn,3,7,0,0,0.800,0.674,0,1
18,6,forced,6,82,learn,5,6,0,1,0.500,0.547,0,1
18,6,forced,6,83,learn,4,3,0,0,0.900,0.780,0,1
18,6,forced,6,84,learn,2,2,0,0,1,0.872,0,1
18,6,forced,6,85,learn,4,1,0,1,0.200,0.150,0,1
18,6,forced,6,86,learn,5,5,1,1,1.200,1.143,0,1
18,6,forced,6,87,learn,2,2,0,0,1.100,0.990,0,1
18,6,forced,6,88,learn,4,4,1,1,1,0.926,0,1
18,6,forced,6,89,learn,4,4,1,1,0.800,0.713,0,1
18,6,forced,6,90,learn,3,3,1,1,1.100,1.023,0,1
18,6,forced,6,91,learn,7,7,0,0,1.200,1.073,0,1
18,6,forced,6,92,learn,4,3,0,1,0.800,0.751,0,1
18,6,forced,6,93,learn,2,4,0,1,0.100,0.054,0,1
18,6,forced,6,94,learn,6,6,0,0,1,0.867,0,1
18,6,forced,6,95,learn,2,3,0,1,0.900,0.891,0,1
18,6,forced,6,96,learn,8,6,0,1,0.100,0.063,0,1
18,6,forced,7,1,learn,3,2,0,0,0.700,0.589,0,1
18,6,forced,7,2,learn,6,7,0,1,1,0.955,0,1
18,6,forced,7,3,learn,3,4,0,1,0.700,0.695,0,1
18,6,forced,7,4,learn,8,8,0,0,1.200,1.059,0,1
18,6,forced,7,5,learn,6,6,1,1,0.400,0.438,0,1
18,6,forced,7,6,learn,6,6,1,1,0.900,0.835,0,1
18,6,forced,7,7,learn,1,7,0,1,0.200,0.132,0,1
18,6,forced,7,8,learn,2,7,0,1,0.300,0.393,0,1
18,6,forced,7,9,learn,3,3,1,1,0.800,0.728,0,1
18,6,forced,7,10,learn,1,3,0,1,0.100,0.145,0,1
18,6,forced,7,11,learn,8,7,0,1,0.600,0.517,0,1
18,6,forced,7,12,learn,3,3,0,0,1.200,1.046,0,1
18,6,forced,7,13,learn,3,3,1,1,0.700,0.631,0,1
18,6,forced,7,14,learn,1,1,0,0,1,0.898,0,1
18,6,forced,7,15,learn,6,7,0,1,0.600,0.526,0,1
18,6,forced,7,16,learn,3,3,1,1,1.100,1.001,0,1
18,6,forced,7,17,learn,4,4,1,1,0.200,0.148,0,1
18,6,forced,7,18,learn,4,5,0,1,0.100,0.105,0,1
18,6,forced,7,19,learn,2,2,0,0,1.100,0.999,0,1
18,6,forced,7,20,learn,3,6,0,1,0.100,0.091,0,1
18,6,forced,7,21,learn,4,4,1,1,0.900,0.817,0,1
18,6,forced,7,22,learn,8,8,1,1,0.900,0.959,0,1
18,6,forced,7,23,learn,2,2,1,1,1.200,1.122,0,1
18,6,forced,7,24,learn,5,5,1,1,0.800,0.799,0,1
18,6,forced,7,25,learn,7,6,0,1,0.800,0.752,0,1
18,6,forced,7,26,learn,8,8,1,1,0.900,0.848,0,1
18,6,forced,7,27,learn,5,5,1,1,0.700,0.604,0,1
18,6,forced,7,28,learn,7,7,1,1,0.300,0.245,0,1
18,6,forced,7,29,learn,3,6,0,1,0.100,0.080,0,1
18,6,forced,7,30,learn,2,4,0,1,0.500,0.517,0,1
18,6,forced,7,31,learn,2,2,1,1,0.600,0.587,0,1
18,6,forced,7,32,learn,4,1,0,0,0.300,0.174,0,1
18,6,forced,7,33,learn,5,5,1,1,1.100,1.020,0,1
18,6,forced,7,34,learn,8,4,0,1,0.400,0.386,0,1
18,6,forced,7,35,learn,2,2,0,0,1,0.898,0,1
18,6,forced,7,36,learn,8,7,0,1,0.800,0.748,0,1
18,6,forced,7,37,learn,2,8,0,1,0.200,0.185,0,1
18,6,forced,7,38,learn,1,1,1,1,0.500,0.572,0,1
18,6,forced,7,39,learn,6,2,0,1,0.100,0.025,0,1
18,6,forced,7,40,learn,3,3,0,0,0.900,0.790,0,1
18,6,forced,7,41,learn,5,4,0,1,0.300,0.325,0,1
18,6,forced,7,42,learn,8,7,0,1,0.100,0.019,0,1
18,6,forced,7,43,learn,7,7,1,1,0.800,0.741,0,1
18,6,forced,7,44,learn,4,4,1,1,0.900,0.850,0,1
18,6,forced,7,45,learn,8,8,1,1,1.200,1.160,0,1
18,6,forced,7,46,learn,5,5,1,1,1.100,1.024,0,1
18,6,forced,7,47,learn,1,7,0,1,0.200,0.126,0,1
18,6,forced,7,48,learn,7,7,1,1,1.100,1.147,0,1
18,6,forced,7,49,learn,7,8,0,0,0.300,0.193,0,1
18,6,forced,7,50,learn,2,5,0,1,0.700,0.688,0,1
18,6,forced,7,51,learn,1,2,0,1,0.200,0.134,0,1
18,6,forced,7,52,learn,7,7,1,1,0.700,0.691,0,1
18,6,forced,7,53,learn,2,4,0,0,0.100,-0.008,0,1
18,6,forced,7,54,learn,2,2,1,1,0.800,0.764,0,1
18,6,forced,7,55,learn,8,4,0,1,0.400,0.336,0,1
18,6,forced,7,56,learn,6,7,0,1,0.800,0.816,0,1
18,6,forced,7,57,learn,4,3,0,1,1,0.991,0,1
18,6,forced,7,58,learn,8,7,0,1,0.600,0.700,0,1
18,6,forced,7,59,learn,6,5,0,1,0.500,0.523,0,1
18,6,forced,7,60,learn,7,5,0,1,0.800,0.795,0,1
18,6,forced,7,61,learn,3,3,0,0,1.100,0.994,0,1
18,6,forced,7,62,learn,6,7,0,1,0.900,0.800,0,1
18,6,forced,7,63,learn,7,7,0,0,0.600,0.714,0,1
18,6,forced,7,64,learn,1,5,0,1,0.600,0.591,0,1
18,6,forced,7,65,learn,2,3,0,1,0.500,0.534,0,1
18,6,forced,7,66,learn,6,2,0,1,0.200,0.143,0,1
18,6,forced,7,67,learn,6,6,1,1,0.800,0.806,0,1
