id,group_id,task_type,block,trial,stim_type,stim_index,resp_index,correct,good_timing,t_proposed_prep,t_prep,missed_stim_deadline,day
17,5,forced,2,1,motor,1,1,0,0,1.200,1.443,0,1
17,5,forced,2,2,motor,3,6,0,0,0.200,0.374,0,1
17,5,forced,2,3,motor,4,4,1,1,0.500,0.513,0,1
17,5,forced,2,4,motor,1,1,0,0,0.800,0.612,0,1
17,5,forced,2,5,motor,1,1,0,0,0.700,0.579,0,1
17,5,forced,2,6,motor,8,8,0,0,0.600,0.755,0,1
17,5,forced,2,7,motor,4,4,0,0,0.600,0.801,0,1
17,5,forced,2,8,motor,1,1,0,0,0.700,0.552,0,1
17,5,forced,2,9,motor,6,7,0,0,0.800,0.676,0,1
17,5,forced,2,10,motor,2,2,1,1,0.700,0.723,0,1
17,5,forced,2,11,motor,7,7,0,0,1.200,1.031,0,1
17,5,forced,2,12,motor,5,5,0,0,0.600,0.494,0,1
17,5,forced,2,13,motor,2,4,0,1,0.300,0.250,0,1
17,5,forced,2,14,motor,1,1,0,0,1.200,1.050,0,1
17,5,forced,2,15,motor,5,5,1,1,1.200,1.131,0,1
17,5,forced,2,16,motor,3,3,0,0,1,0.879,0,1
17,5,forced,2,17,motor,1,1,0,0,0.500,0.752,0,1
17,5,forced,2,18,motor,3,4,0,0,0.300,0.570,0,1
17,5,forced,2,19,motor,2,2,0,0,1.100,1.385,0,1
17,5,forced,2,20,motor,1,1,0,0,0.500,0.606,0,1
17,5,forced,5,1,learn,5,5,0,0,1.200,3.577,0,1
17,5,forced,5,2,learn,5,5,0,0,0.200,0.449,0,1
17,5,forced,5,3,learn,4,4,0,0,0.500,1.546,0,1
17,5,forced,5,4,learn,6,5,0,0,0.800,1.337,0,1
17,5,forced,5,5,learn,1,1,0,0,0.700,0.820,0,1
17,5,forced,5,6,learn,1,1,0,0,0.600,0.471,0,1
17,5,forced,5,7,learn,8,7,0,0,0.600,0.712,0,1
17,5,forced,5,8,learn,6,6,0,0,0.700,0.802,0,1
17,5,forced,5,9,learn,2,5,0,0,0.800,0.615,0,1
17,5,forced,5,10,learn,4,4,1,1,0.700,0.678,0,1
17,5,forced,5,11,learn,4,4,0,0,1.200,1.066,0,1
17,5,forced,5,12,learn,3,3,1,1,0.600,0.679,0,1
17,5,forced,5,13,learn,7,7,0,0,0.300,0.959,0,1
17,5,forced,5,14,learn,8,8,0,0,1.200,1.311,0,1
17,5,forced,5,15,learn,6,6,0,0,1.200,1.012,0,1
17,5,forced,5,16,learn,7,7,1,1,1,0.909,0,1
17,5,forced,5,17,learn,7,7,0,0,0.500,0.648,0,1
