"rt","responses","time_elapsed","subject","prolificID","demoID","trialType","question_order","key_press","stim","corrresp","phase","stimNum","type","trialNum","corr","repeatTrial","motorSwitch","pracCounter"
"1233150","{""Q0"":""msl000287""}","1233182","HierDy4wlydxcf","2xqlr8k9fo","msl000287","","","","","","","","","","","","",""
"1397","","1234594","HierDy4wlydxcf","2xqlr8k9fo","msl000287","","","","","","","","","","","","",""
"","","1236927","HierDy4wlydxcf","2xqlr8k9fo","msl000287","fullscreen","","","","","","","","","","","",""
"11866","{""Vision"":""Yes"",""Handedness"":""Right"",""Gender"":""male""}","1248810","HierDy4wlydxcf","2xqlr8k9fo","msl000287","","[0,1,2]","","","","","","","","","","",""
"6210","{""Q0"":""19""}","1255038","HierDy4wlydxcf","2xqlr8k9fo","msl000287","","","","","","","","","","","","",""
"118874","","1373921","HierDy4wlydxcf","2xqlr8k9fo","msl000287","","","","","","","","","","","","",""
"966","","1374896","HierDy4wlydxcf","2xqlr8k9fo","msl000287","motor","","75","img/motor_7.png","75","motor","7","shape","1","1","0","0",""
"null","","1375004","HierDy4wlydxcf","2xqlr8k9fo","msl000287","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"491","","1375504","HierDy4wlydxcf","2xqlr8k9fo","msl000287","motor","","76","img/motor_8.png","76","motor","8","shape","2","1","0","0",""
"null","","1375612","HierDy4wlydxcf","2xqlr8k9fo","msl000287","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"595","","1376216","HierDy4wlydxcf","2xqlr8k9fo","msl000287","motor","","72","img/motor_5.png","72","motor","5","shape","3","1","0","0",""
"null","","1376323","HierDy4wlydxcf","2xqlr8k9fo","msl000287","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"508","","1376846","HierDy4wlydxcf","2xqlr8k9fo","msl000287","motor","","74","img/motor_6.png","74","motor","6","shape","4","1","0","0",""
"null","","1376960","HierDy4wlydxcf","2xqlr8k9fo","msl000287","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"431","","1377400","HierDy4wlydxcf","2xqlr8k9fo","msl000287","motor","","76","img/motor_8.png","76","motor","8","shape","5","1","0","0",""
"null","","1377507","HierDy4wlydxcf","2xqlr8k9fo","msl000287","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"420","","1377941","HierDy4wlydxcf","2xqlr8k9fo","msl000287","motor","","75","img/motor_7.png","75","motor","7","shape","6","1","0","0",""
"null","","1378057","HierDy4wlydxcf","2xqlr8k9fo","msl000287","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"446","","1378511","HierDy4wlydxcf","2xqlr8k9fo","msl000287","motor","","72","img/motor_5.png","72","motor","5","shape","7","1","0","0",""
"null","","1378619","HierDy4wlydxcf","2xqlr8k9fo","msl000287","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"350","","1378982","HierDy4wlydxcf","2xqlr8k9fo","msl000287","motor","","74","img/motor_6.png","74","motor","6","shape","8","1","0","0",""
"null","","1379097","HierDy4wlydxcf","2xqlr8k9fo","msl000287","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"471","","1379576","HierDy4wlydxcf","2xqlr8k9fo","msl000287","motor","","65","img/motor_1.png","65","motor","1","shape","9","1","0","0",""
"null","","1379690","HierDy4wlydxcf","2xqlr8k9fo","msl000287","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"421","","1380126","HierDy4wlydxcf","2xqlr8k9fo","msl000287","motor","","83","img/motor_2.png","83","motor","2","shape","10","1","0","0",""
"null","","1380235","HierDy4wlydxcf","2xqlr8k9fo","msl000287","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"517","","1380759","HierDy4wlydxcf","2xqlr8k9fo","msl000287","motor","","72","img/motor_5.png","72","motor","5","shape","11","1","0","0",""
"null","","1380873","HierDy4wlydxcf","2xqlr8k9fo","msl000287","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"478","","1381366","HierDy4wlydxcf","2xqlr8k9fo","msl000287","motor","","83","img/motor_2.png","83","motor","2","shape","12","1","0","0",""
"null","","1381481","HierDy4wlydxcf","2xqlr8k9fo","msl000287","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"519","","1382015","HierDy4wlydxcf","2xqlr8k9fo","msl000287","motor","","75","img/motor_7.png","75","motor","7","shape","13","1","0","0",""
"null","","1382129","HierDy4wlydxcf","2xqlr8k9fo","msl000287","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"559","","1382702","HierDy4wlydxcf","2xqlr8k9fo","msl000287","motor","","70","img/motor_4.png","70","motor","4","shape","14","1","0","0",""
"null","","1382817","HierDy4wlydxcf","2xqlr8k9fo","msl000287","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"463","","1383294","HierDy4wlydxcf","2xqlr8k9fo","msl000287","motor","","70","img/motor_4.png","70","motor","4","shape","15","1","0","0",""
"null","","1383409","HierDy4wlydxcf","2xqlr8k9fo","msl000287","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"406","","1383823","HierDy4wlydxcf","2xqlr8k9fo","msl000287","motor","","65","img/motor_1.png","65","motor","1","shape","16","1","0","0",""
"null","","1383937","HierDy4wlydxcf","2xqlr8k9fo","msl000287","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"374","","1384326","HierDy4wlydxcf","2xqlr8k9fo","msl000287","motor","","65","img/motor_1.png","65","motor","1","shape","17","1","0","0",""
"null","","1384434","HierDy4wlydxcf","2xqlr8k9fo","msl000287","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"582","","1385024","HierDy4wlydxcf","2xqlr8k9fo","msl000287","motor","","74","img/motor_6.png","74","motor","6","shape","18","1","0","0",""
"null","","1385138","HierDy4wlydxcf","2xqlr8k9fo","msl000287","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"550","","1385703","HierDy4wlydxcf","2xqlr8k9fo","msl000287","motor","","76","img/motor_8.png","76","motor","8","shape","19","1","0","0",""
"null","","1385811","HierDy4wlydxcf","2xqlr8k9fo","msl000287","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"541","","1386360","HierDy4wlydxcf","2xqlr8k9fo","msl000287","motor","","83","img/motor_2.png","83","motor","2","shape","20","1","0","0",""
"null","","1386468","HierDy4wlydxcf","2xqlr8k9fo","msl000287","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"468","","1386944","HierDy4wlydxcf","2xqlr8k9fo","msl000287","motor","","76","img/motor_8.png","76","motor","8","shape","21","1","0","0",""
"null","","1387052","HierDy4wlydxcf","2xqlr8k9fo","msl000287","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"436","","1387502","HierDy4wlydxcf","2xqlr8k9fo","msl000287","motor","","76","img/motor_8.png","76","motor","8","shape","22","1","0","0",""
"null","","1387617","HierDy4wlydxcf","2xqlr8k9fo","msl000287","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"496","","1388120","HierDy4wlydxcf","2xqlr8k9fo","msl000287","motor","","72","img/motor_5.png","72","motor","5","shape","23","1","0","0",""
