"rt","responses","time_elapsed","subject","prolificID","demoID","trialType","question_order","key_press","stim","corrresp","phase","stimNum","type","trialNum","corr","repeatTrial","motorSwitch","pracCounter"
"2202330","{""Q0"":""msl000273""}","2202370","HierDy49fmxq3n","yr10uavnkz","msl000273","","","","","","","","","","","","",""
"866","","2203250","HierDy49fmxq3n","yr10uavnkz","msl000273","","","","","","","","","","","","",""
"","","2205221","HierDy49fmxq3n","yr10uavnkz","msl000273","fullscreen","","","","","","","","","","","",""
"10862","{""Vision"":""Yes"",""Handedness"":""Right"",""Gender"":""female""}","2216100","HierDy49fmxq3n","yr10uavnkz","msl000273","","[0,1,2]","","","","","","","","","","",""
"6143","{""Q0"":""20""}","2222259","HierDy49fmxq3n","yr10uavnkz","msl000273","","","","","","","","","","","","",""
"67196","","2289464","HierDy49fmxq3n","yr10uavnkz","msl000273","","","","","","","","","","","","",""
"67923","","2357395","HierDy49fmxq3n","yr10uavnkz","msl000273","motor","","76","img/motor_8.png","76","motor","8","shape","1","1","0","0",""
"null","","2357510","HierDy49fmxq3n","yr10uavnkz","msl000273","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"893","","2358418","HierDy49fmxq3n","yr10uavnkz","msl000273","motor","","72","img/motor_5.png","72","motor","5","shape","2","1","0","0",""
"null","","2358526","HierDy49fmxq3n","yr10uavnkz","msl000273","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"710","","2359243","HierDy49fmxq3n","yr10uavnkz","msl000273","motor","","70","img/motor_4.png","70","motor","4","shape","3","1","0","0",""
"null","","2359358","HierDy49fmxq3n","yr10uavnkz","msl000273","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"4588","","2363962","HierDy49fmxq3n","yr10uavnkz","msl000273","motor","","65","img/motor_1.png","65","motor","1","shape","4","1","0","0",""
"null","","2364071","HierDy49fmxq3n","yr10uavnkz","msl000273","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"1436","","2365522","HierDy49fmxq3n","yr10uavnkz","msl000273","motor","","74","img/motor_6.png","74","motor","6","shape","5","1","0","0",""
"null","","2365637","HierDy49fmxq3n","yr10uavnkz","msl000273","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"701","","2366347","HierDy49fmxq3n","yr10uavnkz","msl000273","motor","","75","img/motor_7.png","75","motor","7","shape","6","1","0","0",""
"null","","2366456","HierDy49fmxq3n","yr10uavnkz","msl000273","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"1117","","2367579","HierDy49fmxq3n","yr10uavnkz","msl000273","motor","","74","img/motor_6.png","74","motor","6","shape","7","1","0","0",""
"null","","2367694","HierDy49fmxq3n","yr10uavnkz","msl000273","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"1229","","2368931","HierDy49fmxq3n","yr10uavnkz","msl000273","motor","","70","img/motor_4.png","70","motor","4","shape","8","1","0","0",""
"null","","2369046","HierDy49fmxq3n","yr10uavnkz","msl000273","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"1100","","2370162","HierDy49fmxq3n","yr10uavnkz","msl000273","motor","","75","img/motor_7.png","75","motor","7","shape","9","1","0","0",""
"48","","2370271","HierDy49fmxq3n","yr10uavnkz","msl000273","iti","","76","img/motor_7.png","75","motor","","","","","","",""
"469","","2370753","HierDy49fmxq3n","yr10uavnkz","msl000273","motor","","76","img/motor_8.png","76","motor","8","shape","10","1","0","0",""
"null","","2370861","HierDy49fmxq3n","yr10uavnkz","msl000273","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"534","","2371403","HierDy49fmxq3n","yr10uavnkz","msl000273","motor","","70","img/motor_4.png","70","motor","4","shape","11","1","0","0",""
"null","","2371517","HierDy49fmxq3n","yr10uavnkz","msl000273","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"590","","2372122","HierDy49fmxq3n","yr10uavnkz","msl000273","motor","","74","img/motor_6.png","74","motor","6","shape","12","1","0","0",""
"null","","2372231","HierDy49fmxq3n","yr10uavnkz","msl000273","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"501","","2372746","HierDy49fmxq3n","yr10uavnkz","msl000273","motor","","72","img/motor_5.png","72","motor","5","shape","13","1","0","0",""
"null","","2372860","HierDy49fmxq3n","yr10uavnkz","msl000273","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"423","","2373290","HierDy49fmxq3n","yr10uavnkz","msl000273","motor","","75","img/motor_7.png","75","motor","7","shape","14","1","0","0",""
"null","","2373398","HierDy49fmxq3n","yr10uavnkz","msl000273","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"622","","2374026","HierDy49fmxq3n","yr10uavnkz","msl000273","motor","","83","img/motor_2.png","83","motor","2","shape","15","1","0","0",""
"null","","2374135","HierDy49fmxq3n","yr10uavnkz","msl000273","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"518","","2374660","HierDy49fmxq3n","yr10uavnkz","msl000273","motor","","75","img/motor_7.png","75","motor","7","shape","16","1","0","0",""
"null","","2374775","HierDy49fmxq3n","yr10uavnkz","msl000273","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"364","","2375146","HierDy49fmxq3n","yr10uavnkz","msl000273","motor","","83","img/motor_2.png","83","motor","2","shape","17","1","0","0",""
"null","","2375261","HierDy49fmxq3n","yr10uavnkz","msl000273","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"399","","2375666","HierDy49fmxq3n","yr10uavnkz","msl000273","motor","","74","img/motor_5.png","72","motor","5","shape","18","0","1","0",""
"345","","2376019","HierDy49fmxq3n","yr10uavnkz","msl000273","motorRepeat","","72","img/motor_5.png","72","motor","5","","18","1","0","0",""
"null","","2376133","HierDy49fmxq3n","yr10uavnkz","msl000273","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"454","","2376601","HierDy49fmxq3n","yr10uavnkz","msl000273","motor","","83","img/motor_2.png","83","motor","2","shape","19","1","0","0",""
"null","","2376716","HierDy49fmxq3n","yr10uavnkz","msl000273","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"430","","2377155","HierDy49fmxq3n","yr10uavnkz","msl000273","motor","","76","img/motor_8.png","76","motor","8","shape","20","1","0","0",""
"null","","2377270","HierDy49fmxq3n","yr10uavnkz","msl000273","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"397","","2377681","HierDy49fmxq3n","yr10uavnkz","msl000273","motor","","76","img/motor_8.png","76","motor","8","shape","21","1","0","0",""
"null","","2377790","HierDy49fmxq3n","yr10uavnkz","msl000273","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"524","","2378329","HierDy49fmxq3n","yr10uavnkz","msl000273","motor","","72","img/motor_5.png","72","motor","5","shape","22","1","0","0",""
"null","","2378438","HierDy49fmxq3n","yr10uavnkz","msl000273","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"430","","2378881","HierDy49fmxq3n","yr10uavnkz","msl000273","motor","","75","img/motor_7.png","75","motor","7","shape","23","1","0","0",""
"null","","2378996","HierDy49fmxq3n","yr10uavnkz","msl000273","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"397","","2379403","HierDy49fmxq3n","yr10uavnkz","msl000273","motor","","74","img/motor_6.png","74","motor","6","shape","24","1","0","0",""
"null","","2379511","HierDy49fmxq3n","yr10uavnkz","msl000273","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"348","","2379867","HierDy49fmxq3n","yr10uavnkz","msl000273","motor","","76","img/motor_8.png","76","motor","8","shape","25","1","0","0",""
"null","","2379975","HierDy49fmxq3n","yr10uavnkz","msl000273","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"373","","2380355","HierDy49fmxq3n","yr10uavnkz","msl000273","motor","","74","img/motor_6.png","74","motor","6","shape","26","1","0","0",""
"null","","2380464","HierDy49fmxq3n","yr10uavnkz","msl000273","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"323","","2380795","HierDy49fmxq3n","yr10uavnkz","msl000273","motor","","75","img/motor_7.png","75","motor","7","shape","27","1","0","0",""
"null","","2380903","HierDy49fmxq3n","yr10uavnkz","msl000273","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"548","","2381466","HierDy49fmxq3n","yr10uavnkz","msl000273","motor","","70","img/motor_4.png","70","motor","4","shape","28","1","0","0",""
