"rt","responses","time_elapsed","subject","prolificID","demoID","trialType","question_order","key_press","stim","corrresp","phase","stimNum","type","trialNum","corr","repeatTrial","motorSwitch","pracCounter"
"8076","{""Q0"":""msl000382""}","8112","HierDyon59r765","1n2qwqp83s","msl000382","","","","","","","","","","","","",""
"520","","8644","HierDyon59r765","1n2qwqp83s","msl000382","","","","","","","","","","","","",""
"","","10345","HierDyon59r765","1n2qwqp83s","msl000382","fullscreen","","","","","","","","","","","",""
"54023","{""Vision"":""Yes"",""Handedness"":""Right"",""Gender"":""male""}","64383","HierDyon59r765","1n2qwqp83s","msl000382","","[0,1,2]","","","","","","","","","","",""
"5755","{""Q0"":""20""}","70152","HierDyon59r765","1n2qwqp83s","msl000382","","","","","","","","","","","","",""
"182405","","252574","HierDyon59r765","1n2qwqp83s","msl000382","","","","","","","","","","","","",""
"4245","","256831","HierDyon59r765","1n2qwqp83s","msl000382","motor","","68","img/motor_3.png","68","motor","3","color","1","1","0","0",""
"null","","256944","HierDyon59r765","1n2qwqp83s","msl000382","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"1492","","258448","HierDyon59r765","1n2qwqp83s","msl000382","motor","","76","img/motor_7.png","75","motor","7","color","2","0","1","0",""
"936","","259394","HierDyon59r765","1n2qwqp83s","msl000382","motorRepeat","","76","img/motor_7.png","75","motor","7","","2","0","1","0",""
"3393","","262797","HierDyon59r765","1n2qwqp83s","msl000382","motorRepeat","","75","img/motor_7.png","75","motor","7","","2","1","0","0",""
"null","","262909","HierDyon59r765","1n2qwqp83s","msl000382","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"689","","263609","HierDyon59r765","1n2qwqp83s","msl000382","motor","","65","img/motor_1.png","65","motor","1","color","3","1","0","0",""
"null","","263722","HierDyon59r765","1n2qwqp83s","msl000382","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"861","","264593","HierDyon59r765","1n2qwqp83s","msl000382","motor","","74","img/motor_6.png","74","motor","6","color","4","1","0","0",""
"null","","264707","HierDyon59r765","1n2qwqp83s","msl000382","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"875","","265594","HierDyon59r765","1n2qwqp83s","msl000382","motor","","72","img/motor_5.png","72","motor","5","color","5","1","0","0",""
"null","","265705","HierDyon59r765","1n2qwqp83s","msl000382","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"3011","","268729","HierDyon59r765","1n2qwqp83s","msl000382","motor","","68","img/motor_3.png","68","motor","3","color","6","1","0","0",""
"null","","268840","HierDyon59r765","1n2qwqp83s","msl000382","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"679","","269534","HierDyon59r765","1n2qwqp83s","msl000382","motor","","83","img/motor_2.png","83","motor","2","color","7","1","0","0",""
"null","","269646","HierDyon59r765","1n2qwqp83s","msl000382","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"643","","270300","HierDyon59r765","1n2qwqp83s","msl000382","motor","","70","img/motor_4.png","70","motor","4","color","8","1","0","0",""
"null","","270412","HierDyon59r765","1n2qwqp83s","msl000382","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"686","","271110","HierDyon59r765","1n2qwqp83s","msl000382","motor","","72","img/motor_5.png","72","motor","5","color","9","1","0","0",""
"null","","271221","HierDyon59r765","1n2qwqp83s","msl000382","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"722","","271952","HierDyon59r765","1n2qwqp83s","msl000382","motor","","68","img/motor_3.png","68","motor","3","color","10","1","0","0",""
"null","","272064","HierDyon59r765","1n2qwqp83s","msl000382","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"540","","272615","HierDyon59r765","1n2qwqp83s","msl000382","motor","","70","img/motor_4.png","70","motor","4","color","11","1","0","0",""
"null","","272726","HierDyon59r765","1n2qwqp83s","msl000382","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"500","","273237","HierDyon59r765","1n2qwqp83s","msl000382","motor","","70","img/motor_4.png","70","motor","4","color","12","1","0","0",""
"null","","273349","HierDyon59r765","1n2qwqp83s","msl000382","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"971","","274331","HierDyon59r765","1n2qwqp83s","msl000382","motor","","74","img/motor_6.png","74","motor","6","color","13","1","0","0",""
"null","","274443","HierDyon59r765","1n2qwqp83s","msl000382","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"934","","275390","HierDyon59r765","1n2qwqp83s","msl000382","motor","","72","img/motor_5.png","72","motor","5","color","14","1","0","0",""
"null","","275502","HierDyon59r765","1n2qwqp83s","msl000382","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"770","","276283","HierDyon59r765","1n2qwqp83s","msl000382","motor","","76","img/motor_7.png","75","motor","7","color","15","0","1","0",""
"852","","277146","HierDyon59r765","1n2qwqp83s","msl000382","motorRepeat","","75","img/motor_7.png","75","motor","7","","15","1","0","0",""
"null","","277259","HierDyon59r765","1n2qwqp83s","msl000382","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"1445","","278715","HierDyon59r765","1n2qwqp83s","msl000382","motor","","83","img/motor_2.png","83","motor","2","color","16","1","0","0",""
"null","","278828","HierDyon59r765","1n2qwqp83s","msl000382","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"1299","","280139","HierDyon59r765","1n2qwqp83s","msl000382","motor","","70","img/motor_4.png","70","motor","4","color","17","1","0","0",""
"null","","280251","HierDyon59r765","1n2qwqp83s","msl000382","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"2950","","283212","HierDyon59r765","1n2qwqp83s","msl000382","motor","","74","img/motor_6.png","74","motor","6","color","18","1","0","0",""
"null","","283325","HierDyon59r765","1n2qwqp83s","msl000382","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"651","","283987","HierDyon59r765","1n2qwqp83s","msl000382","motor","","65","img/motor_1.png","65","motor","1","color","19","1","0","0",""
"null","","284099","HierDyon59r765","1n2qwqp83s","msl000382","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"819","","284929","HierDyon59r765","1n2qwqp83s","msl000382","motor","","74","img/motor_5.png","72","motor","5","color","20","0","1","0",""
"587","","285527","HierDyon59r765","1n2qwqp83s","msl000382","motorRepeat","","72","img/motor_5.png","72","motor","5","","20","1","0","0",""
"null","","285641","HierDyon59r765","1n2qwqp83s","msl000382","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"854","","286505","HierDyon59r765","1n2qwqp83s","msl000382","motor","","74","img/motor_6.png","74","motor","6","color","21","1","0","0",""
"null","","286618","HierDyon59r765","1n2qwqp83s","msl000382","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"562","","287192","HierDyon59r765","1n2qwqp83s","msl000382","motor","","76","img/motor_8.png","76","motor","8","color","22","1","0","0",""
"null","","287304","HierDyon59r765","1n2qwqp83s","msl000382","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"1077","","288394","HierDyon59r765","1n2qwqp83s","msl000382","motor","","70","img/motor_4.png","70","motor","4","color","23","1","0","0",""
"null","","288505","HierDyon59r765","1n2qwqp83s","msl000382","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"744","","289259","HierDyon59r765","1n2qwqp83s","msl000382","motor","","72","img/motor_5.png","72","motor","5","color","24","1","0","0",""
"null","","289371","HierDyon59r765","1n2qwqp83s","msl000382","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"1463","","290845","HierDyon59r765","1n2qwqp83s","msl000382","motor","","83","img/motor_2.png","83","motor","2","color","25","1","0","0",""
"null","","290957","HierDyon59r765","1n2qwqp83s","msl000382","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"576","","291543","HierDyon59r765","1n2qwqp83s","msl000382","motor","","83","img/motor_2.png","83","motor","2","color","26","1","0","0",""
"null","","291656","HierDyon59r765","1n2qwqp83s","msl000382","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"794","","292462","HierDyon59r765","1n2qwqp83s","msl000382","motor","","76","img/motor_8.png","76","motor","8","color","27","1","0","0",""
"null","","292573","HierDyon59r765","1n2qwqp83s","msl000382","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"1478","","294062","HierDyon59r765","1n2qwqp83s","msl000382","motor","","72","img/motor_4.png","70","motor","4","color","28","0","1","0",""
"249","","294323","HierDyon59r765","1n2qwqp83s","msl000382","motorRepeat","","65","img/motor_4.png","70","motor","4","","28","0","1","0",""
"596","","294931","HierDyon59r765","1n2qwqp83s","msl000382","motorRepeat","","65","img/motor_4.png","70","motor","4","","28","0","1","0",""
"326","","295267","HierDyon59r765","1n2qwqp83s","msl000382","motorRepeat","","68","img/motor_4.png","70","motor","4","","28","0","1","0",""
"230","","295509","HierDyon59r765","1n2qwqp83s","msl000382","motorRepeat","","70","img/motor_4.png","70","motor","4","","28","1","0","0",""
"null","","295620","HierDyon59r765","1n2qwqp83s","msl000382","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"819","","296450","HierDyon59r765","1n2qwqp83s","msl000382","motor","","68","img/motor_3.png","68","motor","3","color","29","1","0","0",""
"null","","296563","HierDyon59r765","1n2qwqp83s","msl000382","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"474","","297048","HierDyon59r765","1n2qwqp83s","msl000382","motor","","68","img/motor_3.png","68","motor","3","color","30","1","0","0",""
"null","","297160","HierDyon59r765","1n2qwqp83s","msl000382","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"431","","297602","HierDyon59r765","1n2qwqp83s","msl000382","motor","","65","img/motor_1.png","65","motor","1","color","31","1","0","0",""
"null","","297715","HierDyon59r765","1n2qwqp83s","msl000382","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"699","","298423","HierDyon59r765","1n2qwqp83s","msl000382","motor","","72","img/motor_5.png","72","motor","5","color","32","1","0","0",""
"null","","298535","HierDyon59r765","1n2qwqp83s","msl000382","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"1001","","299548","HierDyon59r765","1n2qwqp83s","msl000382","motor","","76","img/motor_8.png","76","motor","8","color","33","1","0","0",""
"null","","299659","HierDyon59r765","1n2qwqp83s","msl000382","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"957","","300626","HierDyon59r765","1n2qwqp83s","msl000382","motor","","83","img/motor_2.png","83","motor","2","color","34","1","0","0",""
"null","","300738","HierDyon59r765","1n2qwqp83s","msl000382","iti","","null","img/motor_2.png","83","motor","","","","","","",""
