"rt","responses","time_elapsed","subject","prolificID","demoID","trialType","key_press","stim","corrresp","phase","stimNum","trialNum","corr","repeatTrial","motorSwitch","pracCounter","hierarchy"
"13449","{""Q0"":""msl000568""}","13477","FlatDyzk4wfaav","txtv3o827q","msl000568","","","","","","","","","","","",""
"1047","","14532","FlatDyzk4wfaav","txtv3o827q","msl000568","","","","","","","","","","","",""
"","","16421","FlatDyzk4wfaav","txtv3o827q","msl000568","fullscreen","","","","","","","","","","",""
"50255","","66684","FlatDyzk4wfaav","txtv3o827q","msl000568","","","","","","","","","","","",""
"728","","67422","FlatDyzk4wfaav","txtv3o827q","msl000568","motor","65","img/motor_1.png","65","motor","1","1","1","0","0","",""
"null","","67529","FlatDyzk4wfaav","txtv3o827q","msl000568","iti","null","img/motor_1.png","65","motor","","","","","","",""
"909","","68447","FlatDyzk4wfaav","txtv3o827q","msl000568","motor","72","img/motor_5.png","72","motor","5","2","1","0","0","",""
"null","","68554","FlatDyzk4wfaav","txtv3o827q","msl000568","iti","null","img/motor_5.png","72","motor","","","","","","",""
"646","","69209","FlatDyzk4wfaav","txtv3o827q","msl000568","motor","70","img/motor_4.png","70","motor","4","3","1","0","0","",""
"null","","69318","FlatDyzk4wfaav","txtv3o827q","msl000568","iti","null","img/motor_4.png","70","motor","","","","","","",""
"487","","69815","FlatDyzk4wfaav","txtv3o827q","msl000568","motor","74","img/motor_6.png","74","motor","6","4","1","0","0","",""
"null","","69924","FlatDyzk4wfaav","txtv3o827q","msl000568","iti","null","img/motor_6.png","74","motor","","","","","","",""
"587","","70518","FlatDyzk4wfaav","txtv3o827q","msl000568","motor","83","img/motor_2.png","83","motor","2","5","1","0","0","",""
"null","","70628","FlatDyzk4wfaav","txtv3o827q","msl000568","iti","null","img/motor_2.png","83","motor","","","","","","",""
"460","","71098","FlatDyzk4wfaav","txtv3o827q","msl000568","motor","72","img/motor_5.png","72","motor","5","6","1","0","0","",""
"null","","71205","FlatDyzk4wfaav","txtv3o827q","msl000568","iti","null","img/motor_5.png","72","motor","","","","","","",""
"416","","71634","FlatDyzk4wfaav","txtv3o827q","msl000568","motor","72","img/motor_5.png","72","motor","5","7","1","0","0","",""
"null","","71744","FlatDyzk4wfaav","txtv3o827q","msl000568","iti","null","img/motor_5.png","72","motor","","","","","","",""
"596","","72349","FlatDyzk4wfaav","txtv3o827q","msl000568","motor","76","img/motor_8.png","76","motor","8","8","1","0","0","",""
"null","","72459","FlatDyzk4wfaav","txtv3o827q","msl000568","iti","null","img/motor_8.png","76","motor","","","","","","",""
"456","","72926","FlatDyzk4wfaav","txtv3o827q","msl000568","motor","70","img/motor_4.png","70","motor","4","9","1","0","0","",""
"null","","73036","FlatDyzk4wfaav","txtv3o827q","msl000568","iti","null","img/motor_4.png","70","motor","","","","","","",""
"448","","73492","FlatDyzk4wfaav","txtv3o827q","msl000568","motor","68","img/motor_3.png","68","motor","3","10","1","0","0","",""
"null","","73603","FlatDyzk4wfaav","txtv3o827q","msl000568","iti","null","img/motor_3.png","68","motor","","","","","","",""
"384","","73996","FlatDyzk4wfaav","txtv3o827q","msl000568","motor","68","img/motor_3.png","68","motor","3","11","1","0","0","",""
"null","","74107","FlatDyzk4wfaav","txtv3o827q","msl000568","iti","null","img/motor_3.png","68","motor","","","","","","",""
"491","","74608","FlatDyzk4wfaav","txtv3o827q","msl000568","motor","75","img/motor_7.png","75","motor","7","12","1","0","0","",""
"null","","74719","FlatDyzk4wfaav","txtv3o827q","msl000568","iti","null","img/motor_7.png","75","motor","","","","","","",""
"458","","75186","FlatDyzk4wfaav","txtv3o827q","msl000568","motor","72","img/motor_5.png","72","motor","5","13","1","0","0","",""
"null","","75296","FlatDyzk4wfaav","txtv3o827q","msl000568","iti","null","img/motor_5.png","72","motor","","","","","","",""
"552","","75861","FlatDyzk4wfaav","txtv3o827q","msl000568","motor","76","img/motor_8.png","76","motor","8","14","1","0","0","",""
"null","","75972","FlatDyzk4wfaav","txtv3o827q","msl000568","iti","null","img/motor_8.png","76","motor","","","","","","",""
"415","","76396","FlatDyzk4wfaav","txtv3o827q","msl000568","motor","70","img/motor_4.png","70","motor","4","15","1","0","0","",""
"null","","76506","FlatDyzk4wfaav","txtv3o827q","msl000568","iti","null","img/motor_4.png","70","motor","","","","","","",""
"421","","76936","FlatDyzk4wfaav","txtv3o827q","msl000568","motor","68","img/motor_3.png","68","motor","3","16","1","0","0","",""
"null","","77047","FlatDyzk4wfaav","txtv3o827q","msl000568","iti","null","img/motor_3.png","68","motor","","","","","","",""
"388","","77445","FlatDyzk4wfaav","txtv3o827q","msl000568","motor","72","img/motor_5.png","72","motor","5","17","1","0","0","",""
"null","","77555","FlatDyzk4wfaav","txtv3o827q","msl000568","iti","null","img/motor_5.png","72","motor","","","","","","",""
"377","","77942","FlatDyzk4wfaav","txtv3o827q","msl000568","motor","74","img/motor_6.png","74","motor","6","18","1","0","0","",""
"null","","78053","FlatDyzk4wfaav","txtv3o827q","msl000568","iti","null","img/motor_6.png","74","motor","","","","","","",""
"410","","78471","FlatDyzk4wfaav","txtv3o827q","msl000568","motor","65","img/motor_1.png","65","motor","1","19","1","0","0","",""
"null","","78580","FlatDyzk4wfaav","txtv3o827q","msl000568","iti","null","img/motor_1.png","65","motor","","","","","","",""
"526","","79116","FlatDyzk4wfaav","txtv3o827q","msl000568","motor","74","img/motor_6.png","74","motor","6","20","1","0","0","",""
"null","","79227","FlatDyzk4wfaav","txtv3o827q","msl000568","iti","null","img/motor_6.png","74","motor","","","","","","",""
"475","","79710","FlatDyzk4wfaav","txtv3o827q","msl000568","motor","70","img/motor_4.png","70","motor","4","21","1","0","0","",""
