"rt","responses","time_elapsed","subject","prolificID","demoID","trialType","question_order","key_press","stim","corrresp","phase","stimNum","type","trialNum","corr","repeatTrial","motorSwitch","pracCounter"
"322983","{""Q0"":""msl000381""}","323020","HierDyukfjw02l","5aqs066n6f","msl000381","","","","","","","","","","","","",""
"691","","323724","HierDyukfjw02l","5aqs066n6f","msl000381","","","","","","","","","","","","",""
"","","325438","HierDyukfjw02l","5aqs066n6f","msl000381","fullscreen","","","","","","","","","","","",""
"15636","{""Vision"":""Yes"",""Handedness"":""Right"",""Gender"":""male""}","341091","HierDyukfjw02l","5aqs066n6f","msl000381","","[0,1,2]","","","","","","","","","","",""
"5220","{""Q0"":""19""}","346324","HierDyukfjw02l","5aqs066n6f","msl000381","","","","","","","","","","","","",""
"102328","","448669","HierDyukfjw02l","5aqs066n6f","msl000381","","","","","","","","","","","","",""
"1072","","449753","HierDyukfjw02l","5aqs066n6f","msl000381","motor","","70","img/motor_4.png","70","motor","4","shape","1","1","0","0",""
"null","","449866","HierDyukfjw02l","5aqs066n6f","msl000381","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"578","","450457","HierDyukfjw02l","5aqs066n6f","msl000381","motor","","65","img/motor_1.png","65","motor","1","shape","2","1","0","0",""
"null","","450569","HierDyukfjw02l","5aqs066n6f","msl000381","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"467","","451050","HierDyukfjw02l","5aqs066n6f","msl000381","motor","","65","img/motor_1.png","65","motor","1","shape","3","1","0","0",""
"null","","451162","HierDyukfjw02l","5aqs066n6f","msl000381","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"517","","451691","HierDyukfjw02l","5aqs066n6f","msl000381","motor","","72","img/motor_5.png","72","motor","5","shape","4","1","0","0",""
"null","","451803","HierDyukfjw02l","5aqs066n6f","msl000381","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"403","","452219","HierDyukfjw02l","5aqs066n6f","msl000381","motor","","76","img/motor_8.png","76","motor","8","shape","5","1","0","0",""
"null","","452331","HierDyukfjw02l","5aqs066n6f","msl000381","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"487","","452831","HierDyukfjw02l","5aqs066n6f","msl000381","motor","","72","img/motor_5.png","72","motor","5","shape","6","1","0","0",""
"null","","452944","HierDyukfjw02l","5aqs066n6f","msl000381","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"430","","453385","HierDyukfjw02l","5aqs066n6f","msl000381","motor","","65","img/motor_1.png","65","motor","1","shape","7","1","0","0",""
"null","","453498","HierDyukfjw02l","5aqs066n6f","msl000381","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"382","","453892","HierDyukfjw02l","5aqs066n6f","msl000381","motor","","72","img/motor_5.png","72","motor","5","shape","8","1","0","0",""
"null","","454006","HierDyukfjw02l","5aqs066n6f","msl000381","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"455","","454474","HierDyukfjw02l","5aqs066n6f","msl000381","motor","","74","img/motor_6.png","74","motor","6","shape","9","1","0","0",""
"null","","454588","HierDyukfjw02l","5aqs066n6f","msl000381","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"435","","455035","HierDyukfjw02l","5aqs066n6f","msl000381","motor","","76","img/motor_8.png","76","motor","8","shape","10","1","0","0",""
"null","","455147","HierDyukfjw02l","5aqs066n6f","msl000381","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"493","","455653","HierDyukfjw02l","5aqs066n6f","msl000381","motor","","76","img/motor_7.png","75","motor","7","shape","11","0","1","0",""
"8","","455674","HierDyukfjw02l","5aqs066n6f","msl000381","motorRepeat","","75","img/motor_7.png","75","motor","7","","11","1","0","0",""
"null","","455787","HierDyukfjw02l","5aqs066n6f","msl000381","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"630","","456429","HierDyukfjw02l","5aqs066n6f","msl000381","motor","","83","img/motor_2.png","83","motor","2","shape","12","1","0","0",""
"null","","456541","HierDyukfjw02l","5aqs066n6f","msl000381","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"470","","457023","HierDyukfjw02l","5aqs066n6f","msl000381","motor","","72","img/motor_5.png","72","motor","5","shape","13","1","0","0",""
"null","","457135","HierDyukfjw02l","5aqs066n6f","msl000381","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"1","","457145","HierDyukfjw02l","5aqs066n6f","msl000381","motor","","75","img/motor_4.png","70","motor","4","shape","14","0","1","0",""
"419","","457577","HierDyukfjw02l","5aqs066n6f","msl000381","motorRepeat","","70","img/motor_4.png","70","motor","4","","14","1","0","0",""
"null","","457689","HierDyukfjw02l","5aqs066n6f","msl000381","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"425","","458125","HierDyukfjw02l","5aqs066n6f","msl000381","motor","","65","img/motor_1.png","65","motor","1","shape","15","1","0","0",""
"null","","458237","HierDyukfjw02l","5aqs066n6f","msl000381","iti","","null","img/motor_1.png","65","motor","","","","","","",""
