"rt","responses","time_elapsed","subject","prolificID","demoID","trialType","question_order","key_press","stim","corrresp","phase","stimNum","type","trialNum","corr","repeatTrial","motorSwitch","pracCounter"
"787103","{""Q0"":""msl000247""}","787133","HierDyjdyq7zed","nolwpwat5g","msl000247","","","","","","","","","","","","",""
"734","","787873","HierDyjdyq7zed","nolwpwat5g","msl000247","","","","","","","","","","","","",""
"","","790059","HierDyjdyq7zed","nolwpwat5g","msl000247","fullscreen","","","","","","","","","","","",""
"13779","{""Vision"":""Yes"",""Handedness"":""Right"",""Gender"":""male""}","803855","HierDyjdyq7zed","nolwpwat5g","msl000247","","[0,1,2]","","","","","","","","","","",""
"5393","{""Q0"":""19""}","809266","HierDyjdyq7zed","nolwpwat5g","msl000247","","","","","","","","","","","","",""
"91351","","900625","HierDyjdyq7zed","nolwpwat5g","msl000247","","","","","","","","","","","","",""
"983","","901617","HierDyjdyq7zed","nolwpwat5g","msl000247","motor","","68","img/motor_3.png","68","motor","3","shape","1","1","0","0",""
"null","","901731","HierDyjdyq7zed","nolwpwat5g","msl000247","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"756","","902496","HierDyjdyq7zed","nolwpwat5g","msl000247","motor","","70","img/motor_4.png","70","motor","4","shape","2","1","0","0",""
"null","","902610","HierDyjdyq7zed","nolwpwat5g","msl000247","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"684","","903304","HierDyjdyq7zed","nolwpwat5g","msl000247","motor","","74","img/motor_7.png","75","motor","7","shape","3","0","1","0",""
"456","","903775","HierDyjdyq7zed","nolwpwat5g","msl000247","motorRepeat","","75","img/motor_7.png","75","motor","7","","3","1","0","0",""
"null","","903884","HierDyjdyq7zed","nolwpwat5g","msl000247","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"765","","904656","HierDyjdyq7zed","nolwpwat5g","msl000247","motor","","83","img/motor_2.png","83","motor","2","shape","4","1","0","0",""
"null","","904765","HierDyjdyq7zed","nolwpwat5g","msl000247","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"635","","905414","HierDyjdyq7zed","nolwpwat5g","msl000247","motor","","76","img/motor_8.png","76","motor","8","shape","5","1","0","0",""
"null","","905523","HierDyjdyq7zed","nolwpwat5g","msl000247","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"653","","906184","HierDyjdyq7zed","nolwpwat5g","msl000247","motor","","75","img/motor_7.png","75","motor","7","shape","6","1","0","0",""
"null","","906293","HierDyjdyq7zed","nolwpwat5g","msl000247","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"468","","906775","HierDyjdyq7zed","nolwpwat5g","msl000247","motor","","76","img/motor_8.png","76","motor","8","shape","7","1","0","0",""
"null","","906883","HierDyjdyq7zed","nolwpwat5g","msl000247","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"469","","907366","HierDyjdyq7zed","nolwpwat5g","msl000247","motor","","75","img/motor_7.png","75","motor","7","shape","8","1","0","0",""
"null","","907476","HierDyjdyq7zed","nolwpwat5g","msl000247","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"870","","908359","HierDyjdyq7zed","nolwpwat5g","msl000247","motor","","72","img/motor_5.png","72","motor","5","shape","9","1","0","0",""
