"rt","responses","time_elapsed","subject","prolificID","demoID","trialType","question_order","key_press","stim","corrresp","phase","stimNum","type","trialNum","corr","repeatTrial","motorSwitch","pracCounter"
"1585349","{""Q0"":""msl000263""}","1585390","HierDyrq1uq66k","bomgj9nsu1","msl000263","","","","","","","","","","","","",""
"1051","","1586448","HierDyrq1uq66k","bomgj9nsu1","msl000263","","","","","","","","","","","","",""
"","","1588379","HierDyrq1uq66k","bomgj9nsu1","msl000263","fullscreen","","","","","","","","","","","",""
"15436","{""Vision"":""Yes"",""Handedness"":""Right"",""Gender"":""male""}","1603831","HierDyrq1uq66k","bomgj9nsu1","msl000263","","[0,1,2]","","","","","","","","","","",""
"5812","{""Q0"":""19""}","1609657","HierDyrq1uq66k","bomgj9nsu1","msl000263","","","","","","","","","","","","",""
"87177","","1696851","HierDyrq1uq66k","bomgj9nsu1","msl000263","","","","","","","","","","","","",""
"991","","1697853","HierDyrq1uq66k","bomgj9nsu1","msl000263","motor","","83","img/motor_2.png","83","motor","2","shape","1","1","0","0",""
"null","","1697961","HierDyrq1uq66k","bomgj9nsu1","msl000263","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"684","","1698659","HierDyrq1uq66k","bomgj9nsu1","msl000263","motor","","72","img/motor_5.png","72","motor","5","shape","2","1","0","0",""
"null","","1698769","HierDyrq1uq66k","bomgj9nsu1","msl000263","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"540","","1699324","HierDyrq1uq66k","bomgj9nsu1","msl000263","motor","","74","img/motor_6.png","74","motor","6","shape","3","1","0","0",""
"null","","1699433","HierDyrq1uq66k","bomgj9nsu1","msl000263","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"524","","1699965","HierDyrq1uq66k","bomgj9nsu1","msl000263","motor","","83","img/motor_2.png","83","motor","2","shape","4","1","0","0",""
"null","","1700073","HierDyrq1uq66k","bomgj9nsu1","msl000263","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"563","","1700651","HierDyrq1uq66k","bomgj9nsu1","msl000263","motor","","68","img/motor_3.png","68","motor","3","shape","5","1","0","0",""
"null","","1700760","HierDyrq1uq66k","bomgj9nsu1","msl000263","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"540","","1701309","HierDyrq1uq66k","bomgj9nsu1","msl000263","motor","","74","img/motor_6.png","74","motor","6","shape","6","1","0","0",""
"null","","1701418","HierDyrq1uq66k","bomgj9nsu1","msl000263","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"451","","1701876","HierDyrq1uq66k","bomgj9nsu1","msl000263","motor","","72","img/motor_5.png","72","motor","5","shape","7","1","0","0",""
"null","","1701984","HierDyrq1uq66k","bomgj9nsu1","msl000263","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"532","","1702525","HierDyrq1uq66k","bomgj9nsu1","msl000263","motor","","83","img/motor_2.png","83","motor","2","shape","8","1","0","0",""
"null","","1702633","HierDyrq1uq66k","bomgj9nsu1","msl000263","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"556","","1703197","HierDyrq1uq66k","bomgj9nsu1","msl000263","motor","","70","img/motor_4.png","70","motor","4","shape","9","1","0","0",""
"null","","1703305","HierDyrq1uq66k","bomgj9nsu1","msl000263","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"508","","1703820","HierDyrq1uq66k","bomgj9nsu1","msl000263","motor","","75","img/motor_7.png","75","motor","7","shape","10","1","0","0",""
"null","","1703934","HierDyrq1uq66k","bomgj9nsu1","msl000263","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"429","","1704379","HierDyrq1uq66k","bomgj9nsu1","msl000263","motor","","75","img/motor_7.png","75","motor","7","shape","11","1","0","0",""
"null","","1704495","HierDyrq1uq66k","bomgj9nsu1","msl000263","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"510","","1705012","HierDyrq1uq66k","bomgj9nsu1","msl000263","motor","","83","img/motor_2.png","83","motor","2","shape","12","1","0","0",""
"null","","1705127","HierDyrq1uq66k","bomgj9nsu1","msl000263","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"389","","1705525","HierDyrq1uq66k","bomgj9nsu1","msl000263","motor","","75","img/motor_7.png","75","motor","7","shape","13","1","0","0",""
"null","","1705634","HierDyrq1uq66k","bomgj9nsu1","msl000263","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"388","","1706028","HierDyrq1uq66k","bomgj9nsu1","msl000263","motor","","72","img/motor_5.png","72","motor","5","shape","14","1","0","0",""
"null","","1706136","HierDyrq1uq66k","bomgj9nsu1","msl000263","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"364","","1706515","HierDyrq1uq66k","bomgj9nsu1","msl000263","motor","","83","img/motor_1.png","65","motor","1","shape","15","0","1","0",""
"410","","1706939","HierDyrq1uq66k","bomgj9nsu1","msl000263","motorRepeat","","65","img/motor_1.png","65","motor","1","","15","1","0","0",""
"null","","1707048","HierDyrq1uq66k","bomgj9nsu1","msl000263","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"614","","1707669","HierDyrq1uq66k","bomgj9nsu1","msl000263","motor","","65","img/motor_1.png","65","motor","1","shape","16","1","0","0",""
"null","","1707783","HierDyrq1uq66k","bomgj9nsu1","msl000263","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"589","","1708387","HierDyrq1uq66k","bomgj9nsu1","msl000263","motor","","74","img/motor_6.png","74","motor","6","shape","17","1","0","0",""
"null","","1708496","HierDyrq1uq66k","bomgj9nsu1","msl000263","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"437","","1708948","HierDyrq1uq66k","bomgj9nsu1","msl000263","motor","","74","img/motor_6.png","74","motor","6","shape","18","1","0","0",""
"null","","1709062","HierDyrq1uq66k","bomgj9nsu1","msl000263","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"478","","1709549","HierDyrq1uq66k","bomgj9nsu1","msl000263","motor","","83","img/motor_2.png","83","motor","2","shape","19","1","0","0",""
"null","","1709663","HierDyrq1uq66k","bomgj9nsu1","msl000263","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"452","","1710125","HierDyrq1uq66k","bomgj9nsu1","msl000263","motor","","74","img/motor_6.png","74","motor","6","shape","20","1","0","0",""
"null","","1710233","HierDyrq1uq66k","bomgj9nsu1","msl000263","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"373","","1710619","HierDyrq1uq66k","bomgj9nsu1","msl000263","motor","","83","img/motor_4.png","70","motor","4","shape","21","0","1","0",""
"354","","1710987","HierDyrq1uq66k","bomgj9nsu1","msl000263","motorRepeat","","70","img/motor_4.png","70","motor","4","","21","1","0","0",""
"null","","1711096","HierDyrq1uq66k","bomgj9nsu1","msl000263","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"453","","1711563","HierDyrq1uq66k","bomgj9nsu1","msl000263","motor","","76","img/motor_8.png","76","motor","8","shape","22","1","0","0",""
"null","","1711678","HierDyrq1uq66k","bomgj9nsu1","msl000263","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"415","","1712107","HierDyrq1uq66k","bomgj9nsu1","msl000263","motor","","70","img/motor_4.png","70","motor","4","shape","23","1","0","0",""
"null","","1712223","HierDyrq1uq66k","bomgj9nsu1","msl000263","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"479","","1712708","HierDyrq1uq66k","bomgj9nsu1","msl000263","motor","","74","img/motor_5.png","72","motor","5","shape","24","0","1","0",""
"161","","1712876","HierDyrq1uq66k","bomgj9nsu1","msl000263","motorRepeat","","72","img/motor_5.png","72","motor","5","","24","1","0","0",""
"null","","1712985","HierDyrq1uq66k","bomgj9nsu1","msl000263","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"93","","1713085","HierDyrq1uq66k","bomgj9nsu1","msl000263","motor","","72","img/motor_8.png","76","motor","8","shape","25","0","1","0",""
"359","","1713459","HierDyrq1uq66k","bomgj9nsu1","msl000263","motorRepeat","","76","img/motor_8.png","76","motor","8","","25","1","0","0",""
"null","","1713575","HierDyrq1uq66k","bomgj9nsu1","msl000263","iti","","null","img/motor_8.png","76","motor","","","","","","",""
