"rt","responses","time_elapsed","subject","prolificID","demoID","trialType","question_order","key_press","stim","corrresp","phase","stimNum","type","trialNum","corr","repeatTrial","motorSwitch","pracCounter"
"297639","{""Q0"":""msl000296""}","297673","HierDyjpjh6a0y","bfoqbuyx88","msl000296","","","","","","","","","","","","",""
"554","","298242","HierDyjpjh6a0y","bfoqbuyx88","msl000296","","","","","","","","","","","","",""
"","","299879","HierDyjpjh6a0y","bfoqbuyx88","msl000296","fullscreen","","","","","","","","","","","",""
"11998","{""Vision"":""Yes"",""Handedness"":""Right"",""Gender"":""female""}","311891","HierDyjpjh6a0y","bfoqbuyx88","msl000296","","[0,1,2]","","","","","","","","","","",""
"6343","{""Q0"":""20""}","318253","HierDyjpjh6a0y","bfoqbuyx88","msl000296","","","","","","","","","","","","",""
"138036","","456308","HierDyjpjh6a0y","bfoqbuyx88","msl000296","","","","","","","","","","","","",""
"3787","","460107","HierDyjpjh6a0y","bfoqbuyx88","msl000296","motor","","68","img/motor_3.png","68","motor","3","color","1","1","0","0",""
"null","","460215","HierDyjpjh6a0y","bfoqbuyx88","msl000296","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"721","","460951","HierDyjpjh6a0y","bfoqbuyx88","msl000296","motor","","70","img/motor_4.png","70","motor","4","color","2","1","0","0",""
"null","","461060","HierDyjpjh6a0y","bfoqbuyx88","msl000296","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"828","","461896","HierDyjpjh6a0y","bfoqbuyx88","msl000296","motor","","75","img/motor_7.png","75","motor","7","color","3","1","0","0",""
"null","","462003","HierDyjpjh6a0y","bfoqbuyx88","msl000296","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"789","","462807","HierDyjpjh6a0y","bfoqbuyx88","msl000296","motor","","83","img/motor_2.png","83","motor","2","color","4","1","0","0",""
"null","","462922","HierDyjpjh6a0y","bfoqbuyx88","msl000296","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"654","","463585","HierDyjpjh6a0y","bfoqbuyx88","msl000296","motor","","76","img/motor_8.png","76","motor","8","color","5","1","0","0",""
"null","","463699","HierDyjpjh6a0y","bfoqbuyx88","msl000296","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"564","","464273","HierDyjpjh6a0y","bfoqbuyx88","msl000296","motor","","75","img/motor_7.png","75","motor","7","color","6","1","0","0",""
"null","","464381","HierDyjpjh6a0y","bfoqbuyx88","msl000296","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"619","","465009","HierDyjpjh6a0y","bfoqbuyx88","msl000296","motor","","76","img/motor_8.png","76","motor","8","color","7","1","0","0",""
"null","","465124","HierDyjpjh6a0y","bfoqbuyx88","msl000296","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"429","","465567","HierDyjpjh6a0y","bfoqbuyx88","msl000296","motor","","75","img/motor_7.png","75","motor","7","color","8","1","0","0",""
"null","","465676","HierDyjpjh6a0y","bfoqbuyx88","msl000296","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"908","","466593","HierDyjpjh6a0y","bfoqbuyx88","msl000296","motor","","72","img/motor_5.png","72","motor","5","color","9","1","0","0",""
"null","","466701","HierDyjpjh6a0y","bfoqbuyx88","msl000296","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"508","","467216","HierDyjpjh6a0y","bfoqbuyx88","msl000296","motor","","72","img/motor_5.png","72","motor","5","color","10","1","0","0",""
"null","","467325","HierDyjpjh6a0y","bfoqbuyx88","msl000296","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"653","","467991","HierDyjpjh6a0y","bfoqbuyx88","msl000296","motor","","70","img/motor_4.png","70","motor","4","color","11","1","0","0",""
"null","","468100","HierDyjpjh6a0y","bfoqbuyx88","msl000296","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"628","","468736","HierDyjpjh6a0y","bfoqbuyx88","msl000296","motor","","65","img/motor_1.png","65","motor","1","color","12","1","0","0",""
"null","","468844","HierDyjpjh6a0y","bfoqbuyx88","msl000296","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"693","","469545","HierDyjpjh6a0y","bfoqbuyx88","msl000296","motor","","68","img/motor_3.png","68","motor","3","color","13","1","0","0",""
"null","","469652","HierDyjpjh6a0y","bfoqbuyx88","msl000296","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"748","","470408","HierDyjpjh6a0y","bfoqbuyx88","msl000296","motor","","76","img/motor_8.png","76","motor","8","color","14","1","0","0",""
"null","","470516","HierDyjpjh6a0y","bfoqbuyx88","msl000296","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"651","","471183","HierDyjpjh6a0y","bfoqbuyx88","msl000296","motor","","70","img/motor_4.png","70","motor","4","color","15","1","0","0",""
"null","","471292","HierDyjpjh6a0y","bfoqbuyx88","msl000296","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"549","","471848","HierDyjpjh6a0y","bfoqbuyx88","msl000296","motor","","65","img/motor_1.png","65","motor","1","color","16","1","0","0",""
"null","","471963","HierDyjpjh6a0y","bfoqbuyx88","msl000296","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"662","","472638","HierDyjpjh6a0y","bfoqbuyx88","msl000296","motor","","68","img/motor_3.png","68","motor","3","color","17","1","0","0",""
"null","","472754","HierDyjpjh6a0y","bfoqbuyx88","msl000296","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"671","","473433","HierDyjpjh6a0y","bfoqbuyx88","msl000296","motor","","72","img/motor_5.png","72","motor","5","color","18","1","0","0",""
"null","","473547","HierDyjpjh6a0y","bfoqbuyx88","msl000296","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"630","","474191","HierDyjpjh6a0y","bfoqbuyx88","msl000296","motor","","65","img/motor_1.png","65","motor","1","color","19","1","0","0",""
"null","","474299","HierDyjpjh6a0y","bfoqbuyx88","msl000296","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"630","","474943","HierDyjpjh6a0y","bfoqbuyx88","msl000296","motor","","75","img/motor_6.png","74","motor","6","color","20","0","1","0",""
"393","","475345","HierDyjpjh6a0y","bfoqbuyx88","msl000296","motorRepeat","","74","img/motor_6.png","74","motor","6","","20","1","0","0",""
"null","","475452","HierDyjpjh6a0y","bfoqbuyx88","msl000296","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"749","","476215","HierDyjpjh6a0y","bfoqbuyx88","msl000296","motor","","74","img/motor_6.png","74","motor","6","color","21","1","0","0",""
"null","","476324","HierDyjpjh6a0y","bfoqbuyx88","msl000296","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"596","","476928","HierDyjpjh6a0y","bfoqbuyx88","msl000296","motor","","76","img/motor_8.png","76","motor","8","color","22","1","0","0",""
"null","","477036","HierDyjpjh6a0y","bfoqbuyx88","msl000296","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"741","","477791","HierDyjpjh6a0y","bfoqbuyx88","msl000296","motor","","68","img/motor_3.png","68","motor","3","color","23","1","0","0",""
"null","","477905","HierDyjpjh6a0y","bfoqbuyx88","msl000296","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"551","","478465","HierDyjpjh6a0y","bfoqbuyx88","msl000296","motor","","65","img/motor_1.png","65","motor","1","color","24","1","0","0",""
"null","","478579","HierDyjpjh6a0y","bfoqbuyx88","msl000296","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"351","","478943","HierDyjpjh6a0y","bfoqbuyx88","msl000296","motor","","65","img/motor_1.png","65","motor","1","color","25","1","0","0",""
