"rt","responses","time_elapsed","subject","prolificID","demoID","trialType","question_order","key_press","stim","corrresp","phase","stimNum","type","trialNum","corr","repeatTrial","motorSwitch","pracCounter"
"237249","{""Q0"":""msl000376""}","237285","HierDytqy3lgpy","f1amwur68z","msl000376","","","","","","","","","","","","",""
"943","","238241","HierDytqy3lgpy","f1amwur68z","msl000376","","","","","","","","","","","","",""
"","","240264","HierDytqy3lgpy","f1amwur68z","msl000376","fullscreen","","","","","","","","","","","",""
"14487","{""Vision"":""Yes"",""Handedness"":""Right"",""Gender"":""female""}","254763","HierDytqy3lgpy","f1amwur68z","msl000376","","[0,1,2]","","","","","","","","","","",""
"5068","{""Q0"":""19""}","259845","HierDytqy3lgpy","f1amwur68z","msl000376","","","","","","","","","","","","",""
"85258","","345119","HierDytqy3lgpy","f1amwur68z","msl000376","","","","","","","","","","","","",""
"1103","","346235","HierDytqy3lgpy","f1amwur68z","msl000376","motor","","76","img/motor_8.png","76","motor","8","color","1","1","0","0",""
"null","","346348","HierDytqy3lgpy","f1amwur68z","msl000376","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"621","","346980","HierDytqy3lgpy","f1amwur68z","msl000376","motor","","75","img/motor_7.png","75","motor","7","color","2","1","0","0",""
"null","","347093","HierDytqy3lgpy","f1amwur68z","msl000376","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"710","","347817","HierDytqy3lgpy","f1amwur68z","msl000376","motor","","72","img/motor_5.png","72","motor","5","color","3","1","0","0",""
"null","","347929","HierDytqy3lgpy","f1amwur68z","msl000376","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"475","","348416","HierDytqy3lgpy","f1amwur68z","msl000376","motor","","76","img/motor_8.png","76","motor","8","color","4","1","0","0",""
"null","","348528","HierDytqy3lgpy","f1amwur68z","msl000376","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"482","","349023","HierDytqy3lgpy","f1amwur68z","msl000376","motor","","72","img/motor_5.png","72","motor","5","color","5","1","0","0",""
"null","","349136","HierDytqy3lgpy","f1amwur68z","msl000376","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"894","","350041","HierDytqy3lgpy","f1amwur68z","msl000376","motor","","68","img/motor_3.png","68","motor","3","color","6","1","0","0",""
"null","","350155","HierDytqy3lgpy","f1amwur68z","msl000376","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"539","","350705","HierDytqy3lgpy","f1amwur68z","msl000376","motor","","68","img/motor_3.png","68","motor","3","color","7","1","0","0",""
"null","","350818","HierDytqy3lgpy","f1amwur68z","msl000376","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"488","","351317","HierDytqy3lgpy","f1amwur68z","msl000376","motor","","76","img/motor_8.png","76","motor","8","color","8","1","0","0",""
"null","","351429","HierDytqy3lgpy","f1amwur68z","msl000376","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"529","","351970","HierDytqy3lgpy","f1amwur68z","msl000376","motor","","75","img/motor_7.png","75","motor","7","color","9","1","0","0",""
"null","","352082","HierDytqy3lgpy","f1amwur68z","msl000376","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"624","","352718","HierDytqy3lgpy","f1amwur68z","msl000376","motor","","83","img/motor_2.png","83","motor","2","color","10","1","0","0",""
"null","","352831","HierDytqy3lgpy","f1amwur68z","msl000376","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"488","","353332","HierDytqy3lgpy","f1amwur68z","msl000376","motor","","70","img/motor_4.png","70","motor","4","color","11","1","0","0",""
"null","","353445","HierDytqy3lgpy","f1amwur68z","msl000376","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"545","","354002","HierDytqy3lgpy","f1amwur68z","msl000376","motor","","83","img/motor_2.png","83","motor","2","color","12","1","0","0",""
"null","","354115","HierDytqy3lgpy","f1amwur68z","msl000376","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"529","","354656","HierDytqy3lgpy","f1amwur68z","msl000376","motor","","65","img/motor_1.png","65","motor","1","color","13","1","0","0",""
