"","subject","group","taskType","block","trial","phase","stim","resp","corr","timing","PT_planned","PT_actual","missed_stim_deadline","iter","hand","couplet","handSwitch","coupletSwitch","fingerSwitch","handSwitch_actual","coupletSwitch_actual","fingerSwitch_actual","respHand","respCouplet","corrHand","corrCouplet","corrresp","trialNum","rt","PT_actual_bins","PT_planned_bins","combinedType","treeDistance","corrresp_prev","nFeatureSwitch","errorType","corrFinger","errorType2","includeLearn","timing_chill","eml","eml2","eml3"
"1","01",1,"forced",5,1,"learn",8,8,1,1,1.2,1.203,0,1,"R",2,NA,NA,NA,NA,NA,NA,"R",2,1,1,8,1,0.00300000000000011,"12","10",NA,NA,NA,NA,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late2"
"2","01",1,"forced",5,2,"learn",8,8,1,1,0.6,0.534,0,2,"R",2,0,0,0,0,0,0,"R",2,1,1,8,2,-0.0659999999999999,"4","5","rep/rep/rep","0",8,0,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid1"
"3","01",1,"forced",5,3,"learn",1,2,0,1,0.8,0.727,0,1,"L",1,1,1,1,1,1,1,"L",1,1,1,1,3,-0.0730000000000001,"7","6","sw/sw/sw","6",8,1,"1/1/0",0,"1/1/0",1,1,"b_mid","b_mid","b_mid2"
"4","01",1,"forced",5,4,"learn",7,7,1,0,0.7,0.567,0,1,"R",2,1,1,1,1,1,1,"R",2,1,1,7,4,-0.133,"4","5","sw/sw/sw","6",1,2,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid1"
"5","01",1,"forced",5,5,"learn",4,4,1,1,0.7,0.693,0,1,"L",2,1,0,1,1,0,1,"L",2,1,1,4,5,-0.00700000000000001,"6","5","sw/rep/sw","6",7,2,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid1"
"6","01",1,"forced",5,6,"learn",8,7,0,1,0.8,0.9,0,3,"R",2,1,0,1,1,0,1,"R",2,1,1,8,6,0.1,"9","6","sw/rep/sw","6",4,3,"1/1/0",0,"1/1/0",1,1,"c_late","b_mid","b_mid2"
"7","01",1,"forced",5,7,"learn",8,8,1,1,0.7,0.791,0,4,"R",2,0,0,0,0,0,1,"R",2,1,1,8,7,0.0910000000000001,"8","5","rep/rep/sw","2",8,0,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid2"
"8","01",1,"forced",5,8,"learn",7,4,0,0,0.2,0.581,0,2,"R",2,0,0,1,1,0,1,"L",2,0,1,7,8,0.381,"5","1","sw/rep/sw","6",8,1,"0/1/0",0,"0/1/0",1,NA,"b_mid","b_mid","b_mid1"
"9","01",1,"forced",5,9,"learn",7,7,1,0,0.5,0.764,0,3,"R",2,0,0,0,1,0,1,"R",2,1,1,7,9,0.264,"7","4","sw/rep/sw","6",7,0,"1/1/1",1,"1/1/1",1,NA,"b_mid","b_mid","b_mid2"
"10","01",1,"forced",5,10,"learn",5,5,1,1,0.9,0.901,0,1,"R",1,0,1,1,0,1,1,"R",1,1,1,5,10,0.001,"9","7","rep/sw/sw","4",7,1,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"11","01",1,"forced",5,11,"learn",7,7,1,0,1.2,1.045,0,4,"R",2,0,1,1,0,1,1,"R",2,1,1,7,11,-0.155,"11","10","rep/sw/sw","4",5,1,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"12","01",1,"forced",5,12,"learn",4,4,1,0,1.2,1.017,0,2,"L",2,1,0,1,1,0,1,"L",2,1,1,4,12,-0.183,"10","10","sw/rep/sw","6",7,2,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"13","01",1,"forced",5,13,"learn",2,2,1,0,1.2,1.062,0,1,"L",1,0,1,1,0,1,1,"L",1,1,1,2,13,-0.138,"11","10","rep/sw/sw","4",4,1,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"14","01",1,"forced",5,14,"learn",3,3,1,1,1.1,1.061,0,1,"L",2,0,1,1,0,1,1,"L",2,1,1,3,14,-0.0390000000000001,"11","9","rep/sw/sw","4",2,2,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"15","01",1,"forced",5,15,"learn",2,2,1,0,0.3,0.734,0,2,"L",1,0,1,1,0,1,1,"L",1,1,1,2,15,0.434,"7","2","rep/sw/sw","4",3,2,"1/1/1",1,"1/1/1",1,NA,"b_mid","b_mid","b_mid2"
"16","01",1,"forced",5,16,"learn",8,8,1,1,0.7,0.646,0,5,"R",2,1,1,1,1,1,1,"R",2,1,1,8,16,-0.0539999999999999,"6","5","sw/sw/sw","6",2,2,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid1"
"17","01",1,"forced",5,17,"learn",1,1,1,0,0.3,0.411,0,2,"L",1,1,1,1,1,1,1,"L",1,1,1,1,17,0.111,"2","2","sw/sw/sw","6",8,1,"1/1/1",1,"1/1/1",1,1,"b_mid","a_early",NA
"18","01",1,"forced",5,18,"learn",8,8,1,0,0.2,0.497,0,6,"R",2,1,1,1,1,1,1,"R",2,1,1,8,18,0.297,"3","1","sw/sw/sw","6",1,1,"1/1/1",1,"1/1/1",1,NA,"b_mid","a_early",NA
"19","01",1,"forced",5,19,"learn",3,3,1,0,0.9,0.74,0,2,"L",2,1,0,1,1,0,1,"L",2,1,1,3,19,-0.16,"7","7","sw/rep/sw","6",8,2,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid2"
"20","01",1,"forced",5,20,"learn",4,5,0,1,0.6,0.644,0,3,"L",2,0,0,1,1,1,1,"R",1,0,0,4,20,0.044,"6","5","sw/sw/sw","6",3,1,"0/0/0",0,"0/0/0",1,1,"b_mid","b_mid","b_mid1"
"21","01",1,"forced",5,21,"learn",1,1,1,1,0.4,0.418,0,3,"L",1,0,1,1,1,0,1,"L",1,1,1,1,21,0.018,"2","3","sw/rep/sw","6",4,2,"1/1/1",1,"1/1/1",1,1,"b_mid","a_early",NA
"22","01",1,"forced",5,22,"learn",6,6,1,1,0.6,0.629,0,1,"R",1,1,0,1,1,0,1,"R",1,1,1,6,22,0.029,"5","5","sw/rep/sw","6",1,2,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid1"
"23","01",1,"forced",5,23,"learn",2,2,1,0,0.6,0.5,0,3,"L",1,1,0,1,1,0,1,"L",1,1,1,2,23,-0.1,"3","5","sw/rep/sw","6",6,3,"1/1/1",1,"1/1/1",1,1,"b_mid","a_early",NA
"24","01",1,"forced",5,24,"learn",4,4,1,1,1,0.916,0,4,"L",2,0,1,1,0,1,1,"L",2,1,1,4,24,-0.084,"9","8","rep/sw/sw","4",2,1,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"25","01",1,"forced",5,25,"learn",4,4,1,1,0.9,0.832,0,5,"L",2,0,0,0,0,0,0,"L",2,1,1,4,25,-0.0680000000000001,"8","7","rep/rep/rep","0",4,0,"1/1/1",1,"1/1/1",1,1,"c_late","b_mid","b_mid2"
"26","01",1,"forced",5,26,"learn",3,3,1,0,1,0.847,0,3,"L",2,0,0,1,0,0,1,"L",2,1,1,3,26,-0.153,"8","8","rep/rep/sw","2",4,1,"1/1/1",1,"1/1/1",1,1,"c_late","b_mid","b_mid2"
"27","01",1,"forced",5,27,"learn",3,3,1,1,0.3,0.39,0,4,"L",2,0,0,0,0,0,0,"L",2,1,1,3,27,0.09,"2","2","rep/rep/rep","0",3,0,"1/1/1",1,"1/1/1",1,1,"a_early","a_early",NA
"28","01",1,"forced",5,28,"learn",8,8,1,1,0.6,0.535,0,7,"R",2,1,0,1,1,0,1,"R",2,1,1,8,28,-0.0649999999999999,"4","5","sw/rep/sw","6",3,2,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid1"
"29","01",1,"forced",5,29,"learn",4,4,1,0,0.2,0.564,0,6,"L",2,1,0,1,1,0,1,"L",2,1,1,4,29,0.364,"4","1","sw/rep/sw","6",8,3,"1/1/1",1,"1/1/1",1,NA,"b_mid","b_mid","b_mid1"
"30","01",1,"forced",5,30,"learn",2,2,1,0,0.4,0.53,0,4,"L",1,0,1,1,0,1,1,"L",1,1,1,2,30,0.13,"4","3","rep/sw/sw","4",4,1,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid1"
"31","01",1,"forced",5,31,"learn",2,2,1,1,1.1,1.021,0,5,"L",1,0,0,0,0,0,0,"L",1,1,1,2,31,-0.0790000000000002,"10","9","rep/rep/rep","0",2,0,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"32","01",1,"forced",5,32,"learn",1,1,1,0,0.2,0.473,0,4,"L",1,0,0,1,0,0,1,"L",1,1,1,1,32,0.273,"3","1","rep/rep/sw","2",2,1,"1/1/1",1,"1/1/1",1,NA,"b_mid","a_early",NA
"33","01",1,"forced",5,33,"learn",8,8,1,1,0.9,0.871,0,8,"R",2,1,1,1,1,1,1,"R",2,1,1,8,33,-0.029,"9","7","sw/sw/sw","6",1,1,"1/1/1",1,"1/1/1",1,1,"c_late","b_mid","b_mid2"
"34","01",1,"forced",5,34,"learn",8,8,1,1,1,0.962,0,9,"R",2,0,0,0,0,0,0,"R",2,1,1,8,34,-0.038,"10","8","rep/rep/rep","0",8,0,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"35","01",1,"forced",5,35,"learn",2,7,0,1,1.1,1.087,0,6,"L",1,1,1,1,0,0,1,"R",2,0,0,2,35,-0.0130000000000001,"11","9","rep/rep/sw","2",8,2,"0/0/0",0,"0/0/0",1,1,"c_late","c_late","c_late1"
"36","01",1,"forced",5,36,"learn",5,5,1,1,0.8,0.704,0,2,"R",1,1,0,1,0,1,1,"R",1,1,1,5,36,-0.0960000000000001,"6","6","rep/sw/sw","4",2,2,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid2"
"37","01",1,"forced",5,37,"learn",8,7,0,1,0.5,0.477,0,10,"R",2,0,1,1,0,1,1,"R",2,1,1,8,37,-0.023,"3","4","rep/sw/sw","4",5,2,"1/1/0",0,"1/1/0",1,1,"b_mid","a_early",NA
"38","01",1,"forced",5,38,"learn",7,7,1,0,1.1,0.926,0,5,"R",2,0,0,1,0,0,0,"R",2,1,1,7,38,-0.174,"9","9","rep/rep/rep","0",8,1,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"39","01",1,"forced",5,39,"learn",6,6,1,1,1,0.924,0,2,"R",1,0,1,1,0,1,1,"R",1,1,1,6,39,-0.076,"9","8","rep/sw/sw","4",7,2,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"40","01",1,"forced",5,40,"learn",1,2,0,1,0.6,0.588,0,5,"L",1,1,0,1,1,0,1,"L",1,1,1,1,40,-0.012,"5","5","sw/rep/sw","6",6,2,"1/1/0",0,"1/1/0",1,1,"b_mid","b_mid","b_mid1"
"41","01",1,"forced",5,41,"learn",1,1,1,1,1.2,1.091,0,6,"L",1,0,0,0,0,0,1,"L",1,1,1,1,41,-0.109,"11","10","rep/rep/sw","2",1,0,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"42","01",1,"forced",5,42,"learn",5,5,1,0,1.1,0.91,0,3,"R",1,1,0,1,1,0,1,"R",1,1,1,5,42,-0.19,"9","9","sw/rep/sw","6",1,3,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"43","01",1,"forced",5,43,"learn",2,4,0,1,0.9,0.933,0,7,"L",1,1,0,1,1,1,1,"L",2,1,0,2,43,0.033,"9","7","sw/sw/sw","6",5,2,"1/0/0",1,"1/0/1",1,1,"c_late","c_late","c_late1"
"44","01",1,"forced",5,44,"learn",5,5,1,0,0.3,0.568,0,4,"R",1,1,0,1,1,1,1,"R",1,1,1,5,44,0.268,"4","2","sw/sw/sw","6",2,2,"1/1/1",1,"1/1/1",1,NA,"b_mid","b_mid","b_mid1"
"45","01",1,"forced",5,45,"learn",6,6,1,0,0.3,0.422,0,3,"R",1,0,0,1,0,0,1,"R",1,1,1,6,45,0.122,"2","2","rep/rep/sw","2",5,1,"1/1/1",1,"1/1/1",1,1,"b_mid","a_early",NA
"46","01",1,"forced",5,46,"learn",1,6,0,1,0.3,0.208,0,7,"L",1,1,0,1,0,0,0,"R",1,0,1,1,46,-0.092,"1","2","rep/rep/rep","0",6,2,"0/1/0",0,"0/1/0",1,1,"a_early","a_early","a_early1"
"47","01",1,"forced",5,47,"learn",6,6,1,0,1.2,1.062,0,4,"R",1,1,0,1,0,0,0,"R",1,1,1,6,47,-0.138,"11","10","rep/rep/rep","0",1,2,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"48","01",1,"forced",5,48,"learn",6,6,1,1,0.4,0.335,0,5,"R",1,0,0,0,0,0,0,"R",1,1,1,6,48,-0.065,"1","3","rep/rep/rep","0",6,0,"1/1/1",1,"1/1/1",1,1,"a_early","a_early",NA
"49","01",1,"forced",5,49,"learn",1,1,1,0,0.9,0.781,0,8,"L",1,1,0,1,1,0,1,"L",1,1,1,1,49,-0.119,"7","7","sw/rep/sw","6",6,2,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid2"
"50","01",1,"forced",5,50,"learn",8,8,1,1,1.1,1.027,0,11,"R",2,1,1,1,1,1,1,"R",2,1,1,8,50,-0.0730000000000002,"10","9","sw/sw/sw","6",1,1,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"51","01",1,"forced",5,51,"learn",5,5,1,1,0.6,0.618,0,5,"R",1,0,1,1,0,1,1,"R",1,1,1,5,51,0.018,"5","5","rep/sw/sw","4",8,2,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid1"
"52","01",1,"forced",5,52,"learn",2,6,0,0,0.2,0.483,0,8,"L",1,1,0,1,0,0,1,"R",1,0,1,2,52,0.283,"3","1","rep/rep/sw","2",5,2,"0/1/0",1,"0/1/1",1,NA,"b_mid","a_early",NA
"53","01",1,"forced",5,53,"learn",6,6,1,0,0.2,0.532,0,6,"R",1,1,0,1,0,0,0,"R",1,1,1,6,53,0.332,"4","1","rep/rep/rep","0",2,3,"1/1/1",1,"1/1/1",1,NA,"b_mid","b_mid","b_mid1"
"54","01",1,"forced",5,54,"learn",6,6,1,1,0.9,0.837,0,7,"R",1,0,0,0,0,0,0,"R",1,1,1,6,54,-0.0630000000000001,"8","7","rep/rep/rep","0",6,0,"1/1/1",1,"1/1/1",1,1,"c_late","b_mid","b_mid2"
"55","01",1,"forced",5,55,"learn",1,2,0,0,0.1,0.441,0,9,"L",1,1,0,1,1,0,1,"L",1,1,1,1,55,0.341,"2","1","sw/rep/sw","6",6,2,"1/1/0",0,"1/1/0",1,NA,"b_mid","a_early",NA
"56","01",1,"forced",5,56,"learn",3,3,1,1,1.1,1.006,0,5,"L",2,0,1,1,0,1,1,"L",2,1,1,3,56,-0.0940000000000001,"10","9","rep/sw/sw","4",1,1,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"57","01",1,"forced",5,57,"learn",2,2,1,1,0.7,0.688,0,9,"L",1,0,1,1,0,1,1,"L",1,1,1,2,57,-0.012,"6","5","rep/sw/sw","4",3,2,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid1"
"58","01",1,"forced",5,58,"learn",8,8,1,1,1,0.974,0,12,"R",2,1,1,1,1,1,1,"R",2,1,1,8,58,-0.026,"10","8","sw/sw/sw","6",2,2,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"59","01",1,"forced",5,59,"learn",4,5,0,0,0.4,0.772,0,7,"L",2,1,0,1,0,1,1,"R",1,0,0,4,59,0.372,"7","3","rep/sw/sw","4",8,3,"0/0/0",0,"0/0/0",1,NA,"b_mid","b_mid","b_mid2"
"60","01",1,"forced",5,60,"learn",1,1,1,0,0.1,0.455,0,10,"L",1,0,1,1,1,0,1,"L",1,1,1,1,60,0.355,"2","1","sw/rep/sw","6",4,2,"1/1/1",1,"1/1/1",1,NA,"b_mid","a_early",NA
"61","01",1,"forced",5,61,"learn",7,7,1,0,1.1,0.997,0,6,"R",2,1,1,1,1,1,1,"R",2,1,1,7,61,-0.103,"10","9","sw/sw/sw","6",1,2,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"62","01",1,"forced",5,62,"learn",2,2,1,1,1,0.993,0,10,"L",1,1,1,1,1,1,1,"L",1,1,1,2,62,-0.00700000000000001,"10","8","sw/sw/sw","6",7,1,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"63","01",1,"forced",5,63,"learn",6,6,1,0,0.4,0.516,0,8,"R",1,1,0,1,1,0,1,"R",1,1,1,6,63,0.116,"3","3","sw/rep/sw","6",2,3,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid1"
"64","01",1,"forced",5,64,"learn",7,7,1,1,1.1,1.02,0,7,"R",2,0,1,1,0,1,1,"R",2,1,1,7,64,-0.0800000000000001,"10","9","rep/sw/sw","4",6,2,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"65","01",1,"forced",5,65,"learn",3,3,1,1,0.9,0.822,0,6,"L",2,1,0,1,1,0,1,"L",2,1,1,3,65,-0.0780000000000001,"8","7","sw/rep/sw","6",7,3,"1/1/1",1,"1/1/1",1,1,"c_late","b_mid","b_mid2"
"66","01",1,"forced",5,66,"learn",1,1,1,0,0.2,0.414,0,11,"L",1,0,1,1,0,1,1,"L",1,1,1,1,66,0.214,"2","1","rep/sw/sw","4",3,1,"1/1/1",1,"1/1/1",1,1,"b_mid","a_early",NA
"67","01",1,"forced",5,67,"learn",2,2,1,1,0.6,0.588,0,11,"L",1,0,0,1,0,0,1,"L",1,1,1,2,67,-0.012,"5","5","rep/rep/sw","2",1,1,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid1"
"68","01",1,"forced",5,68,"learn",7,7,1,1,0.9,0.818,0,8,"R",2,1,1,1,1,1,1,"R",2,1,1,7,68,-0.0820000000000001,"8","7","sw/sw/sw","6",2,1,"1/1/1",1,"1/1/1",1,1,"c_late","b_mid","b_mid2"
"69","01",1,"forced",5,69,"learn",1,1,1,1,0.8,0.784,0,12,"L",1,1,1,1,1,1,1,"L",1,1,1,1,69,-0.016,"8","6","sw/sw/sw","6",7,2,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid2"
"70","01",1,"forced",5,70,"learn",3,3,1,1,0.6,0.543,0,7,"L",2,0,1,1,0,1,1,"L",2,1,1,3,70,-0.0569999999999999,"4","5","rep/sw/sw","4",1,1,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid1"
"71","01",1,"forced",5,71,"learn",3,3,1,0,0.7,0.524,0,8,"L",2,0,0,0,0,0,0,"L",2,1,1,3,71,-0.176,"4","5","rep/rep/rep","0",3,0,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid1"
"72","01",1,"forced",5,72,"learn",1,2,0,1,0.4,0.492,0,13,"L",1,0,1,1,0,1,1,"L",1,1,1,1,72,0.092,"3","3","rep/sw/sw","4",3,1,"1/1/0",0,"1/1/0",1,1,"b_mid","a_early",NA
"73","01",1,"forced",5,73,"learn",5,5,1,1,0.7,0.668,0,6,"R",1,1,0,1,1,0,1,"R",1,1,1,5,73,-0.0319999999999999,"6","5","sw/rep/sw","6",1,3,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid1"
"74","01",1,"forced",5,74,"learn",5,5,1,1,0.8,0.773,0,7,"R",1,0,0,0,0,0,0,"R",1,1,1,5,74,-0.027,"7","6","rep/rep/rep","0",5,0,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid2"
"75","01",1,"forced",5,75,"learn",1,1,1,1,0.6,0.543,0,14,"L",1,1,0,1,1,0,1,"L",1,1,1,1,75,-0.0569999999999999,"4","5","sw/rep/sw","6",5,3,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid1"
"76","01",1,"forced",5,76,"learn",4,2,0,0,0.4,0.506,0,8,"L",2,0,1,1,0,0,1,"L",1,1,0,4,76,0.106,"3","3","rep/rep/sw","2",1,2,"1/0/0",1,"1/0/1",1,1,"b_mid","b_mid","b_mid1"
"77","01",1,"forced",5,77,"learn",7,7,1,1,0.8,0.899,0,9,"R",2,1,0,1,1,1,1,"R",2,1,1,7,77,0.099,"9","6","sw/sw/sw","6",4,2,"1/1/1",1,"1/1/1",1,1,"c_late","b_mid","b_mid2"
"78","01",1,"forced",5,78,"learn",1,7,0,1,0.1,0.194,0,15,"L",1,1,1,1,0,0,0,"R",2,0,0,1,78,0.094,"1","1","rep/rep/rep","0",7,2,"0/0/0",1,"0/0/1",1,1,"a_early","a_early","a_early1"
"79","01",1,"forced",5,79,"learn",8,8,1,1,0.8,0.875,0,13,"R",2,1,1,1,0,0,1,"R",2,1,1,8,79,0.075,"9","6","rep/rep/sw","2",1,1,"1/1/1",1,"1/1/1",1,1,"c_late","b_mid","b_mid2"
"80","01",1,"forced",5,80,"learn",3,2,0,0,0.1,0.54,0,9,"L",2,1,0,1,1,1,1,"L",1,1,0,3,80,0.44,"4","1","sw/sw/sw","6",8,2,"1/0/0",0,"1/0/0",1,NA,"b_mid","b_mid","b_mid1"
"81","01",1,"forced",5,81,"learn",8,8,1,0,1,0.881,0,14,"R",2,1,0,1,1,1,1,"R",2,1,1,8,81,-0.119,"9","8","sw/sw/sw","6",3,2,"1/1/1",1,"1/1/1",1,1,"c_late","b_mid","b_mid2"
"82","01",1,"forced",5,82,"learn",8,8,1,0,0.1,0.252,0,15,"R",2,0,0,0,0,0,0,"R",2,1,1,8,82,0.152,"1","1","rep/rep/rep","0",8,0,"1/1/1",1,"1/1/1",1,1,"a_early","a_early","a_early1"
"83","01",1,"forced",5,83,"learn",1,2,0,0,0.4,0.572,0,16,"L",1,1,1,1,1,1,1,"L",1,1,1,1,83,0.172,"4","3","sw/sw/sw","6",8,1,"1/1/0",0,"1/1/0",1,1,"b_mid","b_mid","b_mid1"
"84","01",1,"forced",5,84,"learn",1,1,1,1,0.8,0.719,0,17,"L",1,0,0,0,0,0,1,"L",1,1,1,1,84,-0.0810000000000001,"7","6","rep/rep/sw","2",1,0,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid2"
"85","01",1,"forced",5,85,"learn",7,7,1,1,0.9,0.811,0,10,"R",2,1,1,1,1,1,1,"R",2,1,1,7,85,-0.089,"8","7","sw/sw/sw","6",1,2,"1/1/1",1,"1/1/1",1,1,"c_late","b_mid","b_mid2"
"86","01",1,"forced",5,86,"learn",7,7,1,1,1.1,1.051,0,11,"R",2,0,0,0,0,0,0,"R",2,1,1,7,86,-0.0490000000000002,"11","9","rep/rep/rep","0",7,0,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"87","01",1,"forced",5,87,"learn",3,7,0,1,0.1,0.172,0,10,"L",2,1,0,1,0,0,0,"R",2,0,1,3,87,0.072,"1","1","rep/rep/rep","0",7,3,"0/1/0",1,"0/1/1",1,1,"a_early","a_early","a_early1"
"88","01",1,"forced",5,88,"learn",3,3,1,1,1,0.924,0,11,"L",2,0,0,0,1,0,1,"L",2,1,1,3,88,-0.076,"9","8","sw/rep/sw","6",3,0,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"89","01",1,"forced",5,89,"learn",4,3,0,1,0.4,0.316,0,9,"L",2,0,0,1,0,0,0,"L",2,1,1,4,89,-0.084,"1","3","rep/rep/rep","0",3,1,"1/1/0",0,"1/1/0",1,1,"a_early","a_early",NA
"90","01",1,"forced",5,90,"learn",5,4,0,0,0.1,0.624,0,8,"R",1,1,1,1,0,0,1,"L",2,0,0,5,90,0.524,"5","1","rep/rep/sw","2",4,1,"0/0/0",0,"0/0/0",1,NA,"b_mid","b_mid","b_mid1"
"91","01",1,"forced",5,91,"learn",8,7,0,0,0.2,0.482,0,16,"R",2,0,1,1,1,0,1,"R",2,1,1,8,91,0.282,"3","1","sw/rep/sw","6",5,2,"1/1/0",0,"1/1/0",1,NA,"b_mid","a_early",NA
"92","01",1,"forced",5,92,"learn",2,2,1,1,0.8,0.778,0,12,"L",1,1,1,1,1,1,1,"L",1,1,1,2,92,-0.022,"7","6","sw/sw/sw","6",8,2,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid2"
"93","01",1,"forced",5,93,"learn",4,4,1,0,0.9,0.752,0,10,"L",2,0,1,1,0,1,1,"L",2,1,1,4,93,-0.148,"7","7","rep/sw/sw","4",2,1,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid2"
"94","01",1,"forced",5,94,"learn",8,8,1,1,0.5,0.469,0,17,"R",2,1,0,1,1,0,1,"R",2,1,1,8,94,-0.031,"3","4","sw/rep/sw","6",4,3,"1/1/1",1,"1/1/1",1,1,"b_mid","a_early",NA
"95","01",1,"forced",5,95,"learn",7,6,0,1,0.6,0.601,0,12,"R",2,0,0,1,0,1,1,"R",1,1,0,7,95,0.001,"5","5","rep/sw/sw","4",8,1,"1/0/0",0,"1/0/0",1,1,"b_mid","b_mid","b_mid1"
"96","01",1,"forced",5,96,"learn",6,6,1,0,0.1,0.417,0,9,"R",1,0,1,1,0,0,0,"R",1,1,1,6,96,0.317,"2","1","rep/rep/rep","0",7,2,"1/1/1",1,"1/1/1",1,NA,"b_mid","a_early",NA
"97","01",1,"forced",6,1,"learn",5,2,0,0,0.4,0.638,0,9,"R",1,NA,NA,NA,NA,NA,NA,"L",1,0,1,5,1,0.238,"6","3",NA,NA,6,NA,"0/1/0",0,"0/1/0",1,1,"b_mid","b_mid","b_mid1"
"98","01",1,"forced",6,2,"learn",5,5,1,0,0.6,0.458,0,10,"R",1,0,0,0,1,0,1,"R",1,1,1,5,2,-0.142,"2","5","sw/rep/sw","6",5,0,"1/1/1",1,"1/1/1",1,1,"b_mid","a_early",NA
"99","01",1,"forced",6,3,"learn",3,6,0,0,0.2,0.332,0,12,"L",2,1,1,1,0,0,1,"R",1,0,0,3,3,0.132,"1","1","rep/rep/sw","2",5,2,"0/0/0",0,"0/0/0",1,1,"a_early","a_early",NA
"100","01",1,"forced",6,4,"learn",6,6,1,1,1.2,1.12,0,10,"R",1,1,1,1,0,0,0,"R",1,1,1,6,4,-0.0799999999999998,"11","10","rep/rep/rep","0",3,1,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late2"
"101","01",1,"forced",6,5,"learn",1,1,1,1,1,0.977,0,18,"L",1,1,0,1,1,0,1,"L",1,1,1,1,5,-0.023,"10","8","sw/rep/sw","6",6,2,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"102","01",1,"forced",6,6,"learn",4,4,1,1,0.6,0.602,0,11,"L",2,0,1,1,0,1,1,"L",2,1,1,4,6,0.002,"5","5","rep/sw/sw","4",1,2,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid1"
"103","01",1,"forced",6,7,"learn",6,6,1,0,1.2,1.025,0,11,"R",1,1,1,1,1,1,1,"R",1,1,1,6,7,-0.175,"10","10","sw/sw/sw","6",4,2,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"104","01",1,"forced",6,8,"learn",4,4,1,0,0.9,1.054,0,12,"L",2,1,1,1,1,1,1,"L",2,1,1,4,8,0.154,"11","7","sw/sw/sw","6",6,2,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"105","01",1,"forced",6,9,"learn",7,7,1,1,1.2,1.121,0,13,"R",2,1,0,1,1,0,1,"R",2,1,1,7,9,-0.079,"11","10","sw/rep/sw","6",4,2,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late2"
