"","subject","group","taskType","block","trial","phase","stim","resp","corr","timing","PT_planned","PT_actual","missed_stim_deadline","iter","hand","couplet","handSwitch","coupletSwitch","fingerSwitch","handSwitch_actual","coupletSwitch_actual","fingerSwitch_actual","respHand","respCouplet","corrHand","corrCouplet","corrresp","trialNum","rt","PT_actual_bins","PT_planned_bins","combinedType","treeDistance","corrresp_prev","nFeatureSwitch","errorType","corrFinger","errorType2","includeLearn","timing_chill","eml","eml2","eml3"
"1068","02",2,"forced",8,12,"learn",8,8,1,1,0.7,0.665,0,38,"R",2,1,0,1,1,0,1,"R",2,1,1,8,12,-0.0349999999999999,"6","5","sw/rep/sw","6",4,3,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid1"
"1069","02",2,"forced",8,13,"learn",3,3,1,0,0.1,0.654,0,37,"L",2,1,0,1,1,0,1,"L",2,1,1,3,13,0.554,"6","1","sw/rep/sw","6",8,2,"1/1/1",1,"1/1/1",1,NA,"b_mid","b_mid","b_mid1"
"1070","02",2,"forced",8,14,"learn",5,6,0,0,0.9,1.127,0,36,"R",1,1,1,1,1,1,1,"R",1,1,1,5,14,0.227,"11","7","sw/sw/sw","6",3,2,"1/1/0",0,"1/1/0",1,1,"c_late","c_late","c_late2"
"1071","02",2,"forced",8,15,"learn",6,6,1,1,0.4,0.48,0,38,"R",1,0,0,1,0,0,0,"R",1,1,1,6,15,0.08,"3","3","rep/rep/rep","0",5,1,"1/1/1",1,"1/1/1",1,1,"b_mid","a_early",NA
"1072","02",2,"forced",8,16,"learn",1,2,0,1,1.2,1.159,0,42,"L",1,1,0,1,1,0,1,"L",1,1,1,1,16,-0.0409999999999999,"12","10","sw/rep/sw","6",6,2,"1/1/0",0,"1/1/0",1,1,"c_late","c_late","c_late2"
"1073","02",2,"forced",8,17,"learn",5,5,1,0,0.1,0.75,0,37,"R",1,1,0,1,1,0,1,"R",1,1,1,5,17,0.65,"7","1","sw/rep/sw","6",1,3,"1/1/1",1,"1/1/1",1,NA,"b_mid","b_mid","b_mid2"
"1074","02",2,"forced",8,18,"learn",7,7,1,0,0.4,0.713,0,38,"R",2,0,1,1,0,1,1,"R",2,1,1,7,18,0.313,"7","3","rep/sw/sw","4",5,1,"1/1/1",1,"1/1/1",1,NA,"b_mid","b_mid","b_mid2"
"1075","02",2,"forced",8,19,"learn",6,6,1,1,0.6,0.633,0,39,"R",1,0,1,1,0,1,1,"R",1,1,1,6,19,0.033,"5","5","rep/sw/sw","4",7,2,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid1"
"1076","02",2,"forced",8,20,"learn",2,2,1,1,0.9,0.888,0,38,"L",1,1,0,1,1,0,1,"L",1,1,1,2,20,-0.012,"9","7","sw/rep/sw","6",6,3,"1/1/1",1,"1/1/1",1,1,"c_late","b_mid","b_mid2"
"1077","02",2,"forced",8,21,"learn",8,8,1,0,0.4,0.519,0,39,"R",2,1,1,1,1,1,1,"R",2,1,1,8,21,0.119,"3","3","sw/sw/sw","6",2,2,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid1"
"1078","02",2,"forced",8,22,"learn",8,8,1,1,1,0.951,0,40,"R",2,0,0,0,0,0,0,"R",2,1,1,8,22,-0.049,"10","8","rep/rep/rep","0",8,0,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"1079","02",2,"forced",8,23,"learn",3,3,1,0,0.2,0.735,0,38,"L",2,1,0,1,1,0,1,"L",2,1,1,3,23,0.535,"7","1","sw/rep/sw","6",8,2,"1/1/1",1,"1/1/1",1,NA,"b_mid","b_mid","b_mid2"
"1080","02",2,"forced",8,24,"learn",5,5,1,1,1,0.992,0,38,"R",1,1,1,1,1,1,1,"R",1,1,1,5,24,-0.00800000000000001,"10","8","sw/sw/sw","6",3,2,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"1081","02",2,"forced",8,25,"learn",3,3,1,0,0.2,0.625,0,39,"L",2,1,1,1,1,1,1,"L",2,1,1,3,25,0.425,"5","1","sw/sw/sw","6",5,2,"1/1/1",1,"1/1/1",1,NA,"b_mid","b_mid","b_mid1"
"1082","02",2,"forced",8,26,"learn",7,7,1,1,1.1,1.114,0,39,"R",2,1,0,1,1,0,1,"R",2,1,1,7,26,0.014,"11","9","sw/rep/sw","6",3,3,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late2"
"1083","02",2,"forced",8,27,"learn",5,5,1,0,0.8,1.019,0,39,"R",1,0,1,1,0,1,1,"R",1,1,1,5,27,0.219,"10","6","rep/sw/sw","4",7,1,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"1084","02",2,"forced",8,28,"learn",1,2,0,0,0.3,0.796,0,43,"L",1,1,0,1,1,0,1,"L",1,1,1,1,28,0.496,"8","2","sw/rep/sw","6",5,3,"1/1/0",0,"1/1/0",1,NA,"b_mid","b_mid","b_mid2"
"1085","02",2,"forced",8,29,"learn",4,4,1,1,1.2,1.178,0,40,"L",2,0,1,1,0,1,1,"L",2,1,1,4,29,-0.022,"12","10","rep/sw/sw","4",1,2,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late2"
"1086","02",2,"forced",8,30,"learn",8,8,1,1,0.5,0.531,0,41,"R",2,1,0,1,1,0,1,"R",2,1,1,8,30,0.031,"4","4","sw/rep/sw","6",4,3,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid1"
"1087","02",2,"forced",8,31,"learn",2,2,1,1,1.2,1.207,0,39,"L",1,1,1,1,1,1,1,"L",1,1,1,2,31,0.00700000000000012,"12","10","sw/sw/sw","6",8,2,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late2"
"1088","02",2,"forced",8,32,"learn",4,4,1,0,0.3,0.71,0,41,"L",2,0,1,1,0,1,1,"L",2,1,1,4,32,0.41,"7","2","rep/sw/sw","4",2,1,"1/1/1",1,"1/1/1",1,NA,"b_mid","b_mid","b_mid2"
"1089","02",2,"forced",8,33,"learn",7,7,1,1,1.2,1.223,0,40,"R",2,1,0,1,1,0,1,"R",2,1,1,7,33,0.0230000000000001,"12","10","sw/rep/sw","6",4,2,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late2"
"1090","02",2,"forced",8,34,"learn",8,8,1,0,0.3,0.477,0,42,"R",2,0,0,1,0,0,1,"R",2,1,1,8,34,0.177,"3","2","rep/rep/sw","2",7,1,"1/1/1",1,"1/1/1",1,1,"b_mid","a_early",NA
"1091","02",2,"forced",8,35,"learn",7,7,1,0,0.1,0.548,0,41,"R",2,0,0,1,0,0,1,"R",2,1,1,7,35,0.448,"4","1","rep/rep/sw","2",8,1,"1/1/1",1,"1/1/1",1,NA,"b_mid","b_mid","b_mid1"
"1092","02",2,"forced",8,36,"learn",7,7,1,1,1.2,1.166,0,42,"R",2,0,0,0,0,0,0,"R",2,1,1,7,36,-0.034,"12","10","rep/rep/rep","0",7,0,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late2"
"1093","02",2,"forced",8,37,"learn",5,5,1,1,0.5,0.578,0,40,"R",1,0,1,1,0,1,1,"R",1,1,1,5,37,0.078,"5","4","rep/sw/sw","4",7,1,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid1"
"1094","02",2,"forced",8,38,"learn",1,2,0,0,0.5,0.721,0,44,"L",1,1,0,1,1,0,1,"L",1,1,1,1,38,0.221,"7","4","sw/rep/sw","6",5,3,"1/1/0",0,"1/1/0",1,1,"b_mid","b_mid","b_mid2"
"1095","02",2,"forced",8,39,"learn",5,6,0,0,0.5,0.742,0,41,"R",1,1,0,1,1,0,1,"R",1,1,1,5,39,0.242,"7","4","sw/rep/sw","6",1,3,"1/1/0",0,"1/1/0",1,1,"b_mid","b_mid","b_mid2"
"1096","02",2,"forced",8,40,"learn",8,8,1,0,0.4,0.568,0,43,"R",2,0,1,1,0,1,1,"R",2,1,1,8,40,0.168,"4","3","rep/sw/sw","4",5,2,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid1"
"1097","02",2,"forced",8,41,"learn",6,6,1,1,0.7,0.71,0,40,"R",1,0,1,1,0,1,1,"R",1,1,1,6,41,0.01,"7","5","rep/sw/sw","4",8,1,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid2"
"1098","02",2,"forced",8,42,"learn",2,2,1,0,0.1,0.83,0,40,"L",1,1,0,1,1,0,1,"L",1,1,1,2,42,0.73,"8","1","sw/rep/sw","6",6,3,"1/1/1",1,"1/1/1",1,NA,"c_late","b_mid","b_mid2"
"1099","02",2,"forced",8,43,"learn",6,6,1,0,0.4,0.577,0,41,"R",1,1,0,1,1,0,1,"R",1,1,1,6,43,0.177,"5","3","sw/rep/sw","6",2,3,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid1"
"1100","02",2,"forced",8,44,"learn",4,4,1,1,1.1,1.039,0,42,"L",2,1,1,1,1,1,1,"L",2,1,1,4,44,-0.0610000000000002,"10","9","sw/sw/sw","6",6,2,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"1101","02",2,"forced",8,45,"learn",2,1,0,0,1,1.316,0,41,"L",1,0,1,1,0,1,1,"L",1,1,1,2,45,0.316,"12","8","rep/sw/sw","4",4,1,"1/1/0",0,"1/1/0",1,NA,"c_late","c_late","c_late2"
"1102","02",2,"forced",8,46,"learn",6,6,1,0,0.1,1.461,0,42,"R",1,1,0,1,1,0,1,"R",1,1,1,6,46,1.361,"12","1","sw/rep/sw","6",2,3,"1/1/1",1,"1/1/1",1,NA,"c_late","c_late","c_late2"
"1103","02",2,"forced",8,47,"learn",4,4,1,0,0.1,0.663,0,43,"L",2,1,1,1,1,1,1,"L",2,1,1,4,47,0.563,"6","1","sw/sw/sw","6",6,2,"1/1/1",1,"1/1/1",1,NA,"b_mid","b_mid","b_mid1"
"1104","02",2,"forced",8,48,"learn",3,3,1,1,1.2,1.219,0,40,"L",2,0,0,1,0,0,1,"L",2,1,1,3,48,0.0190000000000001,"12","10","rep/rep/sw","2",4,1,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late2"
"1105","02",2,"forced",8,49,"learn",6,6,1,0,0.6,0.773,0,43,"R",1,1,1,1,1,1,1,"R",1,1,1,6,49,0.173,"7","5","sw/sw/sw","6",3,1,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid2"
"1106","02",2,"forced",8,50,"learn",3,3,1,1,1.1,1.045,0,41,"L",2,1,1,1,1,1,1,"L",2,1,1,3,50,-0.0550000000000002,"11","9","sw/sw/sw","6",6,1,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"1107","02",2,"forced",8,51,"learn",6,6,1,1,1.1,1.032,0,44,"R",1,1,1,1,1,1,1,"R",1,1,1,6,51,-0.0680000000000001,"10","9","sw/sw/sw","6",3,1,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"1108","02",2,"forced",8,52,"learn",3,3,1,1,0.7,0.699,0,42,"L",2,1,1,1,1,1,1,"L",2,1,1,3,52,-0.001,"6","5","sw/sw/sw","6",6,1,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid1"
"1109","02",2,"forced",8,53,"learn",6,6,1,1,1,0.965,0,45,"R",1,1,1,1,1,1,1,"R",1,1,1,6,53,-0.035,"10","8","sw/sw/sw","6",3,1,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"1110","02",2,"forced",8,54,"learn",6,6,1,1,1.2,1.178,0,46,"R",1,0,0,0,0,0,0,"R",1,1,1,6,54,-0.022,"12","10","rep/rep/rep","0",6,0,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late2"
"1111","02",2,"forced",8,55,"learn",7,7,1,0,0.1,0.539,0,43,"R",2,0,1,1,0,1,1,"R",2,1,1,7,55,0.439,"4","1","rep/sw/sw","4",6,2,"1/1/1",1,"1/1/1",1,NA,"b_mid","b_mid","b_mid1"
"1112","02",2,"forced",8,56,"learn",8,8,1,0,0.7,0.559,0,44,"R",2,0,0,1,0,0,1,"R",2,1,1,8,56,-0.141,"4","5","rep/rep/sw","2",7,1,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid1"
"1113","02",2,"forced",8,57,"learn",4,4,1,0,0.5,0.672,0,44,"L",2,1,0,1,1,0,1,"L",2,1,1,4,57,0.172,"6","4","sw/rep/sw","6",8,3,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid1"
"1114","02",2,"forced",8,58,"learn",5,5,1,0,0.2,0.606,0,42,"R",1,1,1,1,1,1,1,"R",1,1,1,5,58,0.406,"5","1","sw/sw/sw","6",4,1,"1/1/1",1,"1/1/1",1,NA,"b_mid","b_mid","b_mid1"
"1115","02",2,"forced",8,59,"learn",8,8,1,0,0.3,0.516,0,45,"R",2,0,1,1,0,1,1,"R",2,1,1,8,59,0.216,"3","2","rep/sw/sw","4",5,2,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid1"
"1116","02",2,"forced",8,60,"learn",2,2,1,0,0.4,0.755,0,42,"L",1,1,1,1,1,1,1,"L",1,1,1,2,60,0.355,"7","3","sw/sw/sw","6",8,2,"1/1/1",1,"1/1/1",1,NA,"b_mid","b_mid","b_mid2"
"1117","02",2,"forced",8,61,"learn",3,3,1,0,0.2,0.672,0,43,"L",2,0,1,1,0,1,1,"L",2,1,1,3,61,0.472,"6","1","rep/sw/sw","4",2,2,"1/1/1",1,"1/1/1",1,NA,"b_mid","b_mid","b_mid1"
"1118","02",2,"forced",8,62,"learn",7,7,1,1,1,1.07,0,44,"R",2,1,0,1,1,0,1,"R",2,1,1,7,62,0.0700000000000001,"11","8","sw/rep/sw","6",3,3,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"1119","02",2,"forced",8,63,"learn",6,6,1,1,1.2,1.16,0,47,"R",1,0,1,1,0,1,1,"R",1,1,1,6,63,-0.04,"12","10","rep/sw/sw","4",7,2,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late2"
"1120","02",2,"forced",8,64,"learn",8,8,1,1,1,1.064,0,46,"R",2,0,1,1,0,1,1,"R",2,1,1,8,64,0.0640000000000001,"11","8","rep/sw/sw","4",6,1,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"1121","02",2,"forced",8,65,"learn",5,5,1,1,0.5,0.562,0,43,"R",1,0,1,1,0,1,1,"R",1,1,1,5,65,0.0620000000000001,"4","4","rep/sw/sw","4",8,2,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid1"
"1122","02",2,"forced",8,66,"learn",5,5,1,1,1.2,1.189,0,44,"R",1,0,0,0,0,0,0,"R",1,1,1,5,66,-0.0109999999999999,"12","10","rep/rep/rep","0",5,0,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late2"
"1123","02",2,"forced",8,67,"learn",6,6,1,1,1.2,1.086,0,48,"R",1,0,0,1,0,0,1,"R",1,1,1,6,67,-0.114,"11","10","rep/rep/sw","2",5,1,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"1124","02",2,"forced",8,68,"learn",2,2,1,0,0.4,0.664,0,43,"L",1,1,0,1,1,0,1,"L",1,1,1,2,68,0.264,"6","3","sw/rep/sw","6",6,3,"1/1/1",1,"1/1/1",1,NA,"b_mid","b_mid","b_mid1"
"1125","02",2,"forced",8,69,"learn",7,7,1,0,0.2,0.575,0,45,"R",2,1,1,1,1,1,1,"R",2,1,1,7,69,0.375,"4","1","sw/sw/sw","6",2,1,"1/1/1",1,"1/1/1",1,NA,"b_mid","b_mid","b_mid1"
"1126","02",2,"forced",8,70,"learn",3,3,1,1,0.7,0.741,0,44,"L",2,1,0,1,1,0,1,"L",2,1,1,3,70,0.041,"7","5","sw/rep/sw","6",7,3,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid2"
"1127","02",2,"forced",8,71,"learn",5,5,1,0,0.2,0.635,0,45,"R",1,1,1,1,1,1,1,"R",1,1,1,5,71,0.435,"5","1","sw/sw/sw","6",3,2,"1/1/1",1,"1/1/1",1,NA,"b_mid","b_mid","b_mid1"
"1128","02",2,"forced",8,72,"learn",7,7,1,1,0.9,0.991,0,46,"R",2,0,1,1,0,1,1,"R",2,1,1,7,72,0.091,"10","7","rep/sw/sw","4",5,1,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"1129","02",2,"forced",8,73,"learn",4,4,1,1,1.2,1.154,0,45,"L",2,1,0,1,1,0,1,"L",2,1,1,4,73,-0.046,"12","10","sw/rep/sw","6",7,2,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late2"
"1130","02",2,"forced",8,74,"learn",2,2,1,1,1.1,1.083,0,44,"L",1,0,1,1,0,1,1,"L",1,1,1,2,74,-0.0170000000000001,"11","9","rep/sw/sw","4",4,1,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"1131","02",2,"forced",8,75,"learn",7,7,1,1,1.2,1.173,0,47,"R",2,1,1,1,1,1,1,"R",2,1,1,7,75,-0.0269999999999999,"12","10","sw/sw/sw","6",2,1,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late2"
"1132","02",2,"forced",8,76,"learn",3,3,1,0,0.3,1.362,0,45,"L",2,1,0,1,1,0,1,"L",2,1,1,3,76,1.062,"12","2","sw/rep/sw","6",7,3,"1/1/1",1,"1/1/1",1,NA,"c_late","c_late","c_late2"
"1133","02",2,"forced",8,77,"learn",3,3,1,1,0.7,0.754,0,46,"L",2,0,0,0,0,0,0,"L",2,1,1,3,77,0.054,"7","5","rep/rep/rep","0",3,0,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid2"
"1134","02",2,"forced",8,78,"learn",7,7,1,0,0.4,0.556,0,48,"R",2,1,0,1,1,0,1,"R",2,1,1,7,78,0.156,"4","3","sw/rep/sw","6",3,3,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid1"
"1135","02",2,"forced",8,79,"learn",2,1,0,0,1,1.107,0,45,"L",1,1,1,1,1,1,1,"L",1,1,1,2,79,0.107,"11","8","sw/sw/sw","6",7,1,"1/1/0",0,"1/1/0",1,1,"c_late","c_late","c_late2"
"1136","02",2,"forced",8,80,"learn",5,5,1,1,1.1,1.093,0,46,"R",1,1,0,1,1,0,1,"R",1,1,1,5,80,-0.00700000000000012,"11","9","sw/rep/sw","6",2,2,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"1137","02",2,"forced",8,81,"learn",2,3,0,0,0.2,0.828,0,46,"L",1,1,0,1,1,1,1,"L",2,1,0,2,81,0.628,"8","1","sw/sw/sw","6",5,2,"1/0/0",0,"1/0/0",1,NA,"c_late","b_mid","b_mid2"
"1138","02",2,"forced",8,82,"learn",4,4,1,0,1,1.105,0,46,"L",2,0,1,1,0,0,1,"L",2,1,1,4,82,0.105,"11","8","rep/rep/sw","2",2,1,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late2"
"1139","02",2,"forced",8,83,"learn",5,5,1,0,0.8,0.962,0,47,"R",1,1,1,1,1,1,1,"R",1,1,1,5,83,0.162,"10","6","sw/sw/sw","6",4,1,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"1140","02",2,"forced",8,84,"learn",2,2,1,0,0.3,0.888,0,47,"L",1,1,0,1,1,0,1,"L",1,1,1,2,84,0.588,"9","2","sw/rep/sw","6",5,2,"1/1/1",1,"1/1/1",1,NA,"c_late","b_mid","b_mid2"
"1141","02",2,"forced",8,85,"learn",4,4,1,0,0.7,1.348,0,47,"L",2,0,1,1,0,1,1,"L",2,1,1,4,85,0.648,"12","5","rep/sw/sw","4",2,1,"1/1/1",1,"1/1/1",1,NA,"c_late","c_late","c_late2"
"1142","02",2,"forced",8,86,"learn",7,7,1,1,0.8,0.898,0,49,"R",2,1,0,1,1,0,1,"R",2,1,1,7,86,0.098,"9","6","sw/rep/sw","6",4,2,"1/1/1",1,"1/1/1",1,1,"c_late","b_mid","b_mid2"
"1143","02",2,"forced",8,87,"learn",3,3,1,0,0.2,0.758,0,47,"L",2,1,0,1,1,0,1,"L",2,1,1,3,87,0.558,"7","1","sw/rep/sw","6",7,3,"1/1/1",1,"1/1/1",1,NA,"b_mid","b_mid","b_mid2"
"1144","02",2,"forced",8,88,"learn",2,1,0,0,0.6,0.829,0,48,"L",1,0,1,1,0,1,1,"L",1,1,1,2,88,0.229,"8","5","rep/sw/sw","4",3,2,"1/1/0",0,"1/1/0",1,1,"c_late","b_mid","b_mid2"
"1145","02",2,"forced",8,89,"learn",1,1,1,0,0.6,0.777,0,45,"L",1,0,0,1,0,0,0,"L",1,1,1,1,89,0.177,"7","5","rep/rep/rep","0",2,1,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid2"
"1146","02",2,"forced",8,90,"learn",1,2,0,0,0.2,0.596,0,46,"L",1,0,0,0,0,0,1,"L",1,1,1,1,90,0.396,"5","1","rep/rep/sw","2",1,0,"1/1/0",0,"1/1/0",1,NA,"b_mid","b_mid","b_mid1"
"1147","02",2,"forced",8,91,"learn",8,8,1,0,1,1.176,0,47,"R",2,1,1,1,1,1,1,"R",2,1,1,8,91,0.176,"12","8","sw/sw/sw","6",1,1,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late2"
"1148","02",2,"forced",8,92,"learn",1,2,0,0,1,1.104,0,47,"L",1,1,1,1,1,1,1,"L",1,1,1,1,92,0.104,"11","8","sw/sw/sw","6",8,1,"1/1/0",0,"1/1/0",1,1,"c_late","c_late","c_late2"
"1149","02",2,"forced",8,93,"learn",3,3,1,0,1.1,1.24,0,48,"L",2,0,1,1,0,1,1,"L",2,1,1,3,93,0.14,"12","9","rep/sw/sw","4",1,1,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late2"
"1150","02",2,"forced",8,94,"learn",4,4,1,0,0.2,0.537,0,48,"L",2,0,0,1,0,0,1,"L",2,1,1,4,94,0.337,"4","1","rep/rep/sw","2",3,1,"1/1/1",1,"1/1/1",1,NA,"b_mid","b_mid","b_mid1"
"1151","02",2,"forced",8,95,"learn",1,2,0,1,0.7,0.78,0,48,"L",1,0,1,1,0,1,1,"L",1,1,1,1,95,0.0800000000000001,"7","5","rep/sw/sw","4",4,2,"1/1/0",0,"1/1/0",1,1,"b_mid","b_mid","b_mid2"
"1152","02",2,"forced",8,96,"learn",8,8,1,0,1.1,1.216,0,48,"R",2,1,1,1,1,1,1,"R",2,1,1,8,96,0.116,"12","9","sw/sw/sw","6",1,1,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late2"
"1153","02",2,"forced",9,1,"learn",3,3,1,1,0.8,0.884,0,49,"L",2,NA,NA,NA,NA,NA,NA,"L",2,1,1,3,1,0.084,"9","6",NA,NA,8,NA,"1/1/1",1,"1/1/1",1,1,"c_late","b_mid","b_mid2"
"1154","02",2,"forced",9,2,"learn",3,3,1,1,0.8,0.82,0,50,"L",2,0,0,0,0,0,0,"L",2,1,1,3,2,0.0199999999999999,"8","6","rep/rep/rep","0",3,0,"1/1/1",1,"1/1/1",1,1,"c_late","b_mid","b_mid2"
"1155","02",2,"forced",9,3,"learn",2,2,1,0,0.4,0.503,0,49,"L",1,0,1,1,0,1,1,"L",1,1,1,2,3,0.103,"3","3","rep/sw/sw","4",3,2,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid1"
"1156","02",2,"forced",9,4,"learn",4,4,1,0,0.1,0.817,0,49,"L",2,0,1,1,0,1,1,"L",2,1,1,4,4,0.717,"8","1","rep/sw/sw","4",2,1,"1/1/1",1,"1/1/1",1,NA,"c_late","b_mid","b_mid2"
"1157","02",2,"forced",9,5,"learn",1,1,1,1,0.9,0.946,0,49,"L",1,0,1,1,0,1,1,"L",1,1,1,1,5,0.0459999999999999,"9","7","rep/sw/sw","4",4,2,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"1158","02",2,"forced",9,6,"learn",4,4,1,1,1,0.993,0,50,"L",2,0,1,1,0,1,1,"L",2,1,1,4,6,-0.00700000000000001,"10","8","rep/sw/sw","4",1,2,"1/1/1",1,"1/1/1",1,1,"c_late","c_late","c_late1"
"1159","02",2,"forced",9,7,"learn",4,4,1,0,0.2,0.691,0,51,"L",2,0,0,0,0,0,0,"L",2,1,1,4,7,0.491,"6","1","rep/rep/rep","0",4,0,"1/1/1",1,"1/1/1",1,NA,"b_mid","b_mid","b_mid1"
"1160","02",2,"forced",9,8,"learn",2,2,1,0,0.5,0.681,0,50,"L",1,0,1,1,0,1,1,"L",1,1,1,2,8,0.181,"6","4","rep/sw/sw","4",4,1,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid1"
"1161","02",2,"forced",9,9,"learn",2,1,0,0,0.3,0.469,0,51,"L",1,0,0,0,0,0,1,"L",1,1,1,2,9,0.169,"3","2","rep/rep/sw","2",2,0,"1/1/0",0,"1/1/0",1,1,"b_mid","a_early",NA
"1162","02",2,"forced",9,10,"learn",4,4,1,0,0.6,0.813,0,52,"L",2,0,1,1,0,1,1,"L",2,1,1,4,10,0.213,"8","5","rep/sw/sw","4",2,1,"1/1/1",1,"1/1/1",1,1,"c_late","b_mid","b_mid2"
"1163","02",2,"forced",9,11,"learn",5,5,1,0,0.6,0.77,0,48,"R",1,1,1,1,1,1,1,"R",1,1,1,5,11,0.17,"7","5","sw/sw/sw","6",4,1,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid2"
"1164","02",2,"forced",9,12,"learn",4,4,1,0,0.6,0.819,0,53,"L",2,1,1,1,1,1,1,"L",2,1,1,4,12,0.219,"8","5","sw/sw/sw","6",5,1,"1/1/1",1,"1/1/1",1,1,"c_late","b_mid","b_mid2"
"1165","02",2,"forced",9,13,"learn",3,3,1,1,0.5,0.568,0,51,"L",2,0,0,1,0,0,1,"L",2,1,1,3,13,0.0679999999999999,"4","4","rep/rep/sw","2",4,1,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid1"
"1166","02",2,"forced",9,14,"learn",8,8,1,0,0.4,0.53,0,49,"R",2,1,0,1,1,0,1,"R",2,1,1,8,14,0.13,"4","3","sw/rep/sw","6",3,2,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid1"
"1167","02",2,"forced",9,15,"learn",4,4,1,0,0.1,1.06,0,54,"L",2,1,0,1,1,0,1,"L",2,1,1,4,15,0.96,"11","1","sw/rep/sw","6",8,3,"1/1/1",1,"1/1/1",1,NA,"c_late","c_late","c_late1"
"1168","02",2,"forced",9,16,"learn",6,6,1,0,0.5,1.101,0,49,"R",1,1,1,1,1,1,1,"R",1,1,1,6,16,0.601,"11","4","sw/sw/sw","6",4,2,"1/1/1",1,"1/1/1",1,NA,"c_late","c_late","c_late2"
"1169","02",2,"forced",9,17,"learn",5,5,1,0,0.4,0.506,0,49,"R",1,0,0,1,0,0,1,"R",1,1,1,5,17,0.106,"3","3","rep/rep/sw","2",6,1,"1/1/1",1,"1/1/1",1,1,"b_mid","b_mid","b_mid1"
"1170","02",2,"forced",9,18,"learn",7,7,1,0,0.2,0.483,0,50,"R",2,0,1,1,0,1,1,"R",2,1,1,7,18,0.283,"3","1","rep/sw/sw","4",5,1,"1/1/1",1,"1/1/1",1,NA,"b_mid","a_early",NA
"1171","02",2,"forced",9,19,"learn",7,7,1,0,0.1,0.401,0,51,"R",2,0,0,0,0,0,0,"R",2,1,1,7,19,0.301,"2","1","rep/rep/rep","0",7,0,"1/1/1",1,"1/1/1",1,NA,"b_mid","a_early",NA
